fila_bronze,sistema,fecha_exportacion,camion_id,evento_id,timestamp,tipo,severidad,valor_lectura,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,sistema_en_cuarentena,sistema_motivo,fecha_exportacion_en_cuarentena,fecha_exportacion_motivo,camion_id_en_cuarentena,camion_id_motivo,evento_id_en_cuarentena,evento_id_motivo,timestamp_en_cuarentena,timestamp_motivo,tipo_en_cuarentena,tipo_motivo,severidad_en_cuarentena,severidad_motivo,valor_lectura_en_cuarentena,valor_lectura_motivo,reconocido_en_cuarentena,reconocido_motivo,umbral_temp_cabina_c_en_cuarentena,umbral_temp_cabina_c_motivo,geocerca_radio_km_en_cuarentena,geocerca_radio_km_motivo,ultimo_mantenimiento_en_cuarentena,ultimo_mantenimiento_motivo,en_cuarentena
166,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00160,2026-08-16T11:52:00,ALERTA_TEMP_CADENA_FRIO,Media,13.87,,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
167,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00161,2026-08-18T20:31:00,FALLA_MOTOR,Baja,61.81,True,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
168,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00156,2026-08-29T23:21:00,MANTENIMIENTO_PROGRAMADO,Media,79.89,,7.7,29.8,2026-07-15,False,,False,,False,,True,Copia exacta posterior del evento,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,True
169,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00162,2026-08-17T23:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.52,False,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
170,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00163,2026-08-04T04:46:00,ALERTA_TEMP_CADENA_FRIO,Baja,72.52,True,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
171,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00164,2026-08-11T11:41:00,FALLA_MOTOR,Baja,40.09,True,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
172,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00165,2026-08-14T20:07:00,FALLA_MOTOR,Baja,62.53,,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
173,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00166,2026-08-01T01:17:00,MANTENIMIENTO_PROGRAMADO,Baja,56.84,True,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
174,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00167,2026-08-19T08:10:00,ALERTA_TEMP_CADENA_FRIO,Baja,53.49,False,8.3,20.3,2026-06-09,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
175,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00168,2026-08-17T17:12:00,FALLA_MOTOR,Alta,60.13,,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
176,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00169,2026-08-28T23:38:00,ALERTA_TEMP_CADENA_FRIO,Media,49.65,,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
177,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00170,2026-08-12T17:19:00,FALLA_MOTOR,Media,53.59,False,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
178,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00171,2026-08-26T06:35:00,EXCESO_VELOCIDAD,Media,35.74,,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
179,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00172,2026-08-08T19:12:00,EXCESO_VELOCIDAD,Media,64.48,False,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
180,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00173,2026-08-25T07:37:00,MANTENIMIENTO_PROGRAMADO,Media,37.78,True,8.5,31.7,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
181,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00174,2026-08-08T19:47:00,GEOCERCA_SALIDA,Baja,56.51,False,8.7,53.5,2026-06-02,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
182,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00175,2026-08-01T06:57:00,ALERTA_TEMP_CADENA_FRIO,Baja,29.38,True,8.7,53.5,2026-06-02,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
183,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00176,2026-08-07T14:57:00,EXCESO_VELOCIDAD,Baja,64.26,False,8.7,53.5,2026-06-02,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
184,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00174,2026-08-08T19:47:00,GEOCERCA_SALIDA,Baja,56.51,False,8.7,53.5,2026-06-02,False,,False,,False,,True,Copia exacta posterior del evento,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,True
185,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00177,2026-08-10T02:50:00,FALLA_MOTOR,Media,33.77,False,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
186,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00178,2026-08-15T00:25:00,FALLA_MOTOR,Media,42.24,True,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
187,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00179,2026-08-16T23:23:00,GEOCERCA_SALIDA,Baja,40.93,False,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
188,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00180,2026-08-29T07:12:00,EXCESO_VELOCIDAD,Media,58.7,True,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
189,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00181,2026-08-16T09:17:00,MANTENIMIENTO_PROGRAMADO,Media,80.17,True,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
190,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00182,2026-08-03T14:18:00,ALERTA_TEMP_CADENA_FRIO,Alta,50.22,,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
191,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00183,2026-08-21T06:42:00,EXCESO_VELOCIDAD,Alta,75.17,True,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
192,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00184,2026-08-10T04:07:00,EXCESO_VELOCIDAD,Baja,80.36,True,7.8,24.7,2026-08-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
