fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
26990,2026-08-05 03:36:00,VIA-01125,ORD-2026-07496,CAM-17,PROD-010,21.51,C,,0,0,humedad_cabina_pct,True,21.51,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27228,2026-08-19 11:33:00,VIA-01135,ORD-2026-05571,CAM-22,PROD-015,-16.98,C,,0,0,humedad_cabina_pct,True,-16.98,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27298,2026-08-07 14:53:00,VIA-01138,ORD-2026-04129,CAM-15,PROD-016,,C,46.5,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27301,2026-08-07 16:23:00,VIA-01138,ORD-2026-04129,CAM-15,PROD-016,16.94,C,,0,0,humedad_cabina_pct,True,16.94,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27421,2026-08-16 14:10:00,VIA-01143,ORD-2026-03531,CAM-18,PROD-033,19.89,C,-50.4,0,0,humedad_cabina_pct,True,19.89,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
27443,2026-08-14 03:31:00,VIA-01144,ORD-2026-04306,CAM-03,PROD-057,,C,55.1,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27489,2026-08-10 16:19:00,VIA-01146,ORD-2026-06006,CAM-28,PROD-042,19.35,C,,0,0,humedad_cabina_pct,True,19.35,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
27936,2026-08-05 17:29:00,VIA-01164,ORD-2026-05578,CAM-22,PROD-025,,C,87.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
28111,2026-08-04 18:30:00,VIA-01172,ORD-2026-02661,CAM-09,PROD-012,,C,76.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
28132,2026-02-31 09:15:00,VIA-01173,ORD-2026-01654,CAM-28,PROD-025,5.2,C,87.0,0,0,timestamp,True,5.2,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
28181,2026-08-11 06:46:00,VIA-01175,ORD-2026-00491,CAM-09,PROD-037,,C,45.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
28226,2026-08-08 11:39:00,VIA-01177,ORD-2026-00230,CAM-09,PROD-058,19.79,C,,0,1,humedad_cabina_pct,True,19.79,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
28336,2026-08-15 16:00:00,VIA-01181,ORD-2026-01540,CAM-05,PROD-051,,C,79.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
28801,2026-08-25 12:44:00,VIA-00236,ORD-2026-03207,CAM-03,PROD-012,-17.7,C,65.4,0,0,viaje_id+timestamp,True,-17.7,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28802,2026-08-11 16:43:00,VIA-00184,ORD-2026-02963,CAM-05,PROD-035,3.96,C,75.1,0,0,viaje_id+timestamp,True,3.96,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28803,2026-08-10 17:20:00,VIA-00970,ORD-2026-00258,CAM-27,PROD-018,20.87,C,50.3,0,0,viaje_id+timestamp,True,20.87,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28804,2026-08-30 01:29:00,VIA-00194,ORD-2026-06568,CAM-08,PROD-028,20.88,C,41.9,0,0,viaje_id+timestamp,True,20.88,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28805,2026-08-06 09:56:00,VIA-00914,ORD-2026-01504,CAM-27,PROD-038,19.78,C,47.1,0,1,viaje_id+timestamp,True,19.78,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28806,2026-08-22 15:20:00,VIA-00259,ORD-2026-04308,CAM-03,PROD-044,21.33,C,41.9,0,0,viaje_id+timestamp,True,21.33,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28807,2026-08-15 07:46:00,VIA-00242,ORD-2026-04829,CAM-16,PROD-053,18.49,C,45.9,0,0,viaje_id+timestamp,True,18.49,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28808,2026-08-02 03:39:00,VIA-00662,ORD-2026-05320,CAM-05,PROD-016,17.51,C,48.3,0,0,viaje_id+timestamp,True,17.51,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28809,2026-08-19 04:44:00,VIA-01036,ORD-2026-03048,CAM-27,PROD-057,18.25,C,52.7,0,0,viaje_id+timestamp,True,18.25,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28810,2026-08-05 03:00:00,VIA-01172,ORD-2026-02661,CAM-09,PROD-012,-16.83,C,86.9,0,0,viaje_id+timestamp,True,-16.83,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28811,2026-08-13 10:55:00,VIA-00363,ORD-2026-07429,CAM-09,PROD-033,17.02,C,54.5,0,0,viaje_id+timestamp,True,17.02,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28812,2026-08-14 12:04:00,VIA-00927,ORD-2026-07022,CAM-14,PROD-049,3.2,C,72.3,0,1,viaje_id+timestamp,True,3.2,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28813,2026-08-07 10:51:00,VIA-00807,ORD-2026-01194,CAM-14,PROD-022,-17.68,C,65.9,0,0,viaje_id+timestamp,True,-17.68,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28814,2026-08-24 16:34:00,VIA-00486,ORD-2026-04675,CAM-06,PROD-004,20.57,C,25.3,0,0,viaje_id+timestamp,True,20.57,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28815,2026-08-13 21:56:00,VIA-00197,ORD-2026-01303,CAM-30,PROD-016,20.28,C,46.4,0,0,viaje_id+timestamp,True,20.28,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28816,2026-08-18 08:57:00,VIA-00670,ORD-2026-03021,CAM-14,PROD-010,20.14,C,44.2,0,0,viaje_id+timestamp,True,20.14,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28817,2026-08-05 23:30:00,VIA-00781,ORD-2026-05431,CAM-20,PROD-055,21.08,C,47.0,0,0,viaje_id+timestamp,True,21.08,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28818,2026-08-26 09:10:00,VIA-00053,ORD-2026-03071,CAM-03,PROD-014,23.25,C,39.6,0,0,viaje_id+timestamp,True,23.25,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28819,2026-08-19 08:18:00,VIA-00047,ORD-2026-03263,CAM-16,PROD-006,23.54,C,47.2,0,0,viaje_id+timestamp,True,23.54,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28820,2026-08-12 15:54:00,VIA-00305,ORD-2026-02961,CAM-23,PROD-031,-17.19,C,71.6,0,0,viaje_id+timestamp,True,-17.19,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28821,2026-08-15 04:11:00,VIA-00122,ORD-2026-04337,CAM-16,PROD-021,16.87,C,48.9,0,0,viaje_id+timestamp,True,16.87,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28822,2026-08-24 17:40:00,VIA-00823,ORD-2026-03527,CAM-03,PROD-004,21.83,C,60.8,0,0,viaje_id+timestamp,True,21.83,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28823,2026-08-21 01:37:00,VIA-00896,ORD-2026-06348,CAM-20,PROD-002,3.9,C,86.4,0,0,viaje_id+timestamp,True,3.9,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28824,2026-08-29 16:39:00,VIA-00380,ORD-2026-02526,CAM-28,PROD-023,-17.31,C,56.8,0,0,viaje_id+timestamp,True,-17.31,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28825,2026-08-18 17:48:00,VIA-00679,ORD-2026-05063,CAM-26,PROD-045,19.73,C,53.0,0,0,viaje_id+timestamp,True,19.73,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28826,2026-08-02 06:45:00,VIA-00217,ORD-2026-05269,CAM-08,PROD-005,18.5,C,46.6,0,0,viaje_id+timestamp,True,18.5,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28827,2026-08-22 20:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,22.95,C,43.5,0,0,viaje_id+timestamp,True,22.95,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28828,2026-08-22 09:41:00,VIA-00051,ORD-2026-04075,CAM-19,PROD-029,24.09,C,44.5,0,0,viaje_id+timestamp,True,24.09,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28829,2026-08-24 08:23:00,VIA-00864,ORD-2026-00645,CAM-12,PROD-060,3.35,C,79.7,0,0,viaje_id+timestamp,True,3.35,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28830,2026-08-19 13:59:00,VIA-01070,ORD-2026-03508,CAM-20,PROD-013,-19.04,C,78.1,0,0,viaje_id+timestamp,True,-19.04,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28831,2026-08-27 12:37:00,VIA-00856,ORD-2026-05146,CAM-30,PROD-048,20.37,C,50.6,0,0,viaje_id+timestamp,True,20.37,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28832,2026-08-30 06:41:00,VIA-00379,ORD-2026-04281,CAM-09,PROD-004,20.06,C,38.0,0,0,viaje_id+timestamp,True,20.06,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28833,2026-08-10 21:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.37,C,70.9,0,0,viaje_id+timestamp,True,-19.37,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28834,2026-08-14 01:45:00,VIA-01023,ORD-2026-03826,CAM-05,PROD-017,4.45,C,72.8,0,0,viaje_id+timestamp,True,4.45,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28835,2026-08-10 18:49:00,VIA-01146,ORD-2026-06006,CAM-28,PROD-042,21.94,C,40.3,0,0,viaje_id+timestamp,True,21.94,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28836,2026-08-26 18:19:00,VIA-00306,ORD-2026-06512,CAM-07,PROD-024,19.71,C,50.1,0,0,viaje_id+timestamp,True,19.71,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28837,2026-08-14 00:13:00,VIA-00673,ORD-2026-04325,CAM-03,PROD-048,19.23,C,41.0,0,0,viaje_id+timestamp,True,19.23,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28838,2026-08-15 12:17:00,VIA-00135,ORD-2026-02724,CAM-08,PROD-018,18.33,C,50.8,0,0,viaje_id+timestamp,True,18.33,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28839,2026-08-29 09:01:00,VIA-00821,ORD-2026-06765,CAM-28,PROD-046,19.57,C,52.9,0,0,viaje_id+timestamp,True,19.57,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28840,2026-08-17 14:08:00,VIA-00755,ORD-2026-06845,CAM-01,PROD-058,20.79,C,49.4,0,0,viaje_id+timestamp,True,20.79,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28841,2026-08-17 15:18:00,VIA-00531,ORD-2026-07401,CAM-20,PROD-002,5.15,C,83.8,0,0,viaje_id+timestamp,True,5.15,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28842,2026-08-09 16:42:00,VIA-00757,ORD-2026-01175,CAM-22,PROD-056,3.34,C,87.6,0,0,viaje_id+timestamp,True,3.34,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28843,2026-08-01 13:03:00,VIA-00897,ORD-2026-04328,CAM-12,PROD-040,4.58,C,69.1,0,0,viaje_id+timestamp,True,4.58,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28844,2026-08-17 04:53:00,VIA-00091,ORD-2026-05940,CAM-12,PROD-009,19.46,C,45.6,0,0,viaje_id+timestamp,True,19.46,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28845,2026-08-09 01:10:00,VIA-00980,ORD-2026-05944,CAM-22,PROD-002,3.12,C,78.6,0,0,viaje_id+timestamp,True,3.12,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28846,2026-08-09 03:02:00,VIA-00640,ORD-2026-02492,CAM-20,PROD-051,-19.05,C,74.0,0,0,viaje_id+timestamp,True,-19.05,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28847,2026-08-05 19:46:00,VIA-00543,ORD-2026-03706,CAM-07,PROD-037,,C,54.4,0,0,temperatura_cabina_c|viaje_id+timestamp,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c|viaje_id+timestamp,temperatura_cabina_c:FALTANTE|viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28848,2026-08-22 22:28:00,VIA-00475,ORD-2026-01792,CAM-05,PROD-052,-17.16,C,,0,0,humedad_cabina_pct|viaje_id+timestamp,True,-17.16,C_ORIGINAL,True,humedad_cabina_pct|viaje_id+timestamp,humedad_cabina_pct:FALTANTE|viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28849,2026-08-14 23:38:00,VIA-00073,ORD-2026-01330,CAM-23,PROD-012,-17.99,C,76.1,0,0,viaje_id+timestamp,True,-17.99,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28850,2026-08-21 02:46:00,VIA-00985,ORD-2026-01091,CAM-05,PROD-017,4.54,C,80.3,0,0,viaje_id+timestamp,True,4.54,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28851,2026-08-29 04:46:00,VIA-01182,ORD-2026-01656,CAM-01,PROD-035,5.0,C,81.0,0,0,viaje_id+timestamp,True,5.0,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28852,2026-08-30 02:11:00,VIA-00379,ORD-2026-04281,CAM-09,PROD-004,19.5,C,52.5,0,0,viaje_id+timestamp,True,19.5,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28853,2026-08-20 16:38:00,VIA-00258,ORD-2026-04678,CAM-08,PROD-042,21.71,C,32.4,0,0,viaje_id+timestamp,True,21.71,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28854,2026-08-22 02:39:00,VIA-00939,ORD-2026-05340,CAM-14,PROD-010,19.28,C,46.8,0,0,viaje_id+timestamp,True,19.28,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28855,2026-08-29 17:48:00,VIA-01166,ORD-2026-01739,CAM-12,PROD-052,-17.39,C,63.3,0,0,viaje_id+timestamp,True,-17.39,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28856,2026-08-10 22:56:00,VIA-00433,ORD-2026-00959,CAM-07,PROD-045,16.72,C,51.8,0,0,viaje_id+timestamp,True,16.72,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28857,2026-08-22 02:23:00,VIA-00260,ORD-2026-02932,CAM-06,PROD-024,18.28,C,50.3,0,0,viaje_id+timestamp,True,18.28,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28858,2026-08-10 23:14:00,VIA-00674,ORD-2026-05091,CAM-02,PROD-046,18.66,C,45.4,0,0,viaje_id+timestamp,True,18.66,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28859,2026-08-29 17:05:00,VIA-00828,ORD-2026-04623,CAM-02,PROD-006,22.76,C,41.5,0,0,viaje_id+timestamp,True,22.76,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28860,2026-08-03 17:01:00,VIA-00751,ORD-2026-06416,CAM-04,PROD-010,17.85,C,51.7,0,0,viaje_id+timestamp,True,17.85,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28861,2026-08-21 08:16:00,VIA-00718,ORD-2026-00659,CAM-03,PROD-001,-17.85,C,76.4,0,0,viaje_id+timestamp,True,-17.85,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28862,2026-08-27 22:20:00,VIA-00761,ORD-2026-00954,CAM-12,PROD-055,19.53,C,,0,0,humedad_cabina_pct|viaje_id+timestamp,True,19.53,C_ORIGINAL,True,humedad_cabina_pct|viaje_id+timestamp,humedad_cabina_pct:FALTANTE|viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28863,2026-08-12 01:55:00,VIA-00374,ORD-2026-06903,CAM-28,PROD-022,-19.01,C,64.4,0,0,viaje_id+timestamp,True,-19.01,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28864,2026-08-14 07:08:00,VIA-01028,ORD-2026-07477,CAM-05,PROD-002,10.97,C,77.9,1,1,viaje_id+timestamp,True,10.97,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28865,2026-08-04 08:35:00,VIA-01056,ORD-2026-02364,CAM-10,PROD-029,18.09,C,41.9,0,1,viaje_id+timestamp,True,18.09,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28866,2026-08-12 10:56:00,VIA-00786,ORD-2026-05280,CAM-28,PROD-003,5.02,C,82.7,0,0,viaje_id+timestamp,True,5.02,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28867,2026-08-21 19:44:00,VIA-00442,ORD-2026-02381,CAM-13,PROD-035,3.83,C,82.3,0,0,viaje_id+timestamp,True,3.83,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28868,2026-08-18 02:57:00,VIA-00670,ORD-2026-03021,CAM-14,PROD-010,20.28,C,55.2,0,0,viaje_id+timestamp,True,20.28,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28869,2026-08-16 09:07:00,VIA-00962,ORD-2026-07499,CAM-05,PROD-059,4.24,C,79.4,0,0,viaje_id+timestamp,True,4.24,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28870,2026-08-19 01:16:00,VIA-00694,ORD-2026-00099,CAM-05,PROD-035,3.64,C,63.0,0,0,viaje_id+timestamp,True,3.64,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28871,2026-08-02 08:54:00,VIA-00185,ORD-2026-00226,CAM-07,PROD-046,15.58,C,43.2,0,0,viaje_id+timestamp,True,15.58,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28872,2026-08-13 08:22:00,VIA-00445,ORD-2026-03433,CAM-07,PROD-047,19.59,C,43.2,0,0,viaje_id+timestamp,True,19.59,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28873,2026-08-17 10:21:00,VIA-00188,ORD-2026-00183,CAM-05,PROD-049,4.55,C,65.8,0,0,viaje_id+timestamp,True,4.55,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28874,2026-08-09 02:16:00,VIA-00989,ORD-2026-01031,CAM-07,PROD-060,3.92,C,72.9,0,0,viaje_id+timestamp,True,3.92,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28875,2026-08-31 03:35:00,VIA-00371,ORD-2026-05057,CAM-05,PROD-013,-18.65,C,67.0,0,0,viaje_id+timestamp,True,-18.65,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28876,2026-08-24 02:10:00,VIA-01088,ORD-2026-05447,CAM-26,PROD-009,18.92,C,45.0,0,0,viaje_id+timestamp,True,18.92,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28877,2026-08-10 12:55:00,VIA-00307,ORD-2026-04702,CAM-06,PROD-058,19.66,C,58.3,0,0,viaje_id+timestamp,True,19.66,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28878,2026-08-01 16:22:00,VIA-00841,ORD-2026-03786,CAM-16,PROD-028,21.94,C,32.4,0,0,viaje_id+timestamp,True,21.94,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28879,2026-08-07 01:24:00,VIA-00622,ORD-2026-02931,CAM-28,PROD-040,4.64,C,85.9,0,0,viaje_id+timestamp,True,4.64,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28880,2026-08-03 05:46:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-029,19.46,C,52.0,0,0,viaje_id+timestamp,True,19.46,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28881,2026-08-02 23:04:00,VIA-00518,ORD-2026-06065,CAM-23,PROD-040,3.77,C,76.1,0,0,viaje_id+timestamp,True,3.77,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
