fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_en_cuarentena,timestamp_motivo,viaje_id_en_cuarentena,viaje_id_motivo,order_id_en_cuarentena,order_id_motivo,camion_id_en_cuarentena,camion_id_motivo,producto_id_en_cuarentena,producto_id_motivo,temperatura_cabina_c_en_cuarentena,temperatura_cabina_c_motivo,temp_unit_en_cuarentena,temp_unit_motivo,humedad_cabina_pct_en_cuarentena,humedad_cabina_pct_motivo,desviacion_termica_flag_en_cuarentena,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_en_cuarentena,desviacion_proximos_60min_flag_motivo,en_cuarentena,zona_horaria_origen
16490,2026-08-28 06:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.39,C,76.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16491,2026-08-28 07:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,2.88,C,72.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16492,2026-08-28 07:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.94,C,94.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16493,2026-08-28 08:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.52,C,78.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16494,2026-08-28 08:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.13,C,73.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16495,2026-08-28 09:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,2.75,C,72.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16496,2026-08-28 09:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,2.8,C,90.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16497,2026-08-28 10:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.16,C,79.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16498,2026-08-28 10:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.52,C,86.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16499,2026-08-28 11:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,5.02,C,70.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16500,2026-08-28 11:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,5.24,C,79.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16501,2026-08-28 12:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.28,C,87.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16502,2026-08-28 12:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.08,C,73.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16503,2026-08-28 13:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.36,C,78.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16504,2026-08-28 13:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.57,C,70.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16505,2026-08-28 14:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.11,C,85.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16506,2026-08-28 14:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.67,C,64.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16507,2026-08-28 15:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,5.2,C,86.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16508,2026-08-28 15:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.03,C,84.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16509,2026-08-28 16:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,2.54,C,80.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16510,2026-08-28 16:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,4.26,C,69.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16511,2026-08-28 17:03:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,2.38,C,85.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16512,2026-08-28 17:33:00,VIA-00688,ORD-2026-06528,CAM-08,PROD-015,3.97,C,72.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16513,2026-08-28 19:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.64,C,84.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16514,2026-08-28 20:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.87,C,74.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16515,2026-08-28 20:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,4.49,C,62.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16516,2026-08-28 21:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.99,C,81.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16517,2026-08-28 21:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.1,C,91.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16518,2026-08-28 22:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.64,C,77.0,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16519,2026-08-28 22:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,4.72,C,62.2,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16520,2026-08-28 23:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,9.37,C,93.7,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16521,2026-08-28 23:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,9.32,C,74.4,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16522,2026-08-29 00:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,9.35,C,73.1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16523,2026-08-29 00:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,10.71,C,69.7,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16524,2026-08-29 01:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,8.93,C,73.1,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16525,2026-08-29 01:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,2.65,C,67.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16526,2026-08-29 02:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.47,C,76.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16527,2026-08-29 02:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.7,C,76.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16528,2026-08-29 03:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,4.73,C,71.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16529,2026-08-29 03:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.8,C,75.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16530,2026-08-29 04:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,4.48,C,83.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16531,2026-08-29 04:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.68,C,74.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16532,2026-08-29 05:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.4,C,69.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16533,2026-08-29 05:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.06,C,66.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16534,2026-08-29 06:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.83,C,93.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16535,2026-08-29 06:38:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.8,C,65.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16536,2026-08-29 07:08:00,VIA-00689,ORD-2026-04431,CAM-19,PROD-047,3.63,C,75.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16537,2026-08-01 16:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.32,C,72.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16538,2026-08-01 16:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-16.8,C,67.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16539,2026-08-01 17:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.8,C,75.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16540,2026-08-01 17:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.44,C,73.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16541,2026-08-01 18:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.03,C,74.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16542,2026-08-01 18:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.65,C,79.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16543,2026-08-01 19:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.46,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz
16544,2026-08-01 19:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.96,C,74.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16545,2026-08-01 20:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.39,C,65.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16546,2026-08-01 20:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.21,C,70.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16547,2026-08-01 21:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.87,C,74.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16548,2026-08-01 21:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.36,C,64.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16549,2026-08-01 22:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-19.3,C,67.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16550,2026-08-01 22:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.46,C,72.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16551,2026-08-01 23:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.1,C,64.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16552,2026-08-01 23:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.32,C,70.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16553,2026-08-02 00:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.38,C,75.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16554,2026-08-02 00:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.74,C,68.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16555,2026-08-02 01:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-19.27,C,80.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16556,2026-08-02 01:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-17.17,C,73.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16557,2026-08-02 02:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-19.09,C,73.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16558,2026-08-02 02:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.16,C,61.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16559,2026-08-02 03:26:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.5,C,67.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16560,2026-08-02 03:56:00,VIA-00690,ORD-2026-06406,CAM-24,PROD-011,-18.16,C,65.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16561,2026-08-06 09:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,15.95,C,50.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16562,2026-08-06 09:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,20.45,C,54.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16563,2026-08-06 10:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,20.39,C,57.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16564,2026-08-06 10:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,17.65,C,30.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16565,2026-08-06 11:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,17.99,C,55.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16566,2026-08-06 11:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,18.96,C,59.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16567,2026-08-06 12:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,22.1,C,45.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16568,2026-08-06 12:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,18.92,C,39.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16569,2026-08-06 13:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,21.84,C,52.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16570,2026-08-06 13:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,22.52,C,58.3,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16571,2026-08-06 14:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,21.47,C,43.3,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16572,2026-08-06 14:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,26.92,C,58.5,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16573,2026-08-06 15:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,24.82,C,42.7,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16574,2026-08-06 15:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,25.74,C,59.1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16575,2026-08-06 16:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,26.63,C,50.6,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16576,2026-08-06 16:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,,C,43.5,0,0,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,False,,False,,True,America/La_Paz
16577,2026-08-06 17:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,20.85,C,47.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16578,2026-08-06 17:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,21.14,C,57.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16579,2026-08-06 18:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,18.03,C,43.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16580,2026-08-06 18:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,17.52,C,37.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16581,2026-08-06 19:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,16.73,C,49.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16582,2026-08-06 19:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,19.13,C,56.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16583,2026-08-06 20:22:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,19.62,C,60.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16584,2026-08-06 20:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,23.57,C,46.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16585,2026-08-24 23:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.35,C,68.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16586,2026-08-24 23:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.32,C,68.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16587,2026-08-25 00:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.74,C,65.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16588,2026-08-25 00:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.01,C,70.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16589,2026-08-25 01:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-16.78,C,76.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16590,2026-08-25 01:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.54,C,77.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16591,2026-08-25 02:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.55,C,74.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16592,2026-08-25 02:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.77,C,74.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16593,2026-08-25 03:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.93,C,77.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16594,2026-08-25 03:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.9,C,69.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16595,2026-08-25 04:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.5,C,60.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16596,2026-08-25 04:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.37,C,66.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16597,2026-08-25 05:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.05,C,67.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16598,2026-08-25 05:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-16.91,C,72.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16599,2026-08-25 06:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.91,C,68.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16600,2026-08-25 06:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.54,C,73.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16601,2026-08-25 07:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.18,C,67.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16602,2026-08-25 07:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.4,C,63.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16603,2026-08-25 08:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-19.12,C,61.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16604,2026-08-25 08:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-18.4,C,78.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16605,2026-08-25 09:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.31,C,87.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16606,2026-08-25 09:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-19.11,C,85.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16607,2026-08-25 10:12:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.76,C,76.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16608,2026-08-25 10:42:00,VIA-00692,ORD-2026-06247,CAM-19,PROD-025,-17.85,C,78.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16609,2026-08-01 11:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.88,C,67.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16610,2026-08-01 12:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.67,C,78.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16611,2026-08-01 12:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-19.06,C,83.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16612,2026-08-01 13:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-17.84,C,75.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16613,2026-08-01 13:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.85,C,63.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16614,2026-08-01 14:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-17.47,C,66.7,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16615,2026-08-01 14:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.57,C,70.8,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16616,2026-08-01 15:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-10.6,C,61.5,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16617,2026-08-01 15:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-10.76,C,77.4,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16618,2026-08-01 16:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-10.88,C,74.3,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16619,2026-08-01 16:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-10.48,C,81.3,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16620,2026-08-01 17:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-8.91,C,77.4,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16621,2026-08-01 17:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.37,C,76.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16622,2026-08-01 18:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-16.69,C,63.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16623,2026-08-01 18:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.12,C,69.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16624,2026-08-01 19:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.47,C,68.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
16625,2026-08-01 19:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-19.16,C,90.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
