fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
11823,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 15:35:00,-18.26,62.1,-18.0,2.0,-1.7399999999999984,-18.18,-18.1,-0.0800000000000018,-0.0026666666666667,-18.18,-18.1,420.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.5100000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.64930555555556,False,False
11824,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 16:05:00,-16.51,70.5,-18.0,2.0,-0.5100000000000016,-18.26,-18.18,1.75,0.0583333333333333,-17.650000000000002,-16.51,450.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.7600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.670138888888886,False,False
11825,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 16:35:00,-18.28,70.4,-18.0,2.0,-1.7199999999999989,-16.51,-18.26,-1.7699999999999996,-0.0589999999999999,-17.683333333333337,-16.51,480.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.7600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.69097222222222,False,False
11826,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 17:05:00,-16.76,61.3,-18.0,2.0,-0.7600000000000016,-18.28,-16.51,1.5199999999999996,0.0506666666666666,-17.183333333333334,-16.51,510.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-1.0399999999999991,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.71180555555556,False,False
11827,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 17:35:00,-18.96,73.7,-18.0,2.0,-1.0399999999999991,-16.76,-18.28,-2.1999999999999997,-0.0733333333333333,-18.000000000000004,-16.76,540.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-1.66,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.732638888888886,False,False
11828,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 18:05:00,-18.07,57.4,-18.0,2.0,-1.93,-18.96,-16.76,0.8900000000000006,0.0296666666666666,-17.93,-16.76,570.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.9499999999999992,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.75347222222222,False,False
11829,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 18:35:00,-17.66,70.3,-18.0,2.0,-1.66,-18.07,-18.96,0.4100000000000001,0.0136666666666666,-18.23,-17.66,600.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.8900000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.77430555555556,False,False
11830,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 19:05:00,-19.05,75.7,-18.0,2.0,-0.9499999999999992,-17.66,-18.07,-1.3900000000000006,-0.0463333333333333,-18.26,-17.66,630.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.8900000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.795138888888886,False,False
11831,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 19:35:00,-19.11,61.4,-18.0,2.0,-0.8900000000000006,-19.05,-17.66,-0.0599999999999987,-0.0019999999999999,-18.606666666666666,-17.66,660.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,-0.8999999999999986,1,True,True,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.81597222222222,False,False
11832,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 20:05:00,-16.9,63.5,-18.0,2.0,-0.8999999999999986,-19.11,-19.05,2.210000000000001,0.0736666666666667,-18.35333333333333,-16.9,690.0,Congelado,Refrigerado,2000,Cochabamba,386.0,24.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,,,6.7,47.6,2026-06-12,50.83680555555556,False,False
11833,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 16:45:00,17.7,52.6,20.0,5.0,-2.6999999999999997,,,,,17.7,17.7,0.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.86,2,True,True,0,0,0,0,0,0,0,0,0,0,4358.0,,7.6,24.8,2026-07-22,33.697916666666664,False,False
11834,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 17:15:00,20.95,61.0,20.0,5.0,-4.050000000000001,17.7,,3.25,0.1083333333333333,19.325,20.95,30.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.86,2,True,True,0,0,0,0,0,0,0,0,0,0,4388.0,,7.6,24.8,2026-07-22,33.71875,False,False
11835,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 17:45:00,21.14,40.9,20.0,5.0,-3.86,20.95,17.7,0.1900000000000012,0.0063333333333333,19.93,21.14,60.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.8000000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,4418.0,,7.6,24.8,2026-07-22,33.739583333333336,False,False
11836,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 18:15:00,19.91,43.2,20.0,5.0,-4.91,21.14,20.95,-1.2300000000000004,-0.041,20.666666666666668,21.14,90.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.8000000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,4448.0,,7.6,24.8,2026-07-22,33.760416666666664,False,False
11837,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 18:45:00,22.2,41.5,20.0,5.0,-2.8000000000000007,19.91,21.14,2.289999999999999,0.0763333333333333,21.08333333333333,22.2,120.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.219999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4478.0,,7.6,24.8,2026-07-22,33.78125,False,False
11838,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 19:15:00,21.78,51.3,20.0,5.0,-3.219999999999999,22.2,19.91,-0.4199999999999981,-0.0139999999999999,21.296666666666667,22.2,150.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.9400000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,4508.0,,7.6,24.8,2026-07-22,33.802083333333336,False,False
11839,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 19:45:00,18.73,47.8,20.0,5.0,-3.73,21.78,22.2,-3.0500000000000007,-0.1016666666666667,20.903333333333336,22.2,180.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.43,2,True,True,0,0,0,0,0,0,0,0,0,0,4538.0,,7.6,24.8,2026-07-22,33.822916666666664,False,False
11840,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 20:15:00,17.94,46.2,20.0,5.0,-2.9400000000000013,18.73,21.78,-0.7899999999999991,-0.0263333333333333,19.48333333333333,21.78,210.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.43,2,True,True,0,0,0,0,0,0,0,0,0,0,4568.0,,7.6,24.8,2026-07-22,33.84375,False,False
11841,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 20:45:00,22.57,54.9,20.0,5.0,-2.43,17.94,18.73,4.629999999999999,0.1543333333333333,19.746666666666663,22.57,240.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-1.93,2,True,True,0,0,0,0,0,0,0,0,0,0,4598.0,,7.6,24.8,2026-07-22,33.864583333333336,False,False
11842,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 21:15:00,18.74,37.7,20.0,5.0,-3.7399999999999984,22.57,17.94,-3.830000000000002,-0.1276666666666667,19.75,22.57,270.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-1.93,2,True,True,0,0,0,0,0,0,0,0,0,0,4628.0,,7.6,24.8,2026-07-22,33.885416666666664,False,False
11843,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 21:45:00,23.07,43.9,20.0,5.0,-1.93,18.74,22.57,4.330000000000002,0.1443333333333334,21.46,23.07,300.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.870000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4658.0,,7.6,24.8,2026-07-22,33.90625,False,False
11844,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 22:15:00,20.81,45.2,20.0,5.0,-4.190000000000001,23.07,18.74,-2.2600000000000016,-0.0753333333333333,20.87333333333333,23.07,330.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.539999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4688.0,,7.6,24.8,2026-07-22,33.927083333333336,False,False
11845,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 22:45:00,18.87,40.3,20.0,5.0,-3.870000000000001,20.81,23.07,-1.9399999999999975,-0.0646666666666666,20.916666666666668,23.07,360.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-3.539999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4718.0,,7.6,24.8,2026-07-22,33.947916666666664,False,False
11846,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 23:15:00,18.54,52.5,20.0,5.0,-3.539999999999999,18.87,20.81,-0.3300000000000018,-0.011,19.406666666666663,20.81,390.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.8599999999999994,2,True,True,0,0,0,0,0,0,0,0,0,0,4748.0,,7.6,24.8,2026-07-22,33.96875,False,False
11847,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 23:45:00,19.52,51.1,20.0,5.0,-4.52,18.54,18.87,0.9800000000000004,0.0326666666666666,18.976666666666667,19.52,420.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.8599999999999994,2,True,True,0,0,0,0,0,0,0,0,0,0,4778.0,,7.6,24.8,2026-07-22,33.989583333333336,False,False
11848,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 00:15:00,17.86,69.1,20.0,5.0,-2.8599999999999994,19.52,18.54,-1.66,-0.0553333333333333,18.64,19.52,450.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.329999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,4808.0,,7.6,24.8,2026-07-22,34.010416666666664,False,False
11849,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 00:45:00,20.24,53.7,20.0,5.0,-4.760000000000002,17.86,19.52,2.379999999999999,0.0793333333333333,19.206666666666663,20.24,480.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.329999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,4838.0,,7.6,24.8,2026-07-22,34.03125,False,False
11850,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 01:15:00,19.33,45.1,20.0,5.0,-4.329999999999998,20.24,17.86,-0.91,-0.0303333333333333,19.14333333333333,20.24,510.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.449999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4868.0,,7.6,24.8,2026-07-22,34.052083333333336,False,False
11851,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 01:45:00,19.45,55.2,20.0,5.0,-4.449999999999999,19.33,20.24,0.120000000000001,0.004,19.67333333333333,20.24,540.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.469999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4898.0,,7.6,24.8,2026-07-22,34.072916666666664,False,False
11852,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 02:15:00,19.71,42.8,20.0,5.0,-4.710000000000001,19.45,19.33,0.2600000000000015,0.0086666666666667,19.496666666666663,19.71,570.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.68,2,True,True,0,0,0,0,0,0,0,0,0,0,4928.0,,7.6,24.8,2026-07-22,34.09375,False,False
11853,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 02:45:00,19.47,44.7,20.0,5.0,-4.469999999999999,19.71,19.45,-0.240000000000002,-0.008,19.543333333333333,19.71,600.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-2.68,2,True,True,0,0,0,0,0,0,0,0,0,0,4958.0,,7.6,24.8,2026-07-22,34.114583333333336,False,False
11854,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 03:15:00,17.68,55.8,20.0,5.0,-2.68,19.47,19.71,-1.7899999999999991,-0.0596666666666666,18.953333333333333,19.71,630.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.149999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4988.0,,7.6,24.8,2026-07-22,34.135416666666664,False,False
11855,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 03:45:00,19.15,48.8,20.0,5.0,-4.149999999999999,17.68,19.47,1.4699999999999989,0.0489999999999999,18.766666666666666,19.47,660.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,-4.32,1,True,True,0,0,0,0,0,0,0,0,0,0,5018.0,,7.6,24.8,2026-07-22,34.15625,False,False
11856,VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-25 04:15:00,20.68,50.0,20.0,5.0,-4.32,19.15,17.68,1.5300000000000011,0.051,19.17,20.68,690.0,Seco,Refrigerado,12000,Oruro,44.0,24.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,5048.0,,7.6,24.8,2026-07-22,34.177083333333336,False,False
11857,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 13:40:00,20.85,43.6,20.0,5.0,-4.149999999999999,,,,,20.85,20.85,0.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.569444444444443,False,False
11858,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 14:10:00,20.13,39.9,20.0,5.0,-4.870000000000001,20.85,,-0.7200000000000024,-0.024,20.49,20.85,30.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.5500000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.59027777777778,False,False
11859,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 14:40:00,21.17,48.4,20.0,5.0,-3.8299999999999983,20.13,20.85,1.0400000000000027,0.0346666666666667,20.71666666666667,21.17,60.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.5500000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.61111111111111,False,False
11860,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 15:10:00,18.55,46.2,20.0,5.0,-3.5500000000000007,21.17,20.13,-2.620000000000001,-0.0873333333333333,19.95,21.17,90.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.9499999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.631944444444443,False,False
11861,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 15:40:00,20.13,66.3,20.0,5.0,-4.870000000000001,18.55,21.17,1.5799999999999983,0.0526666666666666,19.95,21.17,120.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.9499999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.65277777777778,False,False
11862,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 16:10:00,21.05,47.6,20.0,5.0,-3.9499999999999993,20.13,18.55,0.9200000000000016,0.0306666666666667,19.91,21.05,150.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-1.5799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.67361111111111,False,False
11863,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 16:40:00,20.27,48.5,20.0,5.0,-4.73,21.05,20.13,-0.7800000000000011,-0.026,20.48333333333333,21.05,180.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-1.5799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.694444444444443,False,False
11864,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 17:10:00,23.42,51.8,20.0,5.0,-1.5799999999999983,20.27,21.05,3.150000000000002,0.105,21.58,23.42,210.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-4.510000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.71527777777778,False,False
11865,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 17:40:00,19.94,41.5,20.0,5.0,-4.940000000000001,23.42,20.27,-3.4800000000000004,-0.116,21.21,23.42,240.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.960000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.73611111111111,False,False
11866,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 18:10:00,19.51,54.8,20.0,5.0,-4.510000000000002,19.94,23.42,-0.4299999999999997,-0.0143333333333333,20.956666666666667,23.42,270.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.18,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.756944444444443,False,False
11867,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 18:40:00,17.96,52.8,20.0,5.0,-2.960000000000001,19.51,19.94,-1.5500000000000007,-0.0516666666666666,19.136666666666667,19.94,300.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.77777777777778,False,False
11868,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 19:10:00,17.18,35.7,20.0,5.0,-2.18,17.96,19.51,-0.7800000000000011,-0.026,18.21666666666667,19.51,330.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.79861111111111,False,False
11869,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 19:40:00,22.92,40.2,20.0,5.0,-2.0799999999999983,17.18,17.96,5.740000000000002,0.1913333333333334,19.35333333333333,22.92,360.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.629999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.819444444444443,False,False
11870,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 20:10:00,17.63,42.9,20.0,5.0,-2.629999999999999,22.92,17.18,-5.290000000000003,-0.1763333333333334,19.243333333333336,22.92,390.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.18,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.84027777777778,False,False
11871,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 20:40:00,18.18,53.7,20.0,5.0,-3.18,17.63,22.92,0.5500000000000007,0.0183333333333333,19.576666666666664,22.92,420.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.82,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.86111111111111,False,False
11872,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 21:10:00,21.18,51.2,20.0,5.0,-3.82,18.18,17.63,3.0,0.1,18.996666666666663,21.18,450.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-4.219999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.881944444444443,False,False
11873,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 21:40:00,20.74,41.9,20.0,5.0,-4.260000000000002,21.18,18.18,-0.4400000000000013,-0.0146666666666667,20.03333333333333,21.18,480.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-3.6700000000000017,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.90277777777778,False,False
11874,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 22:10:00,20.78,50.5,20.0,5.0,-4.219999999999999,20.74,21.18,0.0400000000000027,0.0013333333333334,20.9,21.18,510.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.91,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.92361111111111,False,False
11875,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 22:40:00,21.33,58.7,20.0,5.0,-3.6700000000000017,20.78,20.74,0.5499999999999972,0.0183333333333332,20.95,21.33,540.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.91,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.944444444444443,False,False
11876,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 23:10:00,17.91,43.0,20.0,5.0,-2.91,21.33,20.78,-3.419999999999998,-0.1139999999999999,20.006666666666668,21.33,570.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.7300000000000004,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.96527777777778,False,False
11877,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 23:40:00,19.12,55.7,20.0,5.0,-4.120000000000001,17.91,21.33,1.2100000000000009,0.0403333333333333,19.453333333333333,21.33,600.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.7300000000000004,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,25.98611111111111,False,False
11878,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-10 00:10:00,22.27,34.1,20.0,5.0,-2.7300000000000004,19.12,17.91,3.1499999999999986,0.1049999999999999,19.766666666666666,22.27,630.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.8999999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,26.006944444444443,False,False
11879,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-10 00:40:00,20.16,47.3,20.0,5.0,-4.84,22.27,19.12,-2.1099999999999994,-0.0703333333333333,20.516666666666666,22.27,660.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,-2.8999999999999986,1,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,26.02777777777778,False,False
11880,VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-10 01:10:00,17.9,61.3,20.0,5.0,-2.8999999999999986,20.16,22.27,-2.2600000000000016,-0.0753333333333333,20.11,22.27,690.0,Seco,Refrigerado,8000,Tarija,161.0,48.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,26.04861111111111,False,False
11881,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 04:59:00,19.43,56.5,20.0,5.0,-4.43,,,,,19.43,19.43,0.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-4.34,2,True,True,0,0,1,0,0,0,0,0,1,0,587.0,,8.5,31.7,2026-07-30,10.207638888888889,True,False
11882,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 05:29:00,19.6,55.9,20.0,5.0,-4.600000000000001,19.43,,0.1700000000000017,0.0056666666666667,19.515,19.6,30.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.0799999999999983,2,True,True,0,0,1,0,0,0,0,0,1,0,617.0,,8.5,31.7,2026-07-30,10.228472222222223,True,False
11883,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 05:59:00,20.66,48.9,20.0,5.0,-4.34,19.6,19.43,1.0599999999999987,0.0353333333333332,19.896666666666665,20.66,60.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.0799999999999983,2,True,True,0,0,1,0,0,0,0,0,1,0,647.0,,8.5,31.7,2026-07-30,10.249305555555555,True,False
11884,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 06:29:00,18.08,57.6,20.0,5.0,-3.0799999999999983,20.66,19.6,-2.580000000000002,-0.086,19.44666666666667,20.66,90.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.530000000000001,2,True,True,0,0,1,0,0,0,0,0,1,0,677.0,,8.5,31.7,2026-07-30,10.270138888888889,True,False
11885,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 06:59:00,21.47,46.8,20.0,5.0,-3.530000000000001,18.08,20.66,3.390000000000001,0.113,20.07,21.47,120.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.3000000000000007,2,True,True,0,0,1,0,0,0,0,0,1,0,707.0,,8.5,31.7,2026-07-30,10.290972222222223,True,False
11886,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 07:29:00,21.41,41.4,20.0,5.0,-3.59,21.47,18.08,-0.0599999999999987,-0.0019999999999999,20.32,21.47,150.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.02,2,True,True,0,0,1,0,0,0,0,0,1,0,737.0,,8.5,31.7,2026-07-30,10.311805555555555,True,False
