fila_bronze,sistema,camion_id,evento_id,tipo,severidad,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,timestamp_bolivia,fecha_exportacion_bolivia,valor_lectura_numerico,valor_lectura_no_disponible,valor_lectura_unidad_declarada,reconocido_faltante,dias_desde_ultimo_mantenimiento,sistema_original,fecha_exportacion_original,camion_id_original,evento_id_original,timestamp_original,tipo_original,severidad_original,valor_lectura_original,reconocido_original,umbral_temp_cabina_c_original,geocerca_radio_km_original,ultimo_mantenimiento_original
132,TELEMATICA-AndinaLog,CAM-21,EVT-ALOG-00126,EXCESO_VELOCIDAD,Baja,False,7.1,28.0,2026-06-11,2026-08-07 06:54:00,2026-08-30 00:00:00,,True,False,False,57.2875,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00126,2026-08-07T06:54:00,EXCESO_VELOCIDAD,Baja,N/D,False,7.1,28.0,2026-06-11
133,TELEMATICA-AndinaLog,CAM-21,EVT-ALOG-00127,MANTENIMIENTO_PROGRAMADO,Media,True,7.1,28.0,2026-06-11,2026-08-23 05:29:00,2026-08-30 00:00:00,88.89,False,False,False,73.22847222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00127,2026-08-23T05:29:00,MANTENIMIENTO_PROGRAMADO,Media,88.89,True,7.1,28.0,2026-06-11
134,TELEMATICA-AndinaLog,CAM-21,EVT-ALOG-00128,FALLA_MOTOR,Baja,True,7.1,28.0,2026-06-11,2026-08-16 18:19:00,2026-08-30 00:00:00,65.01,False,False,False,66.76319444444445,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00128,2026-08-16T18:19:00,FALLA_MOTOR,Baja,65.01,True,7.1,28.0,2026-06-11
135,TELEMATICA-AndinaLog,CAM-21,EVT-ALOG-00129,GEOCERCA_SALIDA,Alta,True,7.1,28.0,2026-06-11,2026-08-18 19:18:00,2026-08-30 00:00:00,38.19,False,False,False,68.80416666666666,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00129,2026-08-18T19:18:00,GEOCERCA_SALIDA,Alta,38.19,True,7.1,28.0,2026-06-11
136,TELEMATICA-AndinaLog,CAM-21,EVT-ALOG-00130,FALLA_MOTOR,Baja,,7.1,28.0,2026-06-11,2026-08-11 17:24:00,2026-08-30 00:00:00,44.51,False,False,True,61.725,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00130,2026-08-11T17:24:00,FALLA_MOTOR,Baja,44.51,,7.1,28.0,2026-06-11
137,TELEMATICA-AndinaLog,CAM-22,EVT-ALOG-00131,FALLA_MOTOR,Media,True,8.8,36.2,2026-07-19,2026-08-23 07:45:00,2026-08-30 00:00:00,58.82,False,False,False,35.322916666666664,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00131,2026-08-23T07:45:00,FALLA_MOTOR,Media,58.82,True,8.8,36.2,2026-07-19
138,TELEMATICA-AndinaLog,CAM-22,EVT-ALOG-00132,GEOCERCA_SALIDA,Media,True,8.8,36.2,2026-07-19,2026-08-26 03:16:00,2026-08-30 00:00:00,50.48,False,False,False,38.13611111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00132,26/08/2026 03:16,GEOCERCA_SALIDA,Media,50.48,True,8.8,36.2,2026-07-19
139,TELEMATICA-AndinaLog,CAM-22,EVT-ALOG-00133,GEOCERCA_SALIDA,Baja,False,8.8,36.2,2026-07-19,2026-08-23 22:05:00,2026-08-30 00:00:00,60.79,False,False,False,35.920138888888886,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00133,2026-08-23T22:05:00,GEOCERCA_SALIDA,Baja,60.79,False,8.8,36.2,2026-07-19
140,TELEMATICA-AndinaLog,CAM-22,EVT-ALOG-00134,FALLA_MOTOR,Media,True,8.8,36.2,2026-07-19,2026-08-27 11:03:00,2026-08-30 00:00:00,43.92,False,False,False,39.46041666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00134,2026-08-27T11:03:00,FALLA_MOTOR,Media,43.92,True,8.8,36.2,2026-07-19
141,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00135,GEOCERCA_SALIDA,Media,True,7.1,32.6,2026-07-11,2026-08-12 14:17:00,2026-08-30 00:00:00,73.92,False,False,False,32.59513888888889,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00135,2026-08-12T14:17:00,GEOCERCA_SALIDA,Media,73.92,True,7.1,32.6,2026-07-11
142,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00136,GEOCERCA_SALIDA,Baja,True,7.1,32.6,2026-07-11,2026-08-22 10:18:00,2026-08-30 00:00:00,67.95,False,False,False,42.42916666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00136,2026-08-22T10:18:00,GEOCERCA_SALIDA,Baja,67.95,True,7.1,32.6,2026-07-11
143,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00137,EXCESO_VELOCIDAD,Baja,False,7.1,32.6,2026-07-11,2026-08-05 19:46:00,2026-08-30 00:00:00,60.29,False,False,False,25.823611111111113,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00137,2026-08-05T19:46:00,EXCESO_VELOCIDAD,Baja,60.29,False,7.1,32.6,2026-07-11
144,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00138,FALLA_MOTOR,Alta,False,7.1,32.6,2026-07-11,2026-08-24 12:34:00,2026-08-30 00:00:00,64.0,False,False,False,44.52361111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00138,2026-08-24T12:34:00,FALLA_MOTOR,Alta,64.0,False,7.1,32.6,2026-07-11
145,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00139,EXCESO_VELOCIDAD,Baja,True,7.1,32.6,2026-07-11,2026-08-19 14:34:00,2026-08-30 00:00:00,54.75,False,False,False,39.606944444444444,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00139,2026-08-19T14:34:00,EXCESO_VELOCIDAD,Baja,54.75,True,7.1,32.6,2026-07-11
146,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00140,EXCESO_VELOCIDAD,Alta,False,7.1,32.6,2026-07-11,2026-08-17 04:18:00,2026-08-30 00:00:00,59.05,False,False,False,37.17916666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00140,2026-08-17T04:18:00,EXCESO_VELOCIDAD,Alta,59.05,False,7.1,32.6,2026-07-11
147,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00141,GEOCERCA_SALIDA,Baja,True,7.1,32.6,2026-07-11,2026-08-06 16:47:00,2026-08-30 00:00:00,29.23,False,False,False,26.699305555555554,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00141,06/08/2026 16:47,GEOCERCA_SALIDA,Baja,29.23,True,7.1,32.6,2026-07-11
148,TELEMATICA-AndinaLog,CAM-23,EVT-ALOG-00142,EXCESO_VELOCIDAD,Media,False,7.1,32.6,2026-07-11,2026-08-23 19:31:00,2026-08-30 00:00:00,53.68,False,False,False,43.81319444444444,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00142,2026-08-23T19:31:00,EXCESO_VELOCIDAD,Media,53.68,False,7.1,32.6,2026-07-11
149,TELEMATICA-AndinaLog,CAM-24,EVT-ALOG-00143,GEOCERCA_SALIDA,Baja,True,7.9,53.1,2026-08-13,2026-08-28 20:26:00,2026-08-30 00:00:00,70.32,False,False,False,15.85138888888889,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00143,2026-08-28T20:26:00,GEOCERCA_SALIDA,Baja,70.32,True,7.9,53.1,2026-08-13
150,TELEMATICA-AndinaLog,CAM-24,EVT-ALOG-00144,FALLA_MOTOR,Alta,True,7.9,53.1,2026-08-13,2026-08-18 04:29:00,2026-08-30 00:00:00,70.08,False,False,False,5.186805555555556,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00144,2026-08-18T04:29:00,FALLA_MOTOR,Alta,70.08,True,7.9,53.1,2026-08-13
151,TELEMATICA-AndinaLog,CAM-24,EVT-ALOG-00145,MANTENIMIENTO_PROGRAMADO,Baja,True,7.9,53.1,2026-08-13,2026-08-24 10:26:00,2026-08-30 00:00:00,68.46,False,False,False,11.434722222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00145,2026-08-24T10:26:00,MANTENIMIENTO_PROGRAMADO,Baja,68.46,True,7.9,53.1,2026-08-13
152,TELEMATICA-AndinaLog,CAM-24,EVT-ALOG-00146,ALERTA_TEMP_CADENA_FRIO,Media,True,7.9,53.1,2026-08-13,2026-08-19 05:56:00,2026-08-30 00:00:00,48.06,False,False,False,6.247222222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00146,2026-08-19T05:56:00,ALERTA_TEMP_CADENA_FRIO,Media,48.06,True,7.9,53.1,2026-08-13
153,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00147,EXCESO_VELOCIDAD,Baja,False,6.7,47.6,2026-06-12,2026-08-22 20:16:00,2026-08-30 00:00:00,46.41,False,False,False,71.84444444444445,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00147,2026-08-22T20:16:00,EXCESO_VELOCIDAD,Baja,46.41,False,6.7,47.6,2026-06-12
154,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00148,EXCESO_VELOCIDAD,Media,True,6.7,47.6,2026-06-12,2026-08-12 14:30:00,2026-08-30 00:00:00,32.49,False,False,False,61.604166666666664,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00148,2026-08-12T14:30:00,EXCESO_VELOCIDAD,Media,32.49,True,6.7,47.6,2026-06-12
155,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00149,EXCESO_VELOCIDAD,Baja,False,6.7,47.6,2026-06-12,2026-08-08 06:55:00,2026-08-30 00:00:00,88.88,False,False,False,57.28819444444444,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00149,2026-08-08T06:55:00,EXCESO_VELOCIDAD,Baja,88.88,False,6.7,47.6,2026-06-12
156,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00150,ALERTA_TEMP_CADENA_FRIO,Baja,True,6.7,47.6,2026-06-12,2026-08-18 05:29:00,2026-08-30 00:00:00,60.45,False,False,False,67.22847222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00150,2026-08-18T05:29:00,ALERTA_TEMP_CADENA_FRIO,Baja,60.45,True,6.7,47.6,2026-06-12
157,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00151,ALERTA_TEMP_CADENA_FRIO,Media,False,6.7,47.6,2026-06-12,2026-08-09 18:13:00,2026-08-30 00:00:00,55.28,False,False,False,58.759027777777774,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00151,2026-08-09T18:13:00,ALERTA_TEMP_CADENA_FRIO,Media,55.28,False,6.7,47.6,2026-06-12
158,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00152,GEOCERCA_SALIDA,Baja,True,6.7,47.6,2026-06-12,2026-08-21 12:06:00,2026-08-30 00:00:00,,True,False,False,70.50416666666666,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00152,2026-08-21T12:06:00,GEOCERCA_SALIDA,Baja,N/D,True,6.7,47.6,2026-06-12
159,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00153,EXCESO_VELOCIDAD,Baja,,6.7,47.6,2026-06-12,2026-08-18 02:40:00,2026-08-30 00:00:00,72.44,False,False,True,67.11111111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00153,2026-08-18T02:40:00,EXCESO_VELOCIDAD,Baja,72.44,,6.7,47.6,2026-06-12
160,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00154,FALLA_MOTOR,Baja,True,6.7,47.6,2026-06-12,2026-08-23 09:45:00,2026-08-30 00:00:00,61.9,False,False,False,72.40625,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00154,2026-08-23T09:45:00,FALLA_MOTOR,Baja,61.9,True,6.7,47.6,2026-06-12
161,TELEMATICA-AndinaLog,CAM-25,EVT-ALOG-00155,MANTENIMIENTO_PROGRAMADO,Media,True,6.7,47.6,2026-06-12,2026-08-06 16:42:00,2026-08-30 00:00:00,59.94,False,False,False,55.69583333333333,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00155,2026-08-06T16:42:00,MANTENIMIENTO_PROGRAMADO,Media,59.94,True,6.7,47.6,2026-06-12
162,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00156,MANTENIMIENTO_PROGRAMADO,Media,,7.7,29.8,2026-07-15,2026-08-29 23:21:00,2026-08-30 00:00:00,79.89,False,False,True,45.97291666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00156,2026-08-29T23:21:00,MANTENIMIENTO_PROGRAMADO,Media,79.89,,7.7,29.8,2026-07-15
163,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00157,FALLA_MOTOR,Baja,True,7.7,29.8,2026-07-15,2026-08-18 02:41:00,2026-08-30 00:00:00,64.29,False,False,False,34.111805555555556,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00157,2026-08-18T02:41:00,FALLA_MOTOR,Baja,64.29,True,7.7,29.8,2026-07-15
164,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00158,ALERTA_TEMP_CADENA_FRIO,Baja,True,7.7,29.8,2026-07-15,2026-08-16 06:38:00,2026-08-30 00:00:00,83.58,False,False,False,32.27638888888889,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00158,2026-08-16T06:38:00,ALERTA_TEMP_CADENA_FRIO,Baja,83.58,True,7.7,29.8,2026-07-15
165,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00159,EXCESO_VELOCIDAD,Media,True,7.7,29.8,2026-07-15,2026-08-16 09:33:00,2026-08-30 00:00:00,50.83,False,False,False,32.39791666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00159,2026-08-16T09:33:00,EXCESO_VELOCIDAD,Media,50.83,True,7.7,29.8,2026-07-15
166,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00160,ALERTA_TEMP_CADENA_FRIO,Media,,7.7,29.8,2026-07-15,2026-08-16 11:52:00,2026-08-30 00:00:00,13.87,False,False,True,32.49444444444445,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00160,2026-08-16T11:52:00,ALERTA_TEMP_CADENA_FRIO,Media,13.87,,7.7,29.8,2026-07-15
167,TELEMATICA-AndinaLog,CAM-26,EVT-ALOG-00161,FALLA_MOTOR,Baja,True,7.7,29.8,2026-07-15,2026-08-18 20:31:00,2026-08-30 00:00:00,61.81,False,False,False,34.85486111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00161,2026-08-18T20:31:00,FALLA_MOTOR,Baja,61.81,True,7.7,29.8,2026-07-15
169,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00162,ALERTA_TEMP_CADENA_FRIO,Baja,False,8.3,20.3,2026-06-09,2026-08-17 23:56:00,2026-08-30 00:00:00,57.52,False,False,False,69.99722222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00162,2026-08-17T23:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.52,False,8.3,20.3,2026-06-09
170,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00163,ALERTA_TEMP_CADENA_FRIO,Baja,True,8.3,20.3,2026-06-09,2026-08-04 04:46:00,2026-08-30 00:00:00,72.52,False,False,False,56.19861111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00163,2026-08-04T04:46:00,ALERTA_TEMP_CADENA_FRIO,Baja,72.52,True,8.3,20.3,2026-06-09
171,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00164,FALLA_MOTOR,Baja,True,8.3,20.3,2026-06-09,2026-08-11 11:41:00,2026-08-30 00:00:00,40.09,False,False,False,63.486805555555556,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00164,2026-08-11T11:41:00,FALLA_MOTOR,Baja,40.09,True,8.3,20.3,2026-06-09
172,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00165,FALLA_MOTOR,Baja,,8.3,20.3,2026-06-09,2026-08-14 20:07:00,2026-08-30 00:00:00,62.53,False,False,True,66.83819444444444,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00165,2026-08-14T20:07:00,FALLA_MOTOR,Baja,62.53,,8.3,20.3,2026-06-09
173,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00166,MANTENIMIENTO_PROGRAMADO,Baja,True,8.3,20.3,2026-06-09,2026-08-01 01:17:00,2026-08-30 00:00:00,56.84,False,False,False,53.053472222222226,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00166,2026-08-01T01:17:00,MANTENIMIENTO_PROGRAMADO,Baja,56.84,True,8.3,20.3,2026-06-09
174,TELEMATICA-AndinaLog,CAM-27,EVT-ALOG-00167,ALERTA_TEMP_CADENA_FRIO,Baja,False,8.3,20.3,2026-06-09,2026-08-19 08:10:00,2026-08-30 00:00:00,53.49,False,False,False,71.34027777777777,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-27,EVT-ALOG-00167,2026-08-19T08:10:00,ALERTA_TEMP_CADENA_FRIO,Baja,53.49,False,8.3,20.3,2026-06-09
175,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00168,FALLA_MOTOR,Alta,,8.5,31.7,2026-07-30,2026-08-17 17:12:00,2026-08-30 00:00:00,60.13,False,False,True,18.716666666666665,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00168,2026-08-17T17:12:00,FALLA_MOTOR,Alta,60.13,,8.5,31.7,2026-07-30
176,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00169,ALERTA_TEMP_CADENA_FRIO,Media,,8.5,31.7,2026-07-30,2026-08-28 23:38:00,2026-08-30 00:00:00,49.65,False,False,True,29.98472222222222,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00169,2026-08-28T23:38:00,ALERTA_TEMP_CADENA_FRIO,Media,49.65,,8.5,31.7,2026-07-30
177,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00170,FALLA_MOTOR,Media,False,8.5,31.7,2026-07-30,2026-08-12 17:19:00,2026-08-30 00:00:00,53.59,False,False,False,13.721527777777778,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00170,2026-08-12T17:19:00,FALLA_MOTOR,Media,53.59,False,8.5,31.7,2026-07-30
178,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00171,EXCESO_VELOCIDAD,Media,,8.5,31.7,2026-07-30,2026-08-26 06:35:00,2026-08-30 00:00:00,35.74,False,False,True,27.274305555555557,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00171,2026-08-26T06:35:00,EXCESO_VELOCIDAD,Media,35.74,,8.5,31.7,2026-07-30
179,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00172,EXCESO_VELOCIDAD,Media,False,8.5,31.7,2026-07-30,2026-08-08 19:12:00,2026-08-30 00:00:00,64.48,False,False,False,9.8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00172,2026-08-08T19:12:00,EXCESO_VELOCIDAD,Media,64.48,False,8.5,31.7,2026-07-30
180,TELEMATICA-AndinaLog,CAM-28,EVT-ALOG-00173,MANTENIMIENTO_PROGRAMADO,Media,True,8.5,31.7,2026-07-30,2026-08-25 07:37:00,2026-08-30 00:00:00,37.78,False,False,False,26.31736111111111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-28,EVT-ALOG-00173,2026-08-25T07:37:00,MANTENIMIENTO_PROGRAMADO,Media,37.78,True,8.5,31.7,2026-07-30
181,TELEMATICA-AndinaLog,CAM-29,EVT-ALOG-00174,GEOCERCA_SALIDA,Baja,False,8.7,53.5,2026-06-02,2026-08-08 19:47:00,2026-08-30 00:00:00,56.51,False,False,False,67.82430555555555,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00174,2026-08-08T19:47:00,GEOCERCA_SALIDA,Baja,56.51,False,8.7,53.5,2026-06-02
182,TELEMATICA-AndinaLog,CAM-29,EVT-ALOG-00175,ALERTA_TEMP_CADENA_FRIO,Baja,True,8.7,53.5,2026-06-02,2026-08-01 06:57:00,2026-08-30 00:00:00,29.38,False,False,False,60.28958333333333,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00175,2026-08-01T06:57:00,ALERTA_TEMP_CADENA_FRIO,Baja,29.38,True,8.7,53.5,2026-06-02
183,TELEMATICA-AndinaLog,CAM-29,EVT-ALOG-00176,EXCESO_VELOCIDAD,Baja,False,8.7,53.5,2026-06-02,2026-08-07 14:57:00,2026-08-30 00:00:00,64.26,False,False,False,66.62291666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-29,EVT-ALOG-00176,2026-08-07T14:57:00,EXCESO_VELOCIDAD,Baja,64.26,False,8.7,53.5,2026-06-02
185,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00177,FALLA_MOTOR,Media,False,7.8,24.7,2026-08-18,2026-08-10 02:50:00,2026-08-30 00:00:00,33.77,False,False,False,-7.881944444444445,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00177,2026-08-10T02:50:00,FALLA_MOTOR,Media,33.77,False,7.8,24.7,2026-08-18
186,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00178,FALLA_MOTOR,Media,True,7.8,24.7,2026-08-18,2026-08-15 00:25:00,2026-08-30 00:00:00,42.24,False,False,False,-2.982638888888889,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00178,2026-08-15T00:25:00,FALLA_MOTOR,Media,42.24,True,7.8,24.7,2026-08-18
187,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00179,GEOCERCA_SALIDA,Baja,False,7.8,24.7,2026-08-18,2026-08-16 23:23:00,2026-08-30 00:00:00,40.93,False,False,False,-1.0256944444444445,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00179,2026-08-16T23:23:00,GEOCERCA_SALIDA,Baja,40.93,False,7.8,24.7,2026-08-18
188,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00180,EXCESO_VELOCIDAD,Media,True,7.8,24.7,2026-08-18,2026-08-29 07:12:00,2026-08-30 00:00:00,58.7,False,False,False,11.3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00180,2026-08-29T07:12:00,EXCESO_VELOCIDAD,Media,58.7,True,7.8,24.7,2026-08-18
189,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00181,MANTENIMIENTO_PROGRAMADO,Media,True,7.8,24.7,2026-08-18,2026-08-16 09:17:00,2026-08-30 00:00:00,80.17,False,False,False,-1.6131944444444444,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00181,2026-08-16T09:17:00,MANTENIMIENTO_PROGRAMADO,Media,80.17,True,7.8,24.7,2026-08-18
190,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00182,ALERTA_TEMP_CADENA_FRIO,Alta,,7.8,24.7,2026-08-18,2026-08-03 14:18:00,2026-08-30 00:00:00,50.22,False,False,True,-14.404166666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00182,2026-08-03T14:18:00,ALERTA_TEMP_CADENA_FRIO,Alta,50.22,,7.8,24.7,2026-08-18
191,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00183,EXCESO_VELOCIDAD,Alta,True,7.8,24.7,2026-08-18,2026-08-21 06:42:00,2026-08-30 00:00:00,75.17,False,False,False,3.279166666666667,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00183,2026-08-21T06:42:00,EXCESO_VELOCIDAD,Alta,75.17,True,7.8,24.7,2026-08-18
192,TELEMATICA-AndinaLog,CAM-30,EVT-ALOG-00184,EXCESO_VELOCIDAD,Baja,True,7.8,24.7,2026-08-18,2026-08-10 04:07:00,2026-08-30 00:00:00,80.36,False,False,False,-7.8284722222222225,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-30,EVT-ALOG-00184,2026-08-10T04:07:00,EXCESO_VELOCIDAD,Baja,80.36,True,7.8,24.7,2026-08-18
