viaje_id,inicio,fin,particion,motivo
VIA-00881,2026-08-17 20:30:00,2026-08-18 07:30:00,AJUSTE,
VIA-00601,2026-08-17 20:52:00,2026-08-18 07:52:00,AJUSTE,
VIA-00069,2026-08-17 21:28:00,2026-08-18 08:28:00,AJUSTE,
VIA-01091,2026-08-17 23:49:00,2026-08-18 10:49:00,AJUSTE,
VIA-00655,2026-08-18 00:09:00,2026-08-18 11:09:00,AJUSTE,
VIA-00054,2026-08-18 00:42:00,2026-08-18 11:42:00,AJUSTE,
VIA-00015,2026-08-18 01:19:00,2026-08-18 12:19:00,AJUSTE,
VIA-00096,2026-08-18 01:29:00,2026-08-18 12:29:00,AJUSTE,
VIA-00194,2026-08-18 03:41:00,2026-08-18 14:41:00,AJUSTE,
VIA-00614,2026-08-18 04:30:00,2026-08-18 15:30:00,AJUSTE,
VIA-00316,2026-08-18 04:59:00,2026-08-18 15:29:00,AJUSTE,
VIA-00775,2026-08-18 05:19:00,2026-08-18 16:19:00,AJUSTE,
VIA-00255,2026-08-18 05:47:00,2026-08-18 16:47:00,AJUSTE,
VIA-00258,2026-08-18 05:54:00,2026-08-18 16:54:00,AJUSTE,
VIA-00118,2026-08-18 06:04:00,2026-08-18 17:04:00,AJUSTE,
VIA-00377,2026-08-18 06:07:00,2026-08-18 17:07:00,AJUSTE,
VIA-00847,2026-08-18 07:45:00,2026-08-18 18:45:00,AJUSTE,
VIA-01160,2026-08-18 07:45:00,2026-08-18 18:45:00,AJUSTE,
VIA-00772,2026-08-18 08:44:00,2026-08-18 19:44:00,AJUSTE,
VIA-00173,2026-08-18 09:02:00,2026-08-18 20:02:00,AJUSTE,
VIA-00425,2026-08-18 09:59:00,2026-08-18 20:59:00,AJUSTE,
VIA-00909,2026-08-18 10:04:00,2026-08-18 21:04:00,AJUSTE,
VIA-00713,2026-08-18 10:15:00,2026-08-18 21:15:00,AJUSTE,
VIA-01049,2026-08-18 10:24:00,2026-08-18 21:24:00,AJUSTE,
VIA-00922,2026-08-18 10:45:00,2026-08-18 21:45:00,AJUSTE,
VIA-01058,2026-08-18 12:12:00,2026-08-18 23:12:00,AJUSTE,
VIA-00130,2026-08-18 12:16:00,2026-08-18 23:16:00,AJUSTE,
VIA-00103,2026-08-18 13:03:00,2026-08-19 00:03:00,AJUSTE,
VIA-00216,2026-08-18 13:10:00,2026-08-18 23:40:00,AJUSTE,
VIA-00865,2026-08-18 13:40:00,2026-08-19 00:40:00,AJUSTE,
VIA-00969,2026-08-18 13:59:00,2026-08-19 00:59:00,AJUSTE,
VIA-00319,2026-08-18 14:32:00,2026-08-19 01:32:00,AJUSTE,
VIA-00944,2026-08-18 16:39:00,2026-08-19 03:39:00,AJUSTE,
VIA-01169,2026-08-18 16:43:00,2026-08-19 03:43:00,AJUSTE,
VIA-00242,2026-08-18 16:53:00,2026-08-19 03:53:00,AJUSTE,
VIA-00644,2026-08-18 16:57:00,2026-08-19 03:57:00,AJUSTE,
VIA-00405,2026-08-18 17:05:00,2026-08-19 04:05:00,AJUSTE,
VIA-01100,2026-08-18 18:02:00,2026-08-19 05:02:00,AJUSTE,
VIA-01008,2026-08-18 18:04:00,2026-08-19 05:04:00,AJUSTE,
VIA-01035,2026-08-18 18:14:00,2026-08-19 05:14:00,AJUSTE,
VIA-00574,2026-08-18 18:40:00,2026-08-19 05:40:00,AJUSTE,
VIA-00018,2026-08-18 18:41:00,2026-08-19 05:41:00,AJUSTE,
VIA-01040,2026-08-18 19:10:00,2026-08-19 06:10:00,AJUSTE,
VIA-00427,2026-08-18 19:26:00,2026-08-19 06:26:00,AJUSTE,
VIA-00695,2026-08-18 19:53:00,2026-08-19 06:53:00,AJUSTE,
VIA-00437,2026-08-18 21:24:00,2026-08-19 08:24:00,AJUSTE,
VIA-00469,2026-08-18 21:53:00,2026-08-19 08:53:00,AJUSTE,
VIA-00700,2026-08-18 22:07:00,2026-08-19 09:07:00,AJUSTE,
VIA-00250,2026-08-18 22:29:00,2026-08-19 09:29:00,AJUSTE,
VIA-00372,2026-08-18 23:07:00,2026-08-19 10:07:00,AJUSTE,
VIA-01062,2026-08-18 23:55:00,2026-08-19 10:55:00,AJUSTE,
VIA-00092,2026-08-19 00:38:00,2026-08-19 11:38:00,AJUSTE,
VIA-00572,2026-08-19 02:41:00,2026-08-19 13:41:00,AJUSTE,
VIA-00328,2026-08-19 03:00:00,2026-08-19 14:00:00,AJUSTE,
VIA-01092,2026-08-19 03:10:00,2026-08-19 14:10:00,AJUSTE,
VIA-01073,2026-08-19 03:56:00,2026-08-19 14:56:00,AJUSTE,
VIA-01114,2026-08-19 04:54:00,2026-08-19 15:54:00,AJUSTE,
VIA-01115,2026-08-19 05:23:00,2026-08-19 16:23:00,AJUSTE,
VIA-01149,2026-08-19 05:34:00,2026-08-19 16:34:00,AJUSTE,
VIA-00537,2026-08-19 05:41:00,2026-08-19 16:41:00,AJUSTE,
VIA-00991,2026-08-19 05:53:00,2026-08-19 16:53:00,AJUSTE,
VIA-00324,2026-08-19 05:56:00,2026-08-19 16:26:00,AJUSTE,
VIA-00147,2026-08-19 06:23:00,2026-08-19 17:23:00,AJUSTE,
VIA-01074,2026-08-19 06:58:00,2026-08-19 17:58:00,AJUSTE,
VIA-00879,2026-08-19 08:01:00,2026-08-19 19:01:00,AJUSTE,
VIA-00580,2026-08-19 09:11:00,2026-08-19 20:11:00,AJUSTE,
VIA-00355,2026-08-19 09:32:00,2026-08-19 20:32:00,AJUSTE,
VIA-00347,2026-08-19 09:47:00,2026-08-19 20:47:00,AJUSTE,
VIA-00457,2026-08-19 10:43:00,2026-08-19 21:13:00,AJUSTE,
VIA-00124,2026-08-19 10:56:00,2026-08-19 21:56:00,AJUSTE,
VIA-00259,2026-08-19 11:10:00,2026-08-19 22:10:00,AJUSTE,
VIA-00789,2026-08-19 13:54:00,2026-08-20 00:54:00,AJUSTE,
VIA-00197,2026-08-19 14:00:00,2026-08-20 01:00:00,AJUSTE,
VIA-00107,2026-08-19 14:05:00,2026-08-20 01:05:00,AJUSTE,
VIA-00344,2026-08-19 14:14:00,2026-08-20 01:14:00,AJUSTE,
VIA-00383,2026-08-19 14:14:00,2026-08-20 01:14:00,AJUSTE,
VIA-01148,2026-08-19 14:34:00,2026-08-20 01:34:00,AJUSTE,
VIA-00714,2026-08-19 14:35:00,2026-08-20 01:35:00,AJUSTE,
VIA-00447,2026-08-19 14:47:00,2026-08-20 01:47:00,AJUSTE,
VIA-00621,2026-08-19 14:58:00,2026-08-20 01:58:00,AJUSTE,
VIA-00017,2026-08-19 17:20:00,2026-08-20 04:20:00,AJUSTE,
VIA-01137,2026-08-19 18:06:00,2026-08-20 05:06:00,AJUSTE,
VIA-00904,2026-08-19 18:44:00,2026-08-20 05:44:00,AJUSTE,
VIA-00060,2026-08-19 19:48:00,2026-08-20 06:48:00,AJUSTE,
VIA-00687,2026-08-19 20:15:00,2026-08-20 06:45:00,AJUSTE,
VIA-00849,2026-08-19 21:15:00,2026-08-20 08:15:00,AJUSTE,
VIA-01101,2026-08-19 21:29:00,2026-08-20 08:29:00,AJUSTE,
VIA-00452,2026-08-19 22:32:00,2026-08-20 09:32:00,AJUSTE,
VIA-00443,2026-08-19 22:34:00,2026-08-20 09:34:00,AJUSTE,
VIA-00046,2026-08-19 23:07:00,2026-08-20 10:07:00,AJUSTE,
VIA-00157,2026-08-20 00:07:00,2026-08-20 11:07:00,AJUSTE,
VIA-00973,2026-08-20 00:33:00,2026-08-20 11:33:00,AJUSTE,
VIA-01130,2026-08-20 01:16:00,2026-08-20 12:16:00,AJUSTE,
VIA-00603,2026-08-20 01:24:00,2026-08-20 12:24:00,AJUSTE,
VIA-00487,2026-08-20 02:43:00,2026-08-20 13:43:00,AJUSTE,
VIA-00755,2026-08-20 02:55:00,2026-08-20 13:55:00,AJUSTE,
VIA-00740,2026-08-20 03:24:00,2026-08-20 14:24:00,AJUSTE,
VIA-00791,2026-08-20 05:19:00,2026-08-20 16:19:00,AJUSTE,
VIA-00883,2026-08-20 07:13:00,2026-08-20 18:13:00,AJUSTE,
VIA-00264,2026-08-20 07:24:00,2026-08-20 18:24:00,AJUSTE,
VIA-00091,2026-08-20 08:52:00,2026-08-20 19:22:00,AJUSTE,
VIA-01052,2026-08-20 09:03:00,2026-08-20 20:03:00,AJUSTE,
VIA-00244,2026-08-20 09:23:00,2026-08-20 19:53:00,AJUSTE,
VIA-00780,2026-08-20 09:27:00,2026-08-20 20:27:00,AJUSTE,
VIA-00300,2026-08-20 09:44:00,2026-08-20 20:44:00,AJUSTE,
VIA-00593,2026-08-20 09:55:00,2026-08-20 20:55:00,AJUSTE,
VIA-00043,2026-08-20 10:07:00,2026-08-20 21:07:00,AJUSTE,
VIA-00128,2026-08-20 10:33:00,2026-08-20 21:33:00,AJUSTE,
VIA-00361,2026-08-20 10:47:00,2026-08-20 21:47:00,AJUSTE,
VIA-00353,2026-08-20 10:57:00,2026-08-20 21:57:00,AJUSTE,
VIA-00712,2026-08-20 11:10:00,2026-08-20 22:10:00,AJUSTE,
VIA-00213,2026-08-20 11:49:00,2026-08-20 22:49:00,AJUSTE,
VIA-00856,2026-08-20 12:06:00,2026-08-20 23:06:00,AJUSTE,
VIA-01135,2026-08-20 12:12:00,2026-08-20 23:12:00,AJUSTE,
VIA-00585,2026-08-20 12:21:00,2026-08-20 23:21:00,AJUSTE,
VIA-00839,2026-08-20 12:29:00,2026-08-20 23:29:00,AJUSTE,
VIA-01089,2026-08-20 13:02:00,2026-08-21 00:02:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00704,2026-08-20 13:36:00,2026-08-21 00:36:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00832,2026-08-20 14:18:00,2026-08-21 01:18:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00659,2026-08-20 15:33:00,2026-08-21 02:33:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00561,2026-08-20 15:49:00,2026-08-21 02:49:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00059,2026-08-20 15:53:00,2026-08-21 02:53:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-01070,2026-08-20 16:11:00,2026-08-21 03:11:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00663,2026-08-20 16:11:00,2026-08-21 03:11:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00726,2026-08-20 16:38:00,2026-08-21 03:38:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00093,2026-08-20 16:43:00,2026-08-21 03:43:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00371,2026-08-20 16:49:00,2026-08-21 03:49:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00346,2026-08-20 18:42:00,2026-08-21 05:42:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00129,2026-08-20 19:28:00,2026-08-21 06:28:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00063,2026-08-20 20:00:00,2026-08-21 07:00:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00275,2026-08-20 22:01:00,2026-08-21 09:01:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00286,2026-08-20 22:46:00,2026-08-21 09:46:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00227,2026-08-20 23:11:00,2026-08-21 10:11:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00057,2026-08-20 23:47:00,2026-08-21 10:47:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-01020,2026-08-21 00:10:00,2026-08-21 11:10:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00274,2026-08-21 00:26:00,2026-08-21 11:26:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00114,2026-08-21 00:50:00,2026-08-21 11:50:00,VALIDACION,
VIA-00315,2026-08-21 01:17:00,2026-08-21 12:17:00,VALIDACION,
VIA-00052,2026-08-21 01:29:00,2026-08-21 12:29:00,VALIDACION,
VIA-00364,2026-08-21 02:41:00,2026-08-21 13:41:00,VALIDACION,
VIA-00441,2026-08-21 03:24:00,2026-08-21 14:24:00,VALIDACION,
VIA-01072,2026-08-21 04:17:00,2026-08-21 15:17:00,VALIDACION,
VIA-00863,2026-08-21 04:48:00,2026-08-21 15:48:00,VALIDACION,
VIA-00298,2026-08-21 04:49:00,2026-08-21 15:49:00,VALIDACION,
VIA-00990,2026-08-21 05:08:00,2026-08-21 16:08:00,VALIDACION,
VIA-01109,2026-08-21 05:54:00,2026-08-21 16:54:00,VALIDACION,
VIA-01023,2026-08-21 06:20:00,2026-08-21 17:20:00,VALIDACION,
VIA-00223,2026-08-21 06:57:00,2026-08-21 17:57:00,VALIDACION,
VIA-00434,2026-08-21 07:35:00,2026-08-21 18:35:00,VALIDACION,
VIA-01081,2026-08-21 07:44:00,2026-08-21 18:44:00,VALIDACION,
VIA-00608,2026-08-21 08:28:00,2026-08-21 19:28:00,VALIDACION,
VIA-00525,2026-08-21 09:52:00,2026-08-21 20:52:00,VALIDACION,
VIA-00491,2026-08-21 11:06:00,2026-08-21 22:06:00,VALIDACION,
VIA-00630,2026-08-21 11:13:00,2026-08-21 22:13:00,VALIDACION,
VIA-00184,2026-08-21 11:21:00,2026-08-21 22:21:00,VALIDACION,
VIA-01047,2026-08-21 12:03:00,2026-08-21 23:03:00,VALIDACION,
VIA-00773,2026-08-21 12:04:00,2026-08-21 23:04:00,VALIDACION,
VIA-00923,2026-08-21 12:10:00,2026-08-21 23:10:00,VALIDACION,
VIA-00171,2026-08-21 12:25:00,2026-08-21 23:25:00,VALIDACION,
VIA-00631,2026-08-21 13:52:00,2026-08-22 00:52:00,VALIDACION,
VIA-00026,2026-08-21 15:05:00,2026-08-22 02:05:00,VALIDACION,
VIA-00618,2026-08-21 15:26:00,2026-08-22 02:26:00,VALIDACION,
VIA-00977,2026-08-21 16:00:00,2026-08-22 03:00:00,VALIDACION,
VIA-00925,2026-08-21 16:45:00,2026-08-22 03:45:00,VALIDACION,
VIA-00797,2026-08-21 16:48:00,2026-08-22 03:48:00,VALIDACION,
VIA-00224,2026-08-21 17:03:00,2026-08-22 04:03:00,VALIDACION,
VIA-00007,2026-08-21 17:06:00,2026-08-22 04:06:00,VALIDACION,
VIA-00233,2026-08-21 17:10:00,2026-08-22 04:10:00,VALIDACION,
VIA-00567,2026-08-21 17:23:00,2026-08-22 04:23:00,VALIDACION,
VIA-00410,2026-08-21 17:45:00,2026-08-22 04:45:00,VALIDACION,
VIA-00337,2026-08-21 18:31:00,2026-08-22 05:31:00,VALIDACION,
VIA-00719,2026-08-21 18:50:00,2026-08-22 05:50:00,VALIDACION,
VIA-00287,2026-08-21 19:12:00,2026-08-22 06:12:00,VALIDACION,
VIA-00256,2026-08-21 19:16:00,2026-08-22 06:16:00,VALIDACION,
VIA-00035,2026-08-21 19:43:00,2026-08-22 06:43:00,VALIDACION,
VIA-00983,2026-08-21 20:46:00,2026-08-22 07:46:00,VALIDACION,
VIA-00517,2026-08-21 21:07:00,2026-08-22 08:07:00,VALIDACION,
VIA-00166,2026-08-21 21:24:00,2026-08-22 08:24:00,VALIDACION,
VIA-00657,2026-08-22 00:21:00,2026-08-22 11:21:00,VALIDACION,
VIA-00994,2026-08-22 00:48:00,2026-08-22 11:48:00,VALIDACION,
VIA-01196,2026-08-22 01:12:00,2026-08-22 12:12:00,VALIDACION,
VIA-00249,2026-08-22 01:58:00,2026-08-22 12:58:00,VALIDACION,
VIA-00784,2026-08-22 02:28:00,2026-08-22 13:28:00,VALIDACION,
VIA-00916,2026-08-22 02:32:00,2026-08-22 13:32:00,VALIDACION,
VIA-01021,2026-08-22 03:58:00,2026-08-22 14:58:00,VALIDACION,
VIA-00021,2026-08-22 04:48:00,2026-08-22 15:48:00,VALIDACION,
VIA-00185,2026-08-22 04:54:00,2026-08-22 15:54:00,VALIDACION,
VIA-00338,2026-08-22 05:28:00,2026-08-22 16:28:00,VALIDACION,
VIA-00322,2026-08-22 05:45:00,2026-08-22 16:45:00,VALIDACION,
VIA-00934,2026-08-22 05:51:00,2026-08-22 16:51:00,VALIDACION,
VIA-00520,2026-08-22 05:58:00,2026-08-22 16:58:00,VALIDACION,
VIA-00782,2026-08-22 06:22:00,2026-08-22 17:22:00,VALIDACION,
VIA-00803,2026-08-22 06:27:00,2026-08-22 17:27:00,VALIDACION,
VIA-00034,2026-08-22 06:41:00,2026-08-22 17:41:00,VALIDACION,
VIA-00809,2026-08-22 08:10:00,2026-08-22 18:40:00,VALIDACION,
VIA-00770,2026-08-22 08:13:00,2026-08-22 19:13:00,VALIDACION,
VIA-01139,2026-08-22 08:58:00,2026-08-22 19:58:00,VALIDACION,
VIA-00831,2026-08-22 09:31:00,2026-08-22 20:31:00,VALIDACION,
VIA-01118,2026-08-22 09:40:00,2026-08-22 20:40:00,VALIDACION,
VIA-00577,2026-08-22 09:46:00,2026-08-22 20:46:00,VALIDACION,
VIA-01053,2026-08-22 10:29:00,2026-08-22 21:29:00,VALIDACION,
VIA-01087,2026-08-22 13:47:00,2026-08-23 00:47:00,VALIDACION,
VIA-00516,2026-08-22 14:05:00,2026-08-23 01:05:00,VALIDACION,
VIA-00014,2026-08-22 14:08:00,2026-08-23 01:08:00,VALIDACION,
VIA-00888,2026-08-22 14:18:00,2026-08-23 01:18:00,VALIDACION,
VIA-00024,2026-08-22 14:18:00,2026-08-23 01:18:00,VALIDACION,
VIA-00677,2026-08-22 14:19:00,2026-08-23 01:19:00,VALIDACION,
VIA-00101,2026-08-22 14:34:00,2026-08-23 01:34:00,VALIDACION,
VIA-01086,2026-08-22 14:38:00,2026-08-23 01:38:00,VALIDACION,
VIA-00116,2026-08-22 15:22:00,2026-08-23 02:22:00,VALIDACION,
VIA-00565,2026-08-22 17:57:00,2026-08-23 04:57:00,VALIDACION,
VIA-00796,2026-08-22 18:32:00,2026-08-23 05:32:00,VALIDACION,
VIA-01030,2026-08-22 18:59:00,2026-08-23 05:59:00,VALIDACION,
VIA-00198,2026-08-22 19:50:00,2026-08-23 06:50:00,VALIDACION,
VIA-00827,2026-08-22 20:19:00,2026-08-23 07:19:00,VALIDACION,
VIA-00895,2026-08-22 21:05:00,2026-08-23 08:05:00,VALIDACION,
VIA-01000,2026-08-22 21:52:00,2026-08-23 08:52:00,VALIDACION,
VIA-00125,2026-08-22 21:53:00,2026-08-23 08:53:00,VALIDACION,
VIA-00748,2026-08-22 22:05:00,2026-08-23 09:05:00,VALIDACION,
VIA-00852,2026-08-22 22:18:00,2026-08-23 09:18:00,VALIDACION,
VIA-00869,2026-08-23 00:11:00,2026-08-23 11:11:00,VALIDACION,
VIA-00666,2026-08-23 00:41:00,2026-08-23 11:41:00,VALIDACION,
VIA-00119,2026-08-23 01:30:00,2026-08-23 12:30:00,VALIDACION,
VIA-00192,2026-08-23 01:30:00,2026-08-23 12:30:00,VALIDACION,
VIA-00921,2026-08-23 01:34:00,2026-08-23 12:34:00,VALIDACION,
VIA-00061,2026-08-23 02:28:00,2026-08-23 13:28:00,VALIDACION,
VIA-00891,2026-08-23 03:12:00,2026-08-23 14:12:00,VALIDACION,
VIA-00576,2026-08-23 04:49:00,2026-08-23 15:19:00,VALIDACION,
VIA-00799,2026-08-23 05:16:00,2026-08-23 16:16:00,VALIDACION,
VIA-01032,2026-08-23 06:10:00,2026-08-23 17:10:00,VALIDACION,
VIA-00305,2026-08-23 08:01:00,2026-08-23 19:01:00,VALIDACION,
VIA-00766,2026-08-23 08:15:00,2026-08-23 19:15:00,VALIDACION,
VIA-01045,2026-08-23 08:18:00,2026-08-23 19:18:00,VALIDACION,
VIA-00549,2026-08-23 10:08:00,2026-08-23 21:08:00,VALIDACION,
VIA-00181,2026-08-23 10:15:00,2026-08-23 21:15:00,VALIDACION,
VIA-00062,2026-08-23 10:32:00,2026-08-23 21:32:00,VALIDACION,
VIA-00874,2026-08-23 10:56:00,2026-08-23 21:56:00,VALIDACION,
VIA-01085,2026-08-23 11:01:00,2026-08-23 22:01:00,VALIDACION,
VIA-01193,2026-08-23 11:03:00,2026-08-23 22:03:00,VALIDACION,
VIA-00122,2026-08-23 11:16:00,2026-08-23 21:46:00,VALIDACION,
VIA-01014,2026-08-23 13:09:00,2026-08-24 00:09:00,VALIDACION,
VIA-00535,2026-08-23 13:22:00,2026-08-24 00:22:00,VALIDACION,
VIA-00235,2026-08-23 16:03:00,2026-08-24 03:03:00,VALIDACION,
VIA-00044,2026-08-23 16:07:00,2026-08-24 03:07:00,VALIDACION,
VIA-00582,2026-08-23 16:43:00,2026-08-24 03:43:00,VALIDACION,
VIA-00682,2026-08-23 16:56:00,2026-08-24 03:56:00,VALIDACION,
VIA-01080,2026-08-23 17:21:00,2026-08-24 04:21:00,VALIDACION,
VIA-00314,2026-08-23 19:19:00,2026-08-24 06:19:00,VALIDACION,
VIA-00882,2026-08-23 21:02:00,2026-08-24 08:02:00,VALIDACION,
VIA-00562,2026-08-23 22:01:00,2026-08-24 09:01:00,VALIDACION,
VIA-00573,2026-08-23 22:23:00,2026-08-24 09:23:00,VALIDACION,
VIA-00318,2026-08-23 22:46:00,2026-08-24 09:46:00,VALIDACION,
VIA-01157,2026-08-23 23:42:00,2026-08-24 10:42:00,VALIDACION,
VIA-00195,2026-08-23 23:43:00,2026-08-24 10:43:00,VALIDACION,
VIA-01031,2026-08-24 00:05:00,2026-08-24 11:05:00,VALIDACION,
VIA-00519,2026-08-24 00:10:00,2026-08-24 11:10:00,VALIDACION,
VIA-00876,2026-08-24 01:55:00,2026-08-24 12:55:00,VALIDACION,
VIA-00459,2026-08-24 03:21:00,2026-08-24 14:21:00,VALIDACION,
VIA-00787,2026-08-24 07:14:00,2026-08-24 18:14:00,VALIDACION,
VIA-00247,2026-08-24 07:27:00,2026-08-24 18:27:00,VALIDACION,
VIA-00875,2026-08-24 07:44:00,2026-08-24 18:44:00,VALIDACION,
VIA-00592,2026-08-24 08:08:00,2026-08-24 19:08:00,VALIDACION,
VIA-00736,2026-08-24 09:18:00,2026-08-24 20:18:00,VALIDACION,
VIA-00676,2026-08-24 09:35:00,2026-08-24 20:35:00,VALIDACION,
VIA-00553,2026-08-24 11:26:00,2026-08-24 22:26:00,VALIDACION,
VIA-01158,2026-08-24 13:59:00,2026-08-25 00:59:00,VALIDACION,
VIA-00920,2026-08-24 14:30:00,2026-08-25 01:30:00,VALIDACION,
VIA-00189,2026-08-24 15:01:00,2026-08-25 02:01:00,VALIDACION,
VIA-01138,2026-08-24 15:05:00,2026-08-25 02:05:00,VALIDACION,
VIA-00494,2026-08-24 16:45:00,2026-08-25 03:45:00,VALIDACION,
VIA-00861,2026-08-24 16:54:00,2026-08-25 03:54:00,VALIDACION,
VIA-00465,2026-08-24 16:55:00,2026-08-25 03:55:00,VALIDACION,
VIA-00395,2026-08-24 16:58:00,2026-08-25 03:58:00,VALIDACION,
VIA-00296,2026-08-24 17:29:00,2026-08-25 04:29:00,VALIDACION,
VIA-00664,2026-08-24 17:50:00,2026-08-25 04:50:00,VALIDACION,
VIA-00800,2026-08-24 18:54:00,2026-08-25 05:54:00,VALIDACION,
VIA-00205,2026-08-24 20:12:00,2026-08-25 07:12:00,VALIDACION,
VIA-00556,2026-08-24 20:53:00,2026-08-25 07:53:00,VALIDACION,
VIA-00910,2026-08-24 20:59:00,2026-08-25 07:59:00,VALIDACION,
VIA-00915,2026-08-24 22:15:00,2026-08-25 09:15:00,VALIDACION,
VIA-00387,2026-08-24 22:29:00,2026-08-25 09:29:00,VALIDACION,
VIA-00619,2026-08-24 22:39:00,2026-08-25 09:39:00,VALIDACION,
VIA-00753,2026-08-24 22:40:00,2026-08-25 09:40:00,VALIDACION,
VIA-00692,2026-08-24 23:12:00,2026-08-25 10:12:00,VALIDACION,
VIA-00248,2026-08-24 23:51:00,2026-08-25 10:51:00,VALIDACION,
VIA-01026,2026-08-25 00:17:00,2026-08-25 11:17:00,VALIDACION,
VIA-00094,2026-08-25 00:21:00,2026-08-25 11:21:00,VALIDACION,
VIA-00970,2026-08-25 02:14:00,2026-08-25 13:14:00,VALIDACION,
VIA-00113,2026-08-25 03:06:00,2026-08-25 14:06:00,VALIDACION,
VIA-00965,2026-08-25 04:16:00,2026-08-25 15:16:00,VALIDACION,
VIA-00810,2026-08-25 05:10:00,2026-08-25 16:10:00,VALIDACION,
VIA-00624,2026-08-25 05:56:00,2026-08-25 16:56:00,VALIDACION,
VIA-00745,2026-08-25 06:04:00,2026-08-25 17:04:00,VALIDACION,
VIA-01009,2026-08-25 07:03:00,2026-08-25 18:03:00,VALIDACION,
VIA-00526,2026-08-25 07:45:00,2026-08-25 18:45:00,VALIDACION,
VIA-01048,2026-08-25 09:00:00,2026-08-25 20:00:00,VALIDACION,
VIA-00499,2026-08-25 09:52:00,2026-08-25 20:52:00,VALIDACION,
VIA-00087,2026-08-25 10:00:00,2026-08-25 21:00:00,VALIDACION,
VIA-00272,2026-08-25 10:59:00,2026-08-25 21:59:00,VALIDACION,
VIA-00606,2026-08-25 11:28:00,2026-08-25 22:28:00,VALIDACION,
VIA-00599,2026-08-25 11:31:00,2026-08-25 22:01:00,VALIDACION,
VIA-00373,2026-08-25 11:51:00,2026-08-25 22:51:00,VALIDACION,
VIA-00609,2026-08-25 12:24:00,2026-08-25 23:24:00,VALIDACION,
VIA-01044,2026-08-25 13:53:00,2026-08-26 00:53:00,VALIDACION,
VIA-00239,2026-08-25 15:11:00,2026-08-26 02:11:00,VALIDACION,
VIA-00802,2026-08-25 16:01:00,2026-08-26 03:01:00,VALIDACION,
VIA-00605,2026-08-25 16:42:00,2026-08-26 03:42:00,VALIDACION,
VIA-00557,2026-08-25 16:45:00,2026-08-26 03:45:00,VALIDACION,
VIA-00616,2026-08-25 17:00:00,2026-08-26 04:00:00,VALIDACION,
VIA-00885,2026-08-25 17:07:00,2026-08-26 03:37:00,VALIDACION,
VIA-00471,2026-08-25 17:13:00,2026-08-26 04:13:00,VALIDACION,
VIA-00610,2026-08-25 18:08:00,2026-08-26 05:08:00,VALIDACION,
VIA-00282,2026-08-25 18:34:00,2026-08-26 05:34:00,VALIDACION,
VIA-00795,2026-08-25 19:29:00,2026-08-26 06:29:00,VALIDACION,
VIA-00564,2026-08-25 20:22:00,2026-08-26 07:22:00,VALIDACION,
VIA-00020,2026-08-25 20:24:00,2026-08-26 07:24:00,VALIDACION,
VIA-00180,2026-08-25 21:31:00,2026-08-26 08:31:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00332,2026-08-25 21:40:00,2026-08-26 08:40:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00050,2026-08-25 21:40:00,2026-08-26 08:40:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00266,2026-08-25 21:44:00,2026-08-26 08:44:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00221,2026-08-25 22:19:00,2026-08-26 09:19:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
