fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min
12709,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 12:50:00,21.49,35.4,20.0,5.0,-3.5100000000000016,21.35,18.95,0.13999999999999702,0.004666666666666567,20.596666666666668,21.49,360.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-3.8099999999999987,2,True,True
12710,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 13:20:00,18.81,45.8,20.0,5.0,-3.8099999999999987,21.49,21.35,-2.6799999999999997,-0.08933333333333332,20.55,21.49,390.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-3.84,2,True,True
12711,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 13:50:00,20.13,56.2,20.0,5.0,-4.870000000000001,18.81,21.49,1.3200000000000003,0.04400000000000001,20.14333333333333,21.49,420.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-2.84,2,True,True
12712,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 14:20:00,18.84,54.9,20.0,5.0,-3.84,20.13,18.81,-1.2899999999999991,-0.04299999999999997,19.26,20.13,450.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-2.1700000000000017,2,True,True
12713,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 14:50:00,17.84,45.6,20.0,5.0,-2.84,18.84,20.13,-1.0,-0.03333333333333333,18.936666666666664,20.13,480.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-1.8099999999999987,2,True,True
12714,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 15:20:00,22.83,47.0,20.0,5.0,-2.1700000000000017,17.84,18.84,4.989999999999998,0.16633333333333328,19.836666666666666,22.83,510.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-0.46000000000000085,2,True,True
12715,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 15:50:00,16.81,52.2,20.0,5.0,-1.8099999999999987,22.83,17.84,-6.02,-0.20066666666666666,19.16,22.83,540.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-0.46000000000000085,2,True,True
12716,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 16:20:00,24.54,50.0,20.0,5.0,-0.46000000000000085,16.81,22.83,7.73,0.25766666666666665,21.39333333333333,24.54,570.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-3.5799999999999983,2,True,True
12717,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 16:50:00,18.58,51.0,20.0,5.0,-3.5799999999999983,24.54,16.81,-5.960000000000001,-0.19866666666666669,19.976666666666663,24.54,600.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-2.3999999999999986,2,True,True
12718,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 17:20:00,19.94,49.1,20.0,5.0,-4.940000000000001,18.58,24.54,1.360000000000003,0.045333333333333434,21.02,24.54,630.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-2.3999999999999986,2,True,True
12719,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 17:50:00,17.4,56.1,20.0,5.0,-2.3999999999999986,19.94,18.58,-2.5400000000000027,-0.08466666666666675,18.639999999999997,19.94,660.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,-3.9400000000000013,1,True,True
12720,VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 18:20:00,18.94,58.4,20.0,5.0,-3.9400000000000013,17.4,19.94,1.5400000000000027,0.051333333333333425,18.76,19.94,690.0,Seco,Refrigerado,12000,Oruro,388.0,24.0,False,False,0,,0,True,False
12721,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-06 23:25:00,-17.73,68.4,-18.0,2.0,-1.7300000000000004,,,,,-17.73,-17.73,0.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.0199999999999996,2,True,True
12722,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-06 23:55:00,-18.98,58.1,-18.0,2.0,-1.0199999999999996,-17.73,,-1.25,-0.041666666666666664,-18.355,-17.73,30.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.7800000000000011,2,True,True
12723,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 00:25:00,-17.78,63.8,-18.0,2.0,-1.7800000000000011,-18.98,-17.73,1.1999999999999993,0.03999999999999997,-18.163333333333334,-17.73,60.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.2199999999999989,2,True,True
12724,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 00:55:00,-18.21,65.6,-18.0,2.0,-1.7899999999999991,-17.78,-18.98,-0.4299999999999997,-0.014333333333333325,-18.323333333333334,-17.78,90.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.2199999999999989,2,True,True
12725,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 01:25:00,-18.78,75.5,-18.0,2.0,-1.2199999999999989,-18.21,-17.78,-0.5700000000000003,-0.01900000000000001,-18.256666666666668,-17.78,120.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.1900000000000013,2,True,True
12726,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 01:55:00,-17.93,93.9,-18.0,2.0,-1.9299999999999997,-18.78,-18.21,0.8500000000000014,0.02833333333333338,-18.30666666666667,-17.93,150.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.1900000000000013,2,True,True
12727,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 02:25:00,-18.81,67.2,-18.0,2.0,-1.1900000000000013,-17.93,-18.78,-0.879999999999999,-0.0293333333333333,-18.506666666666664,-17.93,180.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.5,2,True,True
12728,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 02:55:00,-17.75,71.2,-18.0,2.0,-1.75,-18.81,-17.93,1.0599999999999987,0.03533333333333329,-18.16333333333333,-17.75,210.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-0.6799999999999997,2,True,True
12729,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 03:25:00,-18.5,68.9,-18.0,2.0,-1.5,-17.75,-18.81,-0.75,-0.025,-18.353333333333335,-17.75,240.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-0.6799999999999997,2,True,True
12730,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 03:55:00,-16.68,75.1,-18.0,2.0,-0.6799999999999997,-18.5,-17.75,1.8200000000000003,0.060666666666666674,-17.64333333333333,-16.68,270.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.5,2,True,True
12731,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 04:25:00,-17.5,83.4,-18.0,2.0,-1.5,-16.68,-18.5,-0.8200000000000003,-0.02733333333333334,-17.56,-16.68,300.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.370000000000001,2,True,True
12732,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 04:55:00,-17.51,66.9,-18.0,2.0,-1.5100000000000016,-17.5,-16.68,-0.010000000000001563,-0.0003333333333333854,-17.23,-16.68,330.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.370000000000001,2,True,True
12733,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 05:25:00,-18.63,75.7,-18.0,2.0,-1.370000000000001,-17.51,-17.5,-1.1199999999999974,-0.037333333333333246,-17.88,-17.5,360.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.129999999999999,2,True,True
12734,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 05:55:00,-17.95,67.7,-18.0,2.0,-1.9499999999999993,-18.63,-17.51,0.6799999999999997,0.022666666666666658,-18.03,-17.51,390.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.129999999999999,2,True,True
12735,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 06:25:00,-18.87,72.3,-18.0,2.0,-1.129999999999999,-17.95,-18.63,-0.9200000000000017,-0.030666666666666724,-18.483333333333334,-17.95,420.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-0.3099999999999987,2,True,True
12736,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 06:55:00,-18.64,75.0,-18.0,2.0,-1.3599999999999994,-18.87,-17.95,0.23000000000000043,0.007666666666666681,-18.486666666666668,-17.95,450.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-0.3099999999999987,2,True,True
12737,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 07:25:00,-16.31,77.0,-18.0,2.0,-0.3099999999999987,-18.64,-18.87,2.330000000000002,0.07766666666666673,-17.94,-16.31,480.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.6600000000000001,2,True,True
12738,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 07:55:00,-17.66,76.3,-18.0,2.0,-1.6600000000000001,-16.31,-18.64,-1.3500000000000014,-0.04500000000000005,-17.536666666666665,-16.31,510.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.2100000000000009,2,True,True
12739,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 08:25:00,-17.95,63.9,-18.0,2.0,-1.9499999999999993,-17.66,-16.31,-0.28999999999999915,-0.009666666666666638,-17.30666666666667,-16.31,540.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.2100000000000009,2,True,True
12740,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 08:55:00,-17.21,69.1,-18.0,2.0,-1.2100000000000009,-17.95,-17.66,0.7399999999999984,0.024666666666666615,-17.606666666666666,-17.21,570.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.3299999999999983,2,True,True
12741,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 09:25:00,-18.19,72.9,-18.0,2.0,-1.8099999999999987,-17.21,-17.95,-0.9800000000000004,-0.032666666666666684,-17.78333333333333,-17.21,600.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.3299999999999983,2,True,True
12742,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 09:55:00,-18.67,68.9,-18.0,2.0,-1.3299999999999983,-18.19,-17.21,-0.4800000000000004,-0.016000000000000014,-18.023333333333337,-17.21,630.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.879999999999999,2,True,True
12743,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 10:25:00,-17.88,71.7,-18.0,2.0,-1.879999999999999,-18.67,-18.19,0.7900000000000027,0.026333333333333424,-18.246666666666666,-17.88,660.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,-1.9800000000000004,1,True,True
12744,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-07 10:55:00,-18.02,73.6,-18.0,2.0,-1.9800000000000004,-17.88,-18.67,-0.14000000000000057,-0.004666666666666685,-18.189999999999998,-17.88,690.0,Congelado,Refrigerado,5000,Santa Cruz,173.0,72.0,False,False,0,,0,True,False
12745,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 16:23:00,18.3,49.5,20.0,5.0,-3.3000000000000007,,,,,18.3,18.3,0.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.9400000000000013,2,True,True
12746,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 16:53:00,19.32,53.1,20.0,5.0,-4.32,18.3,,1.0199999999999996,0.03399999999999999,18.810000000000002,19.32,30.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.9400000000000013,2,True,True
12747,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 17:23:00,22.06,38.9,20.0,5.0,-2.9400000000000013,19.32,18.3,2.7399999999999984,0.09133333333333328,19.893333333333334,22.06,60.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.8500000000000014,2,True,True
12748,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 17:53:00,21.91,63.9,20.0,5.0,-3.09,22.06,19.32,-0.14999999999999858,-0.004999999999999952,21.096666666666664,22.06,90.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.8500000000000014,2,True,True
12749,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 18:23:00,22.15,46.2,20.0,5.0,-2.8500000000000014,21.91,22.06,0.23999999999999844,0.007999999999999948,22.040000000000003,22.15,120.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.9800000000000004,2,True,True
12750,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 18:53:00,19.63,44.8,20.0,5.0,-4.629999999999999,22.15,21.91,-2.5199999999999996,-0.08399999999999999,21.23,22.15,150.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.9800000000000004,2,True,True
12751,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 19:23:00,17.98,41.4,20.0,5.0,-2.9800000000000004,19.63,22.15,-1.6499999999999986,-0.05499999999999995,19.92,22.15,180.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-4.66,2,True,True
12752,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 19:53:00,19.75,62.2,20.0,5.0,-4.75,17.98,19.63,1.7699999999999996,0.05899999999999998,19.12,19.75,210.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-4.66,2,True,True
12753,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 20:23:00,20.34,53.2,20.0,5.0,-4.66,19.75,17.98,0.5899999999999999,0.019666666666666662,19.356666666666666,20.34,240.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.0199999999999996,2,True,True
12754,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 20:53:00,19.76,44.8,20.0,5.0,-4.760000000000002,20.34,19.75,-0.5799999999999983,-0.019333333333333275,19.950000000000003,20.34,270.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.0199999999999996,2,True,True
12755,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 21:23:00,22.98,47.3,20.0,5.0,-2.0199999999999996,19.76,20.34,3.219999999999999,0.1073333333333333,21.026666666666667,22.98,300.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-3.120000000000001,1,True,True
12756,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 21:53:00,21.88,46.2,20.0,5.0,-3.120000000000001,22.98,19.76,-1.1000000000000014,-0.036666666666666715,21.540000000000003,22.98,330.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-0.6600000000000001,1,True,True
12758,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 22:53:00,15.66,52.7,20.0,5.0,-0.6600000000000001,21.88,22.98,-6.219999999999999,-0.10366666666666664,20.173333333333332,22.98,390.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-3.629999999999999,2,True,True
12759,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 23:23:00,18.63,37.7,20.0,5.0,-3.629999999999999,15.66,21.88,2.969999999999999,0.09899999999999996,18.723333333333333,21.88,420.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-4.780000000000001,2,True,True
12760,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 23:53:00,20.13,51.2,20.0,5.0,-4.870000000000001,18.63,15.66,1.5,0.05,18.14,20.13,450.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-4.09,2,True,True
12761,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 00:23:00,19.78,43.3,20.0,5.0,-4.780000000000001,20.13,18.63,-0.34999999999999787,-0.011666666666666596,19.513333333333332,20.13,480.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-4.09,2,True,True
12762,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 00:53:00,19.09,60.7,20.0,5.0,-4.09,19.78,20.13,-0.6900000000000013,-0.02300000000000004,19.666666666666668,20.13,510.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.780000000000001,2,True,True
12763,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 01:23:00,19.21,50.0,20.0,5.0,-4.210000000000001,19.09,19.78,0.120000000000001,0.004000000000000033,19.36,19.78,540.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-1.0599999999999987,2,True,True
12764,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 01:53:00,22.22,62.3,20.0,5.0,-2.780000000000001,19.21,19.09,3.009999999999998,0.10033333333333326,20.173333333333332,22.22,570.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-1.0599999999999987,2,True,True
12765,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 02:23:00,16.06,49.8,20.0,5.0,-1.0599999999999987,22.22,19.21,-6.16,-0.20533333333333334,19.16333333333333,22.22,600.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.7600000000000016,2,True,True
12766,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 02:53:00,21.78,59.0,20.0,5.0,-3.219999999999999,16.06,22.22,5.720000000000002,0.19066666666666673,20.02,22.22,630.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.039999999999999,2,True,True
12767,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 03:23:00,17.76,48.1,20.0,5.0,-2.7600000000000016,21.78,16.06,-4.02,-0.13399999999999998,18.533333333333335,21.78,660.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,-2.039999999999999,1,True,True
12768,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-31 03:53:00,22.96,45.3,20.0,5.0,-2.039999999999999,17.76,21.78,5.199999999999999,0.1733333333333333,20.833333333333332,22.96,690.0,Seco,Seco,5000,Santa Cruz,180.0,48.0,False,False,0,,0,True,False
12769,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 20:15:00,20.47,58.3,20.0,5.0,-4.530000000000001,,,,,20.47,20.47,0.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.91,1,True,True
12770,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 20:45:00,21.09,41.1,20.0,5.0,-3.91,20.47,,0.620000000000001,0.0206666666666667,20.78,21.09,30.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-2.0,1,True,True
12772,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 21:45:00,17.0,50.0,20.0,5.0,-2.0,21.09,20.47,-4.09,-0.06816666666666667,19.52,21.09,90.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.7399999999999984,2,True,True
12773,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 22:15:00,18.74,55.0,20.0,5.0,-3.7399999999999984,17.0,21.09,1.7399999999999984,0.05799999999999995,18.94333333333333,21.09,120.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.9349999999999987,2,True,True
12774,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 22:45:00,18.935,50.6,20.0,5.0,-3.9349999999999987,18.74,17.0,0.19500000000000028,0.006500000000000009,18.224999999999998,18.935,150.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,True,False,0,-2.620000000000001,2,False,True
12775,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 23:15:00,19.13,60.3,20.0,5.0,-4.129999999999999,18.935,18.74,0.19500000000000028,0.006500000000000009,18.935,19.13,180.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-2.620000000000001,2,True,True
12776,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 23:45:00,22.38,48.5,20.0,5.0,-2.620000000000001,19.13,18.935,3.25,0.10833333333333334,20.14833333333333,22.38,210.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-4.440000000000001,2,True,True
12777,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 00:15:00,19.44,46.8,20.0,5.0,-4.440000000000001,22.38,19.13,-2.9399999999999977,-0.09799999999999992,20.316666666666666,22.38,240.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.7399999999999984,2,True,True
12778,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 00:45:00,19.85,41.8,20.0,5.0,-4.850000000000001,19.44,22.38,0.41000000000000014,0.01366666666666667,20.55666666666667,22.38,270.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.7399999999999984,2,True,True
12779,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 01:15:00,18.74,38.5,20.0,5.0,-3.7399999999999984,19.85,19.44,-1.110000000000003,-0.0370000000000001,19.343333333333334,19.85,300.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-1.2699999999999996,2,True,True
12780,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 01:45:00,19.93,40.1,20.0,5.0,-4.93,18.74,19.85,1.1900000000000013,0.03966666666666671,19.506666666666664,19.93,330.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-1.2699999999999996,2,True,True
12781,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 02:15:00,16.27,47.4,20.0,5.0,-1.2699999999999996,19.93,18.74,-3.66,-0.12200000000000001,18.313333333333333,19.93,360.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.7600000000000016,2,True,True
12782,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 02:45:00,21.24,43.1,20.0,5.0,-3.7600000000000016,16.27,19.93,4.969999999999999,0.16566666666666663,19.146666666666665,21.24,390.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.5799999999999983,2,True,True
12783,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 03:15:00,20.76,38.7,20.0,5.0,-4.239999999999998,21.24,16.27,-0.4799999999999969,-0.015999999999999896,19.423333333333332,21.24,420.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.5799999999999983,2,True,True
12784,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 03:45:00,18.58,51.4,20.0,5.0,-3.5799999999999983,20.76,21.24,-2.1800000000000033,-0.07266666666666678,20.19333333333333,21.24,450.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.539999999999999,2,True,True
12785,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 04:15:00,19.33,49.0,20.0,5.0,-4.329999999999998,18.58,20.76,0.75,0.025,19.55666666666667,20.76,480.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-1.9699999999999989,2,True,True
12786,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 04:45:00,21.46,43.0,20.0,5.0,-3.539999999999999,19.33,18.58,2.1300000000000026,0.07100000000000009,19.79,21.46,510.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-1.9699999999999989,2,True,True
12787,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 05:15:00,23.03,48.2,20.0,5.0,-1.9699999999999989,21.46,19.33,1.5700000000000003,0.05233333333333334,21.273333333333333,23.03,540.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.3000000000000007,2,True,True
12788,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 05:45:00,20.74,46.3,20.0,5.0,-4.260000000000002,23.03,21.46,-2.2900000000000027,-0.07633333333333342,21.743333333333336,23.03,570.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-0.6600000000000001,2,True,True
12789,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 06:15:00,18.3,44.5,20.0,5.0,-3.3000000000000007,20.74,23.03,-2.4399999999999977,-0.08133333333333326,20.69,23.03,600.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-0.6600000000000001,2,True,True
12790,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 06:45:00,24.34,59.6,20.0,5.0,-0.6600000000000001,18.3,20.74,6.039999999999999,0.2013333333333333,21.126666666666665,24.34,630.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-1.7699999999999996,2,True,True
12791,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 07:15:00,16.77,49.4,20.0,5.0,-1.7699999999999996,24.34,18.3,-7.57,-0.25233333333333335,19.803333333333335,24.34,660.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,-3.719999999999999,1,True,True
12792,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-10 07:45:00,18.72,61.5,20.0,5.0,-3.719999999999999,16.77,24.34,1.9499999999999993,0.06499999999999997,19.94333333333333,24.34,690.0,Seco,Refrigerado,2000,Cochabamba,103.0,72.0,False,False,0,,0,True,False
12793,VIA-00534,ORD-2026-06480,CAM-19,PROD-058,2026-08-05 02:50:00,-17.43,65.8,-18.0,2.0,-1.4299999999999997,,,,,-17.43,-17.43,0.0,Congelado,Refrigerado,2000,Tarija,348.0,48.0,False,False,0,-0.8500000000000014,2,True,True
12794,VIA-00534,ORD-2026-06480,CAM-19,PROD-058,2026-08-05 03:20:00,-16.85,68.8,-18.0,2.0,-0.8500000000000014,-17.43,,0.5799999999999983,0.019333333333333275,-17.14,-16.85,30.0,Congelado,Refrigerado,2000,Tarija,348.0,48.0,False,False,0,-1.5300000000000011,2,True,True
12795,VIA-00534,ORD-2026-06480,CAM-19,PROD-058,2026-08-05 03:50:00,-18.05,70.9,-18.0,2.0,-1.9499999999999993,-16.85,-17.43,-1.1999999999999993,-0.03999999999999997,-17.44333333333333,-16.85,60.0,Congelado,Refrigerado,2000,Tarija,348.0,48.0,False,False,0,-0.8599999999999994,2,True,True
