viaje_id,order_id,camion_id_tratado,producto_id,inicio_viaje,fin_viaje,n_lecturas,n_lecturas_observadas,temperatura_promedio_c,temperatura_maxima_c,n_desviaciones,categoria_logistica,tipo_camion,centro_distribucion,tuvo_desviacion,apto_kpi_termico_observado
VIA-00298,ORD-2026-01356,CAM-26,PROD-007,2026-08-21 04:49:00,2026-08-21 16:19:00,24,24,19.889166666666664,23.89,0,Seco,Refrigerado,Tarija,False,True
VIA-00299,ORD-2026-05162,CAM-08,PROD-043,2026-08-12 03:29:00,2026-08-12 14:59:00,24,24,-17.97125,-16.06,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00300,ORD-2026-07036,CAM-20,PROD-021,2026-08-20 09:44:00,2026-08-20 21:14:00,24,24,4.05,5.31,0,Fresco,Refrigerado,Oruro,False,True
VIA-00301,ORD-2026-04313,CAM-18,PROD-059,2026-08-28 18:27:00,2026-08-29 05:57:00,24,24,19.555416666666666,22.59,0,Seco,Seco,Santa Cruz,False,True
VIA-00302,ORD-2026-00057,CAM-20,PROD-045,2026-08-26 12:51:00,2026-08-27 00:21:00,23,22,5.107727272727273,10.06,5,Fresco,Refrigerado,Oruro,True,True
VIA-00303,ORD-2026-03846,CAM-02,PROD-044,2026-08-07 02:54:00,2026-08-07 14:24:00,24,24,4.027916666666667,5.42,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00304,ORD-2026-01458,CAM-19,PROD-045,2026-08-26 23:40:00,2026-08-27 11:10:00,24,24,4.34125,6.01,1,Fresco,Refrigerado,Tarija,True,True
VIA-00305,ORD-2026-02961,CAM-09,PROD-007,2026-08-23 08:01:00,2026-08-23 19:31:00,24,24,20.949166666666667,23.4,0,Seco,Seco,Santa Cruz,False,True
VIA-00306,ORD-2026-06512,CAM-24,PROD-045,2026-08-05 00:12:00,2026-08-05 11:42:00,23,23,3.8995652173913045,5.45,0,Fresco,Refrigerado,Oruro,False,True
VIA-00307,ORD-2026-04702,CAM-02,PROD-043,2026-08-30 23:19:00,2026-08-31 10:49:00,24,24,-18.275,-16.9,1,Congelado,Refrigerado,Cochabamba,True,True
VIA-00308,ORD-2026-02207,CAM-01,PROD-053,2026-08-16 10:21:00,2026-08-16 21:51:00,23,23,4.026521739130435,5.9,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00309,ORD-2026-07228,CAM-12,PROD-055,2026-08-02 22:57:00,2026-08-03 10:27:00,24,24,19.850416666666664,24.25,0,Seco,Seco,La Paz,False,True
VIA-00310,ORD-2026-04123,CAM-26,PROD-030,2026-08-15 10:16:00,2026-08-15 21:46:00,24,24,19.406666666666666,23.07,1,Seco,Refrigerado,Tarija,True,True
VIA-00311,ORD-2026-02949,CAM-24,PROD-024,2026-08-05 06:28:00,2026-08-05 17:58:00,24,24,20.938750000000002,23.77,0,Seco,Refrigerado,Oruro,False,True
VIA-00312,ORD-2026-02434,CAM-19,PROD-043,2026-08-03 12:00:00,2026-08-03 23:30:00,24,23,-18.028695652173912,-16.86,0,Congelado,Refrigerado,Tarija,False,True
VIA-00313,ORD-2026-02465,CAM-09,PROD-010,2026-08-29 00:21:00,2026-08-29 11:51:00,24,24,19.95625,23.03,0,Seco,Seco,Santa Cruz,False,True
VIA-00314,ORD-2026-06451,CAM-12,PROD-050,2026-08-23 19:19:00,2026-08-24 06:49:00,24,24,19.618333333333332,21.77,0,Seco,Seco,La Paz,False,True
VIA-00315,ORD-2026-01510,CAM-29,PROD-030,2026-08-21 01:17:00,2026-08-21 12:47:00,24,24,20.229166666666668,25.06,1,Seco,Seco,Santa Cruz,True,True
VIA-00316,ORD-2026-04476,CAM-11,PROD-021,2026-08-18 04:59:00,2026-08-18 16:29:00,23,23,3.9508695652173915,5.77,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00317,ORD-2026-06798,CAM-09,PROD-030,2026-08-11 19:57:00,2026-08-12 07:27:00,24,24,19.759166666666665,24.36,0,Seco,Seco,Santa Cruz,False,True
VIA-00318,ORD-2026-04403,CAM-20,PROD-025,2026-08-23 22:46:00,2026-08-24 10:16:00,24,24,-17.928333333333335,-16.34,0,Congelado,Refrigerado,Oruro,False,True
VIA-00319,ORD-2026-06397,CAM-10,PROD-040,2026-08-18 14:32:00,2026-08-19 02:02:00,24,24,20.19,23.79,0,Seco,Refrigerado,La Paz,False,True
VIA-00320,ORD-2026-05537,CAM-08,PROD-034,2026-08-27 23:45:00,2026-08-28 11:15:00,24,24,3.9004166666666666,5.24,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00321,ORD-2026-04625,CAM-21,PROD-005,2026-08-07 15:10:00,2026-08-08 02:10:00,23,23,19.16304347826087,22.89,0,Seco,Seco,Tarija,False,True
VIA-00322,ORD-2026-04283,CAM-21,PROD-046,2026-08-22 05:45:00,2026-08-22 17:15:00,24,24,19.740416666666665,21.99,0,Seco,Seco,Tarija,False,True
VIA-00323,ORD-2026-06309,CAM-24,PROD-002,2026-08-07 00:26:00,2026-08-07 11:56:00,23,23,20.39,25.48,1,Seco,Refrigerado,Oruro,True,True
VIA-00324,ORD-2026-05843,CAM-03,PROD-057,2026-08-19 05:56:00,2026-08-19 16:56:00,23,23,19.97391304347826,22.95,0,Seco,Seco,Oruro,False,True
VIA-00325,ORD-2026-00169,CAM-27,PROD-048,2026-08-30 17:26:00,2026-08-31 04:56:00,24,23,20.210869565217394,23.26,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00326,ORD-2026-00457,CAM-13,PROD-005,2026-08-12 08:24:00,2026-08-12 19:54:00,24,24,19.75875,22.64,0,Seco,Seco,Cochabamba,False,True
VIA-00327,ORD-2026-04344,CAM-26,PROD-029,2026-08-29 02:09:00,2026-08-29 13:39:00,24,23,20.432173913043478,24.1,0,Seco,Refrigerado,Tarija,False,True
VIA-00328,ORD-2026-00921,CAM-19,PROD-054,2026-08-19 03:00:00,2026-08-19 14:30:00,24,24,-17.870833333333334,-16.34,0,Congelado,Refrigerado,Tarija,False,True
VIA-00329,ORD-2026-01391,CAM-28,PROD-012,2026-08-06 05:01:00,2026-08-06 16:31:00,24,24,20.360416666666666,22.91,0,Seco,Refrigerado,La Paz,False,True
VIA-00330,ORD-2026-02220,CAM-19,PROD-044,2026-08-09 01:50:00,2026-08-09 13:20:00,24,24,4.196666666666666,5.22,0,Fresco,Refrigerado,Tarija,False,True
VIA-00331,ORD-2026-03610,CAM-22,PROD-043,2026-08-15 16:23:00,2026-08-16 03:53:00,24,24,-18.172916666666666,-16.6,2,Congelado,Refrigerado,Cochabamba,True,True
VIA-00332,ORD-2026-01909,CAM-20,PROD-037,2026-08-25 21:40:00,2026-08-26 09:10:00,24,24,5.5925,10.8,5,Fresco,Refrigerado,Oruro,True,True
VIA-00333,ORD-2026-04114,CAM-20,PROD-018,2026-08-14 04:42:00,2026-08-14 16:12:00,24,0,,,0,Seco,Refrigerado,Oruro,False,False
VIA-00334,ORD-2026-02755,CAM-04,PROD-014,2026-08-11 06:39:00,2026-08-11 18:09:00,24,24,20.514583333333334,25.26,1,Seco,Seco,La Paz,True,True
VIA-00335,ORD-2026-07179,CAM-29,PROD-030,2026-08-29 08:46:00,2026-08-29 20:16:00,23,23,19.912608695652175,23.89,0,Seco,Seco,Santa Cruz,False,True
VIA-00336,ORD-2026-04251,CAM-28,PROD-026,2026-08-05 19:03:00,2026-08-06 06:33:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00337,ORD-2026-02793,CAM-27,PROD-042,2026-08-21 18:31:00,2026-08-22 06:01:00,24,24,20.70375,24.46,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00338,ORD-2026-00314,CAM-06,PROD-046,2026-08-22 05:28:00,2026-08-22 16:58:00,24,24,20.055,22.86,0,Seco,Seco,Cochabamba,False,True
VIA-00339,ORD-2026-07057,CAM-15,PROD-041,2026-08-14 04:46:00,2026-08-14 16:16:00,24,24,-18.007916666666667,-16.8,0,Congelado,Refrigerado,La Paz,False,True
VIA-00340,ORD-2026-05864,CAM-08,PROD-034,2026-08-28 16:33:00,2026-08-29 04:03:00,24,24,5.0720833333333335,9.3,6,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00341,ORD-2026-01891,CAM-19,PROD-056,2026-08-09 06:07:00,2026-08-09 17:37:00,24,24,4.076666666666667,5.66,1,Fresco,Refrigerado,Tarija,True,True
VIA-00342,ORD-2026-05533,CAM-26,PROD-047,2026-08-17 08:19:00,2026-08-17 19:49:00,24,24,5.434583333333333,11.27,5,Fresco,Refrigerado,Tarija,True,True
VIA-00343,ORD-2026-06413,CAM-08,PROD-036,2026-08-08 12:30:00,2026-08-08 23:30:00,23,0,,,0,Fresco,Refrigerado,Santa Cruz,False,False
VIA-00344,ORD-2026-00765,CAM-20,PROD-054,2026-08-19 14:14:00,2026-08-20 01:44:00,24,24,-17.963333333333335,-15.5,1,Congelado,Refrigerado,Oruro,True,True
VIA-00345,ORD-2026-07044,CAM-20,PROD-021,2026-08-08 15:10:00,2026-08-09 02:40:00,24,24,3.8791666666666664,4.83,0,Fresco,Refrigerado,Oruro,False,True
VIA-00346,ORD-2026-00522,CAM-24,PROD-001,2026-08-20 18:42:00,2026-08-21 06:12:00,24,24,3.9249537037037037,5.2,0,Fresco,Refrigerado,Oruro,False,True
VIA-00347,ORD-2026-03322,CAM-26,PROD-025,2026-08-19 09:47:00,2026-08-19 21:17:00,24,24,-18.168333333333333,-16.79,1,Congelado,Refrigerado,Tarija,True,True
VIA-00348,ORD-2026-06683,CAM-27,PROD-024,2026-08-01 19:29:00,2026-08-02 06:59:00,24,24,20.00125,23.13,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00349,ORD-2026-06198,CAM-12,PROD-014,2026-08-28 00:03:00,2026-08-28 11:33:00,24,24,20.206712962962964,23.56111111111111,0,Seco,Seco,La Paz,False,True
VIA-00350,ORD-2026-03587,CAM-21,PROD-018,2026-08-03 23:36:00,2026-08-04 11:06:00,24,0,,,0,Seco,Seco,Tarija,False,False
VIA-00351,ORD-2026-00379,CAM-24,PROD-008,2026-08-04 20:16:00,2026-08-05 07:46:00,24,24,-18.21875,-17.03,0,Congelado,Refrigerado,Oruro,False,True
VIA-00352,ORD-2026-06777,CAM-28,PROD-009,2026-08-07 23:09:00,2026-08-08 10:39:00,24,24,4.04375,5.94,0,Fresco,Refrigerado,La Paz,False,True
VIA-00353,ORD-2026-07424,CAM-28,PROD-031,2026-08-20 10:57:00,2026-08-20 22:27:00,24,24,19.647083333333335,23.92,0,Seco,Refrigerado,La Paz,False,True
VIA-00354,ORD-2026-06235,CAM-26,PROD-053,2026-08-30 07:32:00,2026-08-30 19:02:00,24,24,3.93875,5.29,1,Fresco,Refrigerado,Tarija,True,True
VIA-00355,ORD-2026-06746,CAM-10,PROD-009,2026-08-19 09:32:00,2026-08-19 21:02:00,24,24,5.372916666666666,10.47,5,Fresco,Refrigerado,La Paz,True,True
VIA-00356,ORD-2026-03118,CAM-26,PROD-016,2026-08-26 21:27:00,2026-08-27 08:57:00,24,24,19.582083333333333,22.76,0,Seco,Refrigerado,Tarija,False,True
VIA-00357,ORD-2026-04496,CAM-19,PROD-043,2026-08-04 12:26:00,2026-08-04 23:56:00,24,23,-17.709951690821256,-16.31,0,Congelado,Refrigerado,Tarija,False,True
VIA-00358,ORD-2026-04417,CAM-27,PROD-039,2026-08-15 02:43:00,2026-08-15 14:13:00,24,24,19.690833333333334,22.91,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00359,ORD-2026-03018,CAM-11,PROD-057,2026-08-04 06:36:00,2026-08-04 18:06:00,24,24,21.324583333333333,27.23,3,Seco,Refrigerado,Cochabamba,True,True
VIA-00360,ORD-2026-01444,CAM-19,PROD-003,2026-08-06 00:41:00,2026-08-06 12:11:00,24,24,20.04,22.35,0,Seco,Refrigerado,Tarija,False,True
VIA-00361,ORD-2026-07039,CAM-24,PROD-053,2026-08-20 10:47:00,2026-08-20 22:17:00,24,24,4.0275,5.34,0,Fresco,Refrigerado,Oruro,False,True
VIA-00362,ORD-2026-00634,CAM-10,PROD-044,2026-08-08 10:23:00,2026-08-08 21:53:00,24,24,4.954166666666667,11.02,6,Fresco,Refrigerado,La Paz,True,True
VIA-00363,ORD-2026-07429,CAM-10,PROD-001,2026-08-05 23:41:00,2026-08-06 11:11:00,23,23,3.9208695652173917,4.93,0,Fresco,Refrigerado,La Paz,False,True
VIA-00364,ORD-2026-07466,CAM-26,PROD-052,2026-08-21 02:41:00,2026-08-21 14:11:00,24,24,4.095,5.71,0,Fresco,Refrigerado,Tarija,False,True
VIA-00365,ORD-2026-07000,CAM-21,PROD-038,2026-08-16 16:47:00,2026-08-17 04:17:00,24,24,19.872083333333332,24.35,0,Seco,Seco,Tarija,False,True
VIA-00366,ORD-2026-03960,CAM-28,PROD-040,2026-08-27 18:30:00,2026-08-28 06:00:00,24,24,20.169583333333332,23.44,0,Seco,Refrigerado,La Paz,False,True
VIA-00367,ORD-2026-04521,CAM-01,PROD-060,2026-08-05 10:08:00,2026-08-05 21:38:00,24,24,-18.190416666666668,-16.78,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00368,ORD-2026-04539,CAM-17,PROD-048,2026-08-30 14:29:00,2026-08-31 01:59:00,24,24,21.5725,27.64,3,Seco,Seco,,True,True
VIA-00369,ORD-2026-00596,CAM-23,PROD-058,2026-08-27 13:17:00,2026-08-28 00:47:00,24,24,-16.469166666666666,-9.83,5,Congelado,Seco,Santa Cruz,True,True
VIA-00370,ORD-2026-04907,CAM-10,PROD-006,2026-08-11 01:57:00,2026-08-11 13:27:00,24,24,20.390324074074073,24.16,0,Seco,Refrigerado,La Paz,False,True
VIA-00371,ORD-2026-05057,CAM-16,PROD-033,2026-08-20 16:49:00,2026-08-21 04:19:00,24,24,19.734583333333333,23.61,0,Seco,Seco,Oruro,False,True
VIA-00372,ORD-2026-00749,CAM-08,PROD-054,2026-08-18 23:07:00,2026-08-19 10:37:00,24,24,-18.052083333333332,-15.9,1,Congelado,Refrigerado,Santa Cruz,True,True
VIA-00373,ORD-2026-01556,CAM-24,PROD-057,2026-08-25 11:51:00,2026-08-25 23:21:00,24,24,20.20625,23.23,0,Seco,Refrigerado,Oruro,False,True
VIA-00374,ORD-2026-06903,CAM-10,PROD-028,2026-08-04 18:31:00,2026-08-05 06:01:00,24,0,,,0,Seco,Refrigerado,La Paz,False,False
VIA-00375,ORD-2026-04838,CAM-22,PROD-038,2026-08-08 19:42:00,2026-08-09 07:12:00,24,24,19.856666666666666,23.39,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00376,ORD-2026-03573,CAM-19,PROD-013,2026-08-11 23:38:00,2026-08-12 11:08:00,24,24,3.8804166666666666,5.31,0,Fresco,Refrigerado,Tarija,False,True
VIA-00377,ORD-2026-01261,CAM-24,PROD-051,2026-08-18 06:07:00,2026-08-18 17:37:00,24,24,-18.209583333333335,-16.94,0,Congelado,Refrigerado,Oruro,False,True
VIA-00378,ORD-2026-04910,CAM-24,PROD-056,2026-08-07 05:50:00,2026-08-07 17:20:00,24,24,5.121666666666667,10.79,5,Fresco,Refrigerado,Oruro,True,True
VIA-00379,ORD-2026-04281,CAM-08,PROD-008,2026-08-13 23:56:00,2026-08-14 11:26:00,24,23,-17.92086956521739,-16.48,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00380,ORD-2026-02526,CAM-08,PROD-004,2026-08-01 09:08:00,2026-08-01 20:38:00,24,24,4.189166666666666,6.21,1,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00381,ORD-2026-05304,CAM-19,PROD-031,2026-08-01 13:11:00,2026-08-02 00:41:00,24,24,20.34375,22.61,0,Seco,Refrigerado,Tarija,False,True
VIA-00382,ORD-2026-02992,CAM-19,PROD-052,2026-08-01 14:28:00,2026-08-02 01:58:00,24,24,4.139583333333333,5.64,0,Fresco,Refrigerado,Tarija,False,True
VIA-00383,ORD-2026-04230,CAM-26,PROD-060,2026-08-19 14:14:00,2026-08-20 01:44:00,24,24,-17.820416666666667,-16.4,0,Congelado,Refrigerado,Tarija,False,True
VIA-00384,ORD-2026-00605,CAM-06,PROD-014,2026-08-15 08:53:00,2026-08-15 20:23:00,23,23,19.97869565217391,23.89,0,Seco,Seco,Cochabamba,False,True
VIA-00385,ORD-2026-05052,CAM-01,PROD-059,2026-08-09 05:45:00,2026-08-09 17:15:00,24,24,20.522916666666667,22.16,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00386,ORD-2026-04249,CAM-03,PROD-012,2026-08-29 13:55:00,2026-08-30 01:25:00,24,24,20.46708333333333,24.56,0,Seco,Seco,Oruro,False,True
VIA-00387,ORD-2026-06946,CAM-13,PROD-031,2026-08-24 22:29:00,2026-08-25 09:59:00,24,24,21.232083333333332,29.0,3,Seco,Seco,Cochabamba,True,True
VIA-00388,ORD-2026-04382,CAM-10,PROD-004,2026-08-05 19:07:00,2026-08-06 06:37:00,24,24,3.8733333333333335,4.99,0,Fresco,Refrigerado,La Paz,False,True
VIA-00389,ORD-2026-02236,CAM-26,PROD-058,2026-08-28 04:17:00,2026-08-28 15:47:00,24,23,-17.895652173913046,-15.44,1,Congelado,Refrigerado,Tarija,True,True
VIA-00390,ORD-2026-06021,CAM-12,PROD-028,2026-08-15 18:32:00,2026-08-16 06:02:00,24,0,,,0,Seco,Seco,La Paz,False,False
VIA-00391,ORD-2026-06429,CAM-19,PROD-028,2026-08-10 18:17:00,2026-08-11 05:47:00,24,0,,,0,Seco,Refrigerado,Tarija,False,False
VIA-00392,ORD-2026-01727,CAM-02,PROD-045,2026-08-25 23:41:00,2026-08-26 11:11:00,24,24,3.9375,4.95,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00393,ORD-2026-02901,CAM-18,PROD-032,2026-08-10 18:30:00,2026-08-11 06:00:00,24,24,20.26,24.54,0,Seco,Seco,Santa Cruz,False,True
VIA-00394,ORD-2026-07231,CAM-25,PROD-046,2026-08-29 11:46:00,2026-08-29 22:46:00,23,23,19.69304347826087,23.19,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00395,ORD-2026-03463,CAM-23,PROD-038,2026-08-24 16:58:00,2026-08-25 04:28:00,24,24,19.954583333333332,24.32,0,Seco,Seco,Santa Cruz,False,True
VIA-00396,ORD-2026-04437,CAM-12,PROD-046,2026-08-03 23:19:00,2026-08-04 10:49:00,24,24,19.66625,23.82,0,Seco,Seco,La Paz,False,True
VIA-00397,ORD-2026-06382,CAM-02,PROD-002,2026-08-26 16:12:00,2026-08-27 03:42:00,24,23,20.129565217391306,24.74,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00398,ORD-2026-01672,CAM-08,PROD-003,2026-08-16 12:49:00,2026-08-17 00:19:00,24,24,20.454583333333336,23.42,0,Seco,Refrigerado,Santa Cruz,False,True
VIA-00399,ORD-2026-00228,CAM-08,PROD-009,2026-08-26 05:58:00,2026-08-26 17:28:00,24,24,4.0737499999999995,5.15,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00400,ORD-2026-01788,CAM-25,PROD-037,2026-08-03 20:12:00,2026-08-04 07:42:00,24,24,4.3575,5.66,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00401,ORD-2026-00808,CAM-10,PROD-049,2026-08-12 07:31:00,2026-08-12 19:01:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00402,ORD-2026-01103,CAM-29,PROD-029,2026-08-02 16:41:00,2026-08-03 04:11:00,24,24,20.27375,23.32,0,Seco,Seco,Santa Cruz,False,True
VIA-00403,ORD-2026-06899,CAM-15,PROD-038,2026-08-11 05:42:00,2026-08-11 17:12:00,24,24,19.659583333333334,22.93,0,Seco,Refrigerado,La Paz,False,True
VIA-00404,ORD-2026-01668,CAM-19,PROD-056,2026-08-05 06:26:00,2026-08-05 17:56:00,24,24,3.969583333333333,5.36,0,Fresco,Refrigerado,Tarija,False,True
VIA-00405,ORD-2026-06542,CAM-19,PROD-044,2026-08-18 17:05:00,2026-08-19 04:35:00,24,24,4.132083333333333,5.93,0,Fresco,Refrigerado,Tarija,False,True
VIA-00406,ORD-2026-06686,CAM-20,PROD-046,2026-08-07 22:57:00,2026-08-08 10:27:00,24,23,19.938695652173912,22.24,0,Seco,Refrigerado,Oruro,False,True
VIA-00407,ORD-2026-01578,CAM-07,PROD-032,2026-08-08 11:17:00,2026-08-08 22:47:00,24,24,20.35875,24.79,0,Seco,Seco,La Paz,False,True
VIA-00408,ORD-2026-04591,CAM-28,PROD-054,2026-08-17 14:23:00,2026-08-18 01:53:00,24,24,-18.256249999999998,-17.03,2,Congelado,Refrigerado,La Paz,True,True
VIA-00409,ORD-2026-00947,CAM-28,PROD-003,2026-08-14 08:19:00,2026-08-14 19:49:00,24,24,19.940833333333334,24.3,0,Seco,Refrigerado,La Paz,False,True
VIA-00410,ORD-2026-02959,CAM-09,PROD-038,2026-08-21 17:45:00,2026-08-22 05:15:00,24,24,21.07166666666667,27.92,2,Seco,Seco,Santa Cruz,True,True
VIA-00411,ORD-2026-05483,CAM-01,PROD-028,2026-08-26 08:57:00,2026-08-26 20:27:00,24,0,,,0,Seco,Refrigerado,Cochabamba,False,False
VIA-00412,ORD-2026-04943,CAM-09,PROD-005,2026-08-01 12:28:00,2026-08-01 23:58:00,24,24,19.827083333333334,24.18,0,Seco,Seco,Santa Cruz,False,True
VIA-00413,ORD-2026-03026,CAM-27,PROD-001,2026-08-26 23:06:00,2026-08-27 10:36:00,24,24,5.324166666666667,11.53,5,Fresco,Refrigerado,Cochabamba,True,True
VIA-00414,ORD-2026-00397,CAM-26,PROD-039,2026-08-02 08:35:00,2026-08-02 20:05:00,24,24,19.892916666666668,22.71,0,Seco,Refrigerado,Tarija,False,True
VIA-00415,ORD-2026-02020,CAM-05,PROD-010,2026-08-11 09:08:00,2026-08-11 20:38:00,24,24,19.373749999999998,22.22,0,Seco,Seco,Cochabamba,False,True
VIA-00416,ORD-2026-01855,CAM-22,PROD-015,2026-08-04 12:49:00,2026-08-05 00:19:00,24,24,3.999166666666667,5.65,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00417,ORD-2026-06696,CAM-23,PROD-032,2026-08-03 20:40:00,2026-08-04 08:10:00,24,24,19.943749999999998,23.84,0,Seco,Seco,Santa Cruz,False,True
VIA-00418,ORD-2026-05862,CAM-09,PROD-005,2026-08-05 02:02:00,2026-08-05 13:32:00,24,23,20.231304347826086,23.72,0,Seco,Seco,Santa Cruz,False,True
VIA-00419,ORD-2026-00164,CAM-08,PROD-022,2026-08-14 22:49:00,2026-08-15 10:19:00,24,24,5.100416666666667,10.48,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00420,ORD-2026-02885,CAM-15,PROD-035,2026-08-03 10:21:00,2026-08-03 21:21:00,23,23,-17.97478260869565,-16.26,0,Congelado,Refrigerado,La Paz,False,True
VIA-00421,ORD-2026-05712,CAM-15,PROD-025,2026-08-29 22:23:00,2026-08-30 09:53:00,24,23,-17.958695652173912,-16.81,0,Congelado,Refrigerado,La Paz,False,True
VIA-00422,ORD-2026-00525,CAM-20,PROD-001,2026-08-30 19:51:00,2026-08-31 07:21:00,23,23,5.403478260869565,10.68,5,Fresco,Refrigerado,Oruro,True,True
VIA-00423,ORD-2026-03820,CAM-26,PROD-011,2026-08-10 07:02:00,2026-08-10 18:32:00,24,24,-18.02541666666667,-16.21,0,Congelado,Refrigerado,Tarija,False,True
VIA-00424,ORD-2026-01269,CAM-29,PROD-059,2026-08-02 02:40:00,2026-08-02 14:10:00,24,24,20.021296296296295,23.08,0,Seco,Seco,Santa Cruz,False,True
VIA-00425,ORD-2026-00978,CAM-19,PROD-030,2026-08-18 09:59:00,2026-08-18 21:29:00,24,24,19.931250000000002,23.58,0,Seco,Refrigerado,Tarija,False,True
VIA-00426,ORD-2026-00031,CAM-26,PROD-002,2026-08-03 14:59:00,2026-08-04 02:29:00,24,24,19.298750000000002,21.39,0,Seco,Refrigerado,Tarija,False,True
VIA-00427,ORD-2026-04049,CAM-18,PROD-006,2026-08-18 19:26:00,2026-08-19 06:56:00,24,24,20.124583333333334,24.73,0,Seco,Seco,Santa Cruz,False,True
VIA-00428,ORD-2026-02012,CAM-19,PROD-025,2026-08-01 11:01:00,2026-08-01 22:31:00,24,24,-16.132083333333334,-9.46,6,Congelado,Refrigerado,Tarija,True,True
VIA-00429,ORD-2026-04991,CAM-24,PROD-013,2026-08-15 20:03:00,2026-08-16 07:33:00,24,22,3.8227272727272723,5.71,0,Fresco,Refrigerado,Oruro,False,True
VIA-00430,ORD-2026-02197,CAM-20,PROD-041,2026-08-03 08:12:00,2026-08-03 19:42:00,24,24,-18.03708333333333,-16.58,0,Congelado,Refrigerado,Oruro,False,True
VIA-00431,ORD-2026-00044,CAM-28,PROD-038,2026-08-13 18:53:00,2026-08-14 06:23:00,24,24,20.260416666666668,23.2,0,Seco,Refrigerado,La Paz,False,True
VIA-00432,ORD-2026-00208,CAM-01,PROD-024,2026-08-01 10:12:00,2026-08-01 21:42:00,24,24,20.595416666666665,23.63,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00433,ORD-2026-00959,CAM-10,PROD-023,2026-08-29 20:53:00,2026-08-30 08:23:00,24,23,3.8382608695652176,5.67,0,Fresco,Refrigerado,La Paz,False,True
VIA-00434,ORD-2026-01323,CAM-08,PROD-008,2026-08-21 07:35:00,2026-08-21 19:05:00,24,23,-17.960434782608694,-16.75,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00435,ORD-2026-02535,CAM-19,PROD-038,2026-08-06 04:34:00,2026-08-06 16:04:00,24,24,19.8225,23.57,1,Seco,Refrigerado,Tarija,True,True
VIA-00436,ORD-2026-05639,CAM-10,PROD-019,2026-08-01 23:27:00,2026-08-02 10:57:00,24,24,19.999166666666667,23.71,0,Seco,Refrigerado,La Paz,False,True
VIA-00437,ORD-2026-02466,CAM-08,PROD-049,2026-08-18 21:24:00,2026-08-19 08:54:00,24,0,,,0,Fresco,Refrigerado,Santa Cruz,False,False
VIA-00438,ORD-2026-04327,CAM-12,PROD-016,2026-08-16 23:34:00,2026-08-17 11:04:00,24,23,20.504347826086956,23.59,0,Seco,Seco,La Paz,False,True
VIA-00439,ORD-2026-04956,CAM-15,PROD-020,2026-08-10 04:53:00,2026-08-10 16:23:00,24,24,19.752083333333335,22.94,0,Seco,Refrigerado,La Paz,False,True
VIA-00440,ORD-2026-03872,CAM-24,PROD-023,2026-08-02 15:36:00,2026-08-03 03:06:00,24,24,4.127083333333333,5.87,0,Fresco,Refrigerado,Oruro,False,True
VIA-00441,ORD-2026-04745,CAM-10,PROD-043,2026-08-21 03:24:00,2026-08-21 14:54:00,24,24,-17.990416666666665,-15.87,2,Congelado,Refrigerado,La Paz,True,True
VIA-00442,ORD-2026-02381,CAM-24,PROD-059,2026-08-15 10:01:00,2026-08-15 21:31:00,24,24,19.167407407407406,22.04,1,Seco,Refrigerado,Oruro,True,True
VIA-00443,ORD-2026-00046,CAM-19,PROD-021,2026-08-19 22:34:00,2026-08-20 10:04:00,24,24,4.142083333333333,6.29,1,Fresco,Refrigerado,Tarija,True,True
VIA-00444,ORD-2026-04050,CAM-08,PROD-036,2026-08-14 03:07:00,2026-08-14 14:37:00,24,0,,,0,Fresco,Refrigerado,Santa Cruz,False,False
VIA-00445,ORD-2026-03433,CAM-08,PROD-022,2026-08-06 01:15:00,2026-08-06 12:45:00,24,24,3.924583333333333,5.27,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00446,ORD-2026-04726,CAM-08,PROD-008,2026-08-08 16:43:00,2026-08-09 04:13:00,24,23,-17.900434782608695,-16.75,0,Congelado,Refrigerado,Santa Cruz,False,True
