fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,regla_id,estado_accion,valor_preparado,justificacion,version_tratamiento
7517,fecha_despacho,FECHA_INVALIDA,24/08/2026 03:55,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,24/08/2026 03:55,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7517,order_id,DUPLICADO,ORD-2026-05397,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,ORD-2026-05397,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7518,order_id,DUPLICADO,ORD-2026-00963,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00963,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7519,order_id,DUPLICADO,ORD-2026-02362,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02362,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7520,order_id,DUPLICADO,ORD-2026-01743,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01743,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7521,order_id,DUPLICADO,ORD-2026-06102,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06102,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7522,order_id,DUPLICADO,ORD-2026-02799,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02799,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7523,order_id,DUPLICADO,ORD-2026-05945,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-05945,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7524,order_id,DUPLICADO,ORD-2026-03487,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03487,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7525,order_id,DUPLICADO,ORD-2026-06587,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06587,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7526,order_id,DUPLICADO,ORD-2026-01910,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01910,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7527,order_id,DUPLICADO,ORD-2026-04468,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04468,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7528,order_id,DUPLICADO,ORD-2026-03584,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03584,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7529,order_id,DUPLICADO,ORD-2026-06978,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06978,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7530,order_id,DUPLICADO,ORD-2026-04440,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04440,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7531,order_id,DUPLICADO,ORD-2026-00316,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00316,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7532,order_id,DUPLICADO,ORD-2026-03160,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03160,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7533,order_id,DUPLICADO,ORD-2026-00363,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00363,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7534,order_id,DUPLICADO,ORD-2026-01565,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01565,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7535,order_id,DUPLICADO,ORD-2026-04279,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04279,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7536,order_id,DUPLICADO,ORD-2026-00707,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00707,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7537,order_id,DUPLICADO,ORD-2026-02597,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02597,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7538,order_id,DUPLICADO,ORD-2026-07407,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-07407,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7539,order_id,DUPLICADO,ORD-2026-01327,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01327,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7540,order_id,DUPLICADO,ORD-2026-02320,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02320,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7541,order_id,DUPLICADO,ORD-2026-00077,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00077,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7542,order_id,DUPLICADO,ORD-2026-06953,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06953,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7543,order_id,DUPLICADO,ORD-2026-00738,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00738,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7544,order_id,DUPLICADO,ORD-2026-04965,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04965,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7545,order_id,DUPLICADO,ORD-2026-03955,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03955,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7546,order_id,DUPLICADO,ORD-2026-04759,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04759,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7547,order_id,DUPLICADO,ORD-2026-01598,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01598,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7548,order_id,DUPLICADO,ORD-2026-00139,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00139,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7549,order_id,DUPLICADO,ORD-2026-04209,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04209,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7550,order_id,DUPLICADO,ORD-2026-05949,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-05949,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
