fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_en_cuarentena,movimiento_id_motivo,lote_id_en_cuarentena,lote_id_motivo,producto_id_en_cuarentena,producto_id_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,fecha_ingreso_en_cuarentena,fecha_ingreso_motivo,fecha_salida_en_cuarentena,fecha_salida_motivo,fecha_vencimiento_en_cuarentena,fecha_vencimiento_motivo,cantidad_ingreso_en_cuarentena,cantidad_ingreso_motivo,cantidad_salida_en_cuarentena,cantidad_salida_motivo,cantidad_merma_en_cuarentena,cantidad_merma_motivo,dias_en_almacen_en_cuarentena,dias_en_almacen_motivo,costo_unitario_bob_en_cuarentena,costo_unitario_bob_motivo,en_cuarentena_diagnostico,acciones_tratamiento,motivos_tratamiento,fecha_ingreso_tratada,fecha_salida_tratada,fecha_vencimiento_tratada,producto_id_tratado,cantidad_ingreso_tratada,cantidad_salida_tratada,cantidad_merma_tratada,dias_en_almacen_tratada,costo_unitario_bob_tratada,vida_util_producto_dias_usada,vencimiento_imputado,motivo_cuarentena_final,saldo_unidades_inventario,riesgo_salida_post_vencimiento,riesgo_basado_en_vencimiento_imputado,en_cuarentena_final,decision_tratamiento,apto_kpi_vencimiento_observado
2398,MOV-002398,LOT-2026-02398,PROD-016,Oruro,2026-07-14,2026-07-31,2027-07-14,412,408,2,17,25.77,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-14,2026-07-31,2027-07-14,PROD-016,412,408,2,17,25.77,365.0,False,,2,False,False,False,SILVER,True
2399,MOV-002399,LOT-2026-02399,PROD-017,Oruro,2026-08-05,2026-08-25,2027-08-05,542,531,5,20,34.67,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-05,2026-08-25,2027-08-05,PROD-017,542,531,5,20,34.67,365.0,False,,6,False,False,False,SILVER,True
2400,MOV-002400,LOT-2026-02400,PROD-060,La Paz,2026-05-19,2026-05-29,2026-11-15,942,927,13,10,30.63,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-19,2026-05-29,2026-11-15,PROD-060,942,927,13,10,30.63,180.0,False,,2,False,False,False,SILVER,True
2401,MOV-002401,LOT-2026-02401,PROD-012,Oruro,2026-06-15,2026-07-23,2027-06-15,120,119,1,38,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-15,2026-07-23,2027-06-15,PROD-012,120,119,1,38,59.96,365.0,False,,0,False,False,False,SILVER,True
2402,MOV-002402,LOT-2026-02402,PROD-049,Santa Cruz,2026-06-06,2026-06-11,2026-06-24,508,490,13,5,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-06-11,2026-06-24,PROD-049,508,490,13,5,53.71,18.0,False,,5,False,False,False,SILVER,True
2403,MOV-002403,LOT-2026-02403,PROD-006,Oruro,2026-06-19,2026-07-07,2027-06-19,854,839,10,18,29.49,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-19,2026-07-07,2027-06-19,PROD-006,854,839,10,18,29.49,365.0,False,,5,False,False,False,SILVER,True
2404,MOV-002404,LOT-2026-02404,PROD-044,Cochabamba,2026-07-30,2026-08-19,2026-08-17,803,767,31,20,38.35,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-30,2026-08-19,2026-08-17,PROD-044,803,767,31,20,38.35,18.0,False,,5,True,False,False,SILVER,True
2405,MOV-002405,LOT-2026-02405,PROD-007,Santa Cruz,2026-06-26,2026-07-21,2027-06-26,522,514,3,25,20.78,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-26,2026-07-21,2027-06-26,PROD-007,522,514,3,25,20.78,365.0,False,,5,False,False,False,SILVER,True
2406,MOV-002406,LOT-2026-02406,PROD-024,Tarija,2026-06-12,2026-06-29,2027-06-12,79,77,1,17,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-12,2026-06-29,2027-06-12,PROD-024,79,77,1,17,16.74,365.0,False,,1,False,False,False,SILVER,True
2407,MOV-002407,LOT-2026-02407,PROD-057,Santa Cruz,2026-08-09,2026-08-25,2027-08-09,110,104,1,16,16.73,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-09,2026-08-25,2027-08-09,PROD-057,110,104,1,16,16.73,365.0,False,,5,False,False,False,SILVER,True
2408,MOV-002408,LOT-2026-02408,PROD-048,La Paz,2026-08-18,2026-09-05,2027-08-18,236,229,1,18,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-18,2026-09-05,2027-08-18,PROD-048,236,229,1,18,49.21,365.0,False,,6,False,False,False,SILVER,True
2409,MOV-002409,LOT-2026-02409,PROD-059,Cochabamba,2026-07-26,2026-08-07,2027-07-26,51,48,0,12,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-07,2027-07-26,PROD-059,51,48,0,12,49.31,365.0,False,,3,False,False,False,SILVER,True
2410,MOV-002410,LOT-2026-02410,PROD-023,Santa Cruz,2026-08-06,2026-08-14,2026-08-24,592,576,15,8,22.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-06,2026-08-14,2026-08-24,PROD-023,592,576,15,8,22.32,18.0,False,,1,False,False,False,SILVER,True
2411,MOV-002411,LOT-2026-02411,PROD-008,Santa Cruz,2026-07-05,2026-07-13,2027-01-01,581,568,7,8,79.52,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-05,2026-07-13,2027-01-01,PROD-008,581,568,7,8,79.52,180.0,False,,6,False,False,False,SILVER,True
2412,MOV-002412,LOT-2026-02412,PROD-021,Tarija,2026-06-19,2026-07-27,2026-07-07,60,52,4,38,83.07,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-19,2026-07-27,2026-07-07,PROD-021,60,52,4,38,83.07,18.0,False,,4,True,False,False,SILVER,True
2413,MOV-002413,LOT-2026-02413,PROD-040,Cochabamba,2026-06-02,2026-07-04,2027-06-02,568,559,5,32,40.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-02,2026-07-04,2027-06-02,PROD-040,568,559,5,32,40.19,365.0,False,,4,False,False,False,SILVER,True
2414,MOV-002414,LOT-2026-02414,PROD-057,Santa Cruz,2026-07-31,2026-09-16,2027-07-31,281,270,7,47,16.73,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-31,2026-09-16,2027-07-31,PROD-057,281,270,7,47,16.73,365.0,False,,4,False,False,False,SILVER,True
2415,MOV-002415,LOT-2026-02415,PROD-041,Oruro,2026-07-04,2026-07-23,2026-12-31,597,588,8,19,48.44,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-04,2026-07-23,2026-12-31,PROD-041,597,588,8,19,48.44,180.0,False,,1,False,False,False,SILVER,True
2416,MOV-002416,LOT-2026-02416,PROD-034,Oruro,2026-05-10,2026-05-13,2026-05-28,367,353,10,3,54.4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-10,2026-05-13,2026-05-28,PROD-034,367,353,10,3,54.4,18.0,False,,4,False,False,False,SILVER,True
2417,MOV-002417,LOT-2026-02417,PROD-013,Tarija,2026-06-26,2026-07-26,2026-07-14,619,577,37,30,46.59,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-26,2026-07-26,2026-07-14,PROD-013,619,577,37,30,46.59,18.0,False,,5,True,False,False,SILVER,True
2418,MOV-002418,LOT-2026-02418,PROD-031,Santa Cruz,2026-08-14,2026-09-06,2027-08-14,900,889,5,23,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-14,2026-09-06,2027-08-14,PROD-031,900,889,5,23,50.89,365.0,False,,6,False,False,False,SILVER,True
2419,MOV-002419,LOT-2026-02419,PROD-038,La Paz,2026-05-31,2026-06-24,2027-05-31,305,299,2,24,26.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-31,2026-06-24,2027-05-31,PROD-038,305,299,2,24,26.68,365.0,False,,4,False,False,False,SILVER,True
2420,MOV-002420,LOT-2026-02420,PROD-026,Oruro,2026-08-06,2026-08-11,2026-08-24,341,325,9,5,28.64,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-06,2026-08-11,2026-08-24,PROD-026,341,325,9,5,28.64,18.0,False,,7,False,False,False,SILVER,True
2421,MOV-002421,LOT-2026-02421,PROD-016,La Paz,2026-08-17,2026-09-22,2027-08-17,491,481,4,36,25.77,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-09-22,2027-08-17,PROD-016,491,481,4,36,25.77,365.0,False,,6,False,False,False,SILVER,True
2422,MOV-002422,LOT-2026-02422,PROD-006,Oruro,2026-08-23,2026-09-14,2027-08-23,248,241,2,22,29.49,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-23,2026-09-14,2027-08-23,PROD-006,248,241,2,22,29.49,365.0,False,,5,False,False,False,SILVER,True
2423,MOV-002423,LOT-2026-02423,PROD-047,Santa Cruz,2026-07-30,2026-08-05,2026-08-17,456,443,12,6,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-30,2026-08-05,2026-08-17,PROD-047,456,443,12,6,68.27,18.0,False,,1,False,False,False,SILVER,True
2424,MOV-002424,LOT-2026-02424,PROD-028,Oruro,2026-05-12,2026-06-24,2027-05-12,911,889,16,43,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-12,2026-06-24,2027-05-12,PROD-028,911,889,16,43,27.13,365.0,False,,6,False,False,False,SILVER,True
2425,MOV-002425,LOT-2026-02425,PROD-052,Oruro,2026-05-04,2026-05-10,2026-05-22,566,545,15,6,41.48,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-04,2026-05-10,2026-05-22,PROD-052,566,545,15,6,41.48,18.0,False,,6,False,False,False,SILVER,True
2426,MOV-002426,LOT-2026-02426,PROD-009,Oruro,2026-05-24,2026-06-17,2026-06-11,428,409,19,24,75.19,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-05-24,2026-06-17,2026-06-11,PROD-009,428,409,19,24,75.19,18.0,False,,0,True,False,False,SILVER,True
2427,MOV-002427,LOT-2026-02427,PROD-049,Oruro,2026-06-22,2026-06-24,2026-07-10,325,310,9,2,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-22,2026-06-24,2026-07-10,PROD-049,325,310,9,2,53.71,18.0,False,,6,False,False,False,SILVER,True
2428,MOV-002428,LOT-2026-02428,PROD-053,La Paz,2026-07-02,2026-07-06,2026-07-20,302,292,9,4,52.38,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-06,2026-07-20,PROD-053,302,292,9,4,52.38,18.0,False,,1,False,False,False,SILVER,True
2429,MOV-002429,LOT-2026-02429,PROD-022,Santa Cruz,2026-06-08,2026-06-30,2026-06-26,828,786,35,22,24.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-08,2026-06-30,2026-06-26,PROD-022,828,786,35,22,24.66,18.0,False,,7,True,False,False,SILVER,True
2430,MOV-002430,LOT-2026-02430,PROD-017,La Paz,2026-07-02,2026-07-20,2027-07-02,324,315,3,18,34.67,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-20,2027-07-02,PROD-017,324,315,3,18,34.67,365.0,False,,6,False,False,False,SILVER,True
2431,MOV-002431,LOT-2026-02431,PROD-019,Oruro,2026-05-15,2026-06-11,2027-05-15,938,930,7,27,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-15,2026-06-11,2027-05-15,PROD-019,938,930,7,27,62.3,365.0,False,,1,False,False,False,SILVER,True
2432,MOV-002432,LOT-2026-02432,PROD-039,Cochabamba,2026-07-25,2026-08-05,2027-07-25,353,350,3,11,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-25,2026-08-05,2027-07-25,PROD-039,353,350,3,11,53.27,365.0,False,,0,False,False,False,SILVER,True
2433,MOV-002433,LOT-2026-02433,PROD-035,Santa Cruz,2026-08-10,2026-08-14,2027-02-06,146,138,2,4,37.84,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-10,2026-08-14,2027-02-06,PROD-035,146,138,2,4,37.84,180.0,False,,6,False,False,False,SILVER,True
2434,MOV-002434,LOT-2026-02434,PROD-033,Santa Cruz,2026-07-24,2026-08-06,2027-07-24,192,187,2,13,30.56,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-24,2026-08-06,2027-07-24,PROD-033,192,187,2,13,30.56,365.0,False,,3,False,False,False,SILVER,True
2435,MOV-002435,LOT-2026-02435,PROD-028,Cochabamba,2026-06-01,2026-06-23,2027-06-01,447,442,3,22,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-01,2026-06-23,2027-06-01,PROD-028,447,442,3,22,27.13,365.0,False,,2,False,False,False,SILVER,True
2436,MOV-002436,LOT-2026-02436,PROD-007,Cochabamba,2026-05-29,2026-06-26,2027-05-29,642,634,3,28,20.78,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-29,2026-06-26,2027-05-29,PROD-007,642,634,3,28,20.78,365.0,False,,5,False,False,False,SILVER,True
2437,MOV-002437,LOT-2026-02437,PROD-015,Santa Cruz,2026-05-22,2026-06-04,2026-06-09,584,562,16,13,68.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-22,2026-06-04,2026-06-09,PROD-015,584,562,16,13,68.74,18.0,False,,6,False,False,False,SILVER,True
2438,MOV-002438,LOT-2026-02438,PROD-013,Oruro,2026-05-22,2026-06-03,2026-06-09,531,514,14,12,46.59,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-22,2026-06-03,2026-06-09,PROD-013,531,514,14,12,46.59,18.0,False,,3,False,False,False,SILVER,True
2439,MOV-002439,LOT-2026-02439,PROD-034,Oruro,2026-05-20,2026-05-26,2026-06-07,484,467,14,6,54.4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-20,2026-05-26,2026-06-07,PROD-034,484,467,14,6,54.4,18.0,False,,3,False,False,False,SILVER,True
2440,MOV-002440,LOT-2026-02440,PROD-022,La Paz,2026-07-25,2026-07-31,2026-08-12,720,697,19,6,24.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-25,2026-07-31,2026-08-12,PROD-022,720,697,19,6,24.66,18.0,False,,4,False,False,False,SILVER,True
2441,MOV-002441,LOT-2026-02441,PROD-012,La Paz,2026-05-14,2026-06-07,2027-05-14,669,662,7,24,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-14,2026-06-07,2027-05-14,PROD-012,669,662,7,24,59.96,365.0,False,,0,False,False,False,SILVER,True
2442,MOV-002442,LOT-2026-02442,PROD-046,Santa Cruz,2026-05-28,2026-06-18,2027-05-28,903,891,5,21,25.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-28,2026-06-18,2027-05-28,PROD-046,903,891,5,21,25.66,365.0,False,,7,False,False,False,SILVER,True
2443,MOV-002443,LOT-2026-02443,PROD-039,Tarija,2026-06-02,2026-06-16,2027-06-02,541,536,4,14,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-02,2026-06-16,2027-06-02,PROD-039,541,536,4,14,53.27,365.0,False,,1,False,False,False,SILVER,True
2444,MOV-002444,LOT-2026-02444,PROD-048,Cochabamba,2026-05-02,2026-05-16,2027-05-02,987,979,8,14,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-02,2026-05-16,2027-05-02,PROD-048,987,979,8,14,49.21,365.0,False,,0,False,False,False,SILVER,True
2445,MOV-002445,LOT-2026-02445,PROD-055,La Paz,2026-06-05,2026-06-19,2027-06-05,122,114,1,14,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-05,2026-06-19,2027-06-05,PROD-055,122,114,1,14,69.47,365.0,False,,7,False,False,False,SILVER,True
2446,MOV-002446,LOT-2026-02446,PROD-031,Santa Cruz,2026-07-19,2026-08-07,2027-07-19,510,506,3,19,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-19,2026-08-07,2027-07-19,PROD-031,510,506,3,19,50.89,365.0,False,,1,False,False,False,SILVER,True
2447,MOV-002447,LOT-2026-02447,PROD-055,Cochabamba,2026-08-16,2026-08-29,2027-08-16,574,563,4,13,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-16,2026-08-29,2027-08-16,PROD-055,574,563,4,13,69.47,365.0,False,,7,False,False,False,SILVER,True
2448,MOV-002448,LOT-2026-02448,PROD-028,La Paz,2026-07-23,2026-08-10,2027-07-23,929,920,5,18,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-23,2026-08-10,2027-07-23,PROD-028,929,920,5,18,27.13,365.0,False,,4,False,False,False,SILVER,True
2449,MOV-002449,LOT-2026-02449,PROD-037,Oruro,2026-06-17,2026-07-21,2026-07-05,971,912,57,34,25.76,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-17,2026-07-21,2026-07-05,PROD-037,971,912,57,34,25.76,18.0,False,,2,True,False,False,SILVER,True
2450,MOV-002450,LOT-2026-02450,PROD-029,Tarija,2026-05-18,2026-06-02,2027-05-18,234,230,2,15,81.05,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-18,2026-06-02,2027-05-18,PROD-029,234,230,2,15,81.05,365.0,False,,2,False,False,False,SILVER,True
2451,MOV-002451,LOT-2026-02451,PROD-024,Oruro,2026-05-13,2026-06-15,2027-05-13,156,155,1,33,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-13,2026-06-15,2027-05-13,PROD-024,156,155,1,33,16.74,365.0,False,,0,False,False,False,SILVER,True
2452,MOV-002452,LOT-2026-02452,PROD-047,Oruro,2026-08-05,2026-08-12,2026-08-23,493,475,13,7,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-05,2026-08-12,2026-08-23,PROD-047,493,475,13,7,68.27,18.0,False,,5,False,False,False,SILVER,True
2453,MOV-002453,LOT-2026-02453,PROD-043,Oruro,2026-08-21,2026-08-22,2027-02-17,548,535,7,1,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-21,2026-08-22,2027-02-17,PROD-043,548,535,7,1,16.46,180.0,False,,6,False,False,False,SILVER,True
2454,MOV-002454,LOT-2026-02454,PROD-047,Santa Cruz,2026-06-11,2026-06-13,2026-06-29,980,949,28,2,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-11,2026-06-13,2026-06-29,PROD-047,980,949,28,2,68.27,18.0,False,,3,False,False,False,SILVER,True
2455,MOV-002455,LOT-2026-02455,PROD-047,La Paz,2026-08-12,2026-08-23,2026-08-30,552,534,15,11,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-12,2026-08-23,2026-08-30,PROD-047,552,534,15,11,68.27,18.0,False,,3,False,False,False,SILVER,True
2456,MOV-002456,LOT-2026-02456,PROD-042,Santa Cruz,2026-05-25,2026-06-24,2027-05-25,366,360,3,30,55.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-25,2026-06-24,2027-05-25,PROD-042,366,360,3,30,55.74,365.0,False,,3,False,False,False,SILVER,True
2457,MOV-002457,LOT-2026-02457,PROD-015,Tarija,2026-06-20,2026-06-24,2026-07-08,190,181,5,4,68.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-20,2026-06-24,2026-07-08,PROD-015,190,181,5,4,68.74,18.0,False,,4,False,False,False,SILVER,True
2458,MOV-002458,LOT-2026-02458,PROD-044,Cochabamba,2026-05-07,2026-05-28,2026-05-25,742,710,30,21,38.35,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-05-07,2026-05-28,2026-05-25,PROD-044,742,710,30,21,38.35,18.0,False,,2,True,False,False,SILVER,True
2459,MOV-002459,LOT-2026-02459,PROD-002,Tarija,2026-06-16,2026-07-04,2027-06-16,814,806,4,18,82.37,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-16,2026-07-04,2027-06-16,PROD-002,814,806,4,18,82.37,365.0,False,,4,False,False,False,SILVER,True
2460,MOV-002460,LOT-2026-02460,PROD-034,Oruro,2026-07-13,2026-07-31,2026-07-31,646,618,23,18,54.4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-13,2026-07-31,2026-07-31,PROD-034,646,618,23,18,54.4,18.0,False,,5,False,False,False,SILVER,True
2461,MOV-002461,LOT-2026-02461,PROD-007,Santa Cruz,2026-07-22,2026-08-02,2027-07-22,757,752,4,11,20.78,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-22,2026-08-02,2027-07-22,PROD-007,757,752,4,11,20.78,365.0,False,,1,False,False,False,SILVER,True
2462,MOV-002462,LOT-2026-02462,PROD-017,Oruro,2026-06-30,2026-07-20,2027-06-30,147,143,1,20,34.67,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-30,2026-07-20,2027-06-30,PROD-017,147,143,1,20,34.67,365.0,False,,3,False,False,False,SILVER,True
2463,MOV-002463,LOT-2026-02463,PROD-045,Oruro,2026-07-14,2026-08-16,2026-08-01,125,113,7,33,27.1,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-14,2026-08-16,2026-08-01,PROD-045,125,113,7,33,27.1,18.0,False,,5,True,False,False,SILVER,True
2464,MOV-002464,LOT-2026-02464,PROD-010,Tarija,2026-07-25,2026-08-08,2027-07-25,816,808,4,14,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-25,2026-08-08,2027-07-25,PROD-010,816,808,4,14,18.97,365.0,False,,4,False,False,False,SILVER,True
2465,MOV-002465,LOT-2026-02465,PROD-059,Tarija,2026-08-04,2026-08-19,2027-08-04,452,448,3,15,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-04,2026-08-19,2027-08-04,PROD-059,452,448,3,15,49.31,365.0,False,,1,False,False,False,SILVER,True
2466,MOV-002466,LOT-2026-02466,PROD-007,La Paz,2026-06-25,2026-07-10,2027-06-25,180,174,1,15,20.78,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-25,2026-07-10,2027-06-25,PROD-007,180,174,1,15,20.78,365.0,False,,5,False,False,False,SILVER,True
2467,MOV-002467,LOT-2026-02467,PROD-040,La Paz,2026-07-12,2026-07-27,2027-07-12,689,685,4,15,40.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-12,2026-07-27,2027-07-12,PROD-040,689,685,4,15,40.19,365.0,False,,0,False,False,False,SILVER,True
2468,MOV-002468,LOT-2026-02468,PROD-048,Cochabamba,2026-06-06,2026-06-19,2027-06-06,976,969,6,13,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-06-19,2027-06-06,PROD-048,976,969,6,13,49.21,365.0,False,,1,False,False,False,SILVER,True
2469,MOV-002469,LOT-2026-02469,PROD-059,Tarija,2026-05-18,2026-06-04,2027-05-18,923,910,8,17,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-18,2026-06-04,2027-05-18,PROD-059,923,910,8,17,49.31,365.0,False,,5,False,False,False,SILVER,True
2470,MOV-002470,LOT-2026-02470,PROD-013,Tarija,2026-05-07,2026-05-22,2026-05-25,928,899,29,15,46.59,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-07,2026-05-22,2026-05-25,PROD-013,928,899,29,15,46.59,18.0,False,,0,False,False,False,SILVER,True
2471,MOV-002471,LOT-2026-02471,PROD-004,Oruro,2026-06-13,2026-06-21,2026-07-01,163,159,4,8,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-13,2026-06-21,2026-07-01,PROD-004,163,159,4,8,16.27,18.0,False,,0,False,False,False,SILVER,True
2472,MOV-002472,LOT-2026-02472,PROD-049,Oruro,31/05/2026,2026-06-14,2026-06-18,573,554,17,14,53.71,False,,False,,False,,False,,False,Fecha válida con formato DD/MM/AAAA,False,,False,,False,,False,,False,,False,,False,,False,NORMALIZAR_FECHA_INGRESO,Fecha válida DD/MM/AAAA convertida a AAAA-MM-DD,2026-05-31,2026-06-14,2026-06-18,PROD-049,573,554,17,14,53.71,18.0,False,,2,False,False,False,SILVER,True
2473,MOV-002473,LOT-2026-02473,PROD-005,Cochabamba,2026-08-04,2026-08-28,2027-08-04,600,592,3,24,35.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-04,2026-08-28,2027-08-04,PROD-005,600,592,3,24,35.68,365.0,False,,5,False,False,False,SILVER,True
2474,MOV-002474,LOT-2026-02474,PROD-029,La Paz,2026-07-26,2026-08-18,2027-07-26,125,118,1,23,81.05,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-18,2027-07-26,PROD-029,125,118,1,23,81.05,365.0,False,,6,False,False,False,SILVER,True
