fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,estado_tratamiento,tratamiento_aplicado,detalle_resultado
20645,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20664,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
20884,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21058,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21074,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21118,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21159,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21212,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21240,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21240,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00885 + 2026-08-26 04:37:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
21300,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
21325,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21369,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
21409,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21413,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21421,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21435,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21452,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21460,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21714,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21743,camion_id,FORMATO_INVALIDO, cam-21 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21754,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21765,camion_id,FORMATO_INVALIDO, cam-17 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21847,camion_id,FORMATO_INVALIDO, cam-28 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21887,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21913,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
21931,camion_id,FORMATO_INVALIDO, cam-10 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22248,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22298,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22365,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22511,camion_id,FORMATO_INVALIDO, cam-25 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22592,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22613,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22730,camion_id,FORMATO_INVALIDO, cam-20 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22824,camion_id,FORMATO_INVALIDO, cam-15 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22835,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22841,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22880,camion_id,FORMATO_INVALIDO, cam-20 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
22960,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23055,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23093,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23127,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
23135,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23167,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23179,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23220,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23426,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23456,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23561,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23567,camion_id,FORMATO_INVALIDO, cam-24 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23601,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23702,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23787,camion_id,FORMATO_INVALIDO, cam-28 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23861,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
23991,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24040,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24402,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24416,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24482,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
24579,humedad_cabina_pct,FUERA_RANGO,-92.6,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24647,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24674,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24824,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24838,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
24976,camion_id,FORMATO_INVALIDO, cam-24 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25016,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25029,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25071,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25332,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
25485,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25532,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25535,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25630,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25688,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
25750,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
25819,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
26047,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26061,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26093,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26101,humedad_cabina_pct,FUERA_RANGO,-37.4,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26120,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26152,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,K_A_C,Kelvin confirmado y conversión validada
26156,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26209,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
26238,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26242,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26321,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26353,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26425,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26525,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26584,humedad_cabina_pct,FUERA_RANGO,-76.6,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
26990,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27028,camion_id,FORMATO_INVALIDO, cam-26 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27214,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27228,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27298,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27301,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27380,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27390,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27421,humedad_cabina_pct,FUERA_RANGO,-39.8,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27443,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27489,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27542,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27605,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27807,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27904,camion_id,FORMATO_INVALIDO, cam-08 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
27936,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28063,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
28111,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28132,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28181,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28187,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,K_A_C,Kelvin confirmado y conversión validada
28226,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28336,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28490,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28801,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00236 + 2026-08-10 20:07:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28802,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00184 + 2026-08-21 16:21:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28803,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00970 + 2026-08-25 04:44:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28804,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00194 + 2026-08-18 04:11:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28805,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00914 + 2026-08-02 11:49:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28806,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00259 + 2026-08-19 11:40:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28807,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00242 + 2026-08-18 17:23:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28808,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00662 + 2026-08-12 02:44:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28809,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01036 + 2026-08-16 05:38:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28810,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01172 + 2026-08-02 08:45:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28811,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00363 + 2026-08-06 05:11:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28812,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00927 + 2026-08-26 10:35:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28813,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00807 + 2026-08-15 15:30:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28814,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00486 + 2026-08-09 11:02:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28815,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00197 + 2026-08-19 21:30:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28816,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00670 + 2026-08-28 18:01:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28817,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00781 + 2026-08-16 04:20:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28818,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00053 + 2026-08-09 23:54:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28819,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00047 + 2026-08-29 06:13:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28820,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00305 + 2026-08-23 15:01:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28821,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00122 + 2026-08-23 15:16:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28822,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00823 + 2026-08-03 03:34:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28823,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00896 + 2026-08-04 00:41:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28824,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00380 + 2026-08-01 15:38:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28825,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00679 + 2026-08-06 13:54:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28826,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00217 + 2026-08-12 12:57:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28827,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00027 + 2026-08-30 10:57:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28828,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00051 + 2026-08-06 14:54:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28829,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00864 + 2026-08-03 05:18:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28830,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01070 + 2026-08-20 18:11:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
