_fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,humedad_cabina_pct,desviacion_termica_flag,temperatura_anterior,ts_temperatura_anterior,variacion_temperatura_30min,ts_base_variacion,motivo_temperatura_anterior,motivo_variacion_30min,desviacion_proximos_60min_flag,ventana_objetivo_evaluable,objetivo_coincide_con_silver,calidad_estado,calidad_motivo
15650,2026-08-15 19:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,16.8,53.7,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15651,2026-08-15 19:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.49,43.7,0,16.8,2026-08-15 19:11:00+00:00,2.6899999999999977,2026-08-15 19:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15652,2026-08-15 20:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,20.2,45.1,0,19.49,2026-08-15 19:41:00+00:00,0.7100000000000009,2026-08-15 19:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15653,2026-08-15 20:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,17.21,49.0,0,20.2,2026-08-15 20:11:00+00:00,-2.9899999999999984,2026-08-15 20:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15654,2026-08-15 21:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,23.2,50.8,0,17.21,2026-08-15 20:41:00+00:00,5.989999999999998,2026-08-15 20:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15655,2026-08-15 21:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,24.54,39.0,0,23.2,2026-08-15 21:11:00+00:00,1.3399999999999999,2026-08-15 21:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15656,2026-08-15 22:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.12,45.9,0,24.54,2026-08-15 21:41:00+00:00,-5.419999999999998,2026-08-15 21:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15657,2026-08-15 22:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,20.36,55.5,0,19.12,2026-08-15 22:11:00+00:00,1.2399999999999984,2026-08-15 22:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15658,2026-08-15 23:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,22.23,52.7,0,20.36,2026-08-15 22:41:00+00:00,1.870000000000001,2026-08-15 22:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15659,2026-08-15 23:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.69,47.3,0,22.23,2026-08-15 23:11:00+00:00,-2.539999999999999,2026-08-15 23:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15660,2026-08-16 00:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,22.52,43.9,0,19.69,2026-08-15 23:41:00+00:00,2.8299999999999983,2026-08-15 23:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15661,2026-08-16 00:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.71,51.5,0,22.52,2026-08-16 00:11:00+00:00,-2.8099999999999987,2026-08-16 00:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15662,2026-08-16 01:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.5,38.9,0,19.71,2026-08-16 00:41:00+00:00,-0.21000000000000085,2026-08-16 00:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15663,2026-08-16 01:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,16.66,52.1,0,19.5,2026-08-16 01:11:00+00:00,-2.84,2026-08-16 01:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15664,2026-08-16 02:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,21.49,51.5,0,16.66,2026-08-16 01:41:00+00:00,4.829999999999998,2026-08-16 01:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15665,2026-08-16 02:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,17.1,60.8,0,21.49,2026-08-16 02:11:00+00:00,-4.389999999999997,2026-08-16 02:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15666,2026-08-16 03:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,18.45,43.1,0,17.1,2026-08-16 02:41:00+00:00,1.3499999999999979,2026-08-16 02:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15667,2026-08-16 03:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,19.69,42.6,0,18.45,2026-08-16 03:11:00+00:00,1.240000000000002,2026-08-16 03:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15668,2026-08-16 04:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,21.02,40.5,0,19.69,2026-08-16 03:41:00+00:00,1.3299999999999983,2026-08-16 03:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15669,2026-08-16 04:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,20.68,48.4,0,21.02,2026-08-16 04:11:00+00:00,-0.33999999999999986,2026-08-16 04:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15670,2026-08-16 05:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,21.51,52.0,0,20.68,2026-08-16 04:41:00+00:00,0.8300000000000018,2026-08-16 04:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15671,2026-08-16 05:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,16.67,42.5,0,21.51,2026-08-16 05:11:00+00:00,-4.84,2026-08-16 05:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15672,2026-08-16 06:11:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,21.51,43.4,0,16.67,2026-08-16 05:41:00+00:00,4.84,2026-08-16 05:41:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15673,2026-08-16 06:41:00+00:00,VIA-00653,ORD-2026-03513,CAM-26,PROD-003,18.02,43.7,0,21.51,2026-08-16 06:11:00+00:00,-3.490000000000002,2026-08-16 06:11:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15674,2026-08-12 02:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.08,71.6,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15675,2026-08-12 03:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,2.58,81.1,0,3.08,2026-08-12 02:50:00+00:00,-0.5,2026-08-12 02:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15676,2026-08-12 03:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.22,76.6,0,2.58,2026-08-12 03:20:00+00:00,1.6399999999999997,2026-08-12 03:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15677,2026-08-12 04:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.48,76.1,0,4.22,2026-08-12 03:50:00+00:00,0.2600000000000007,2026-08-12 03:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15678,2026-08-12 04:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,2.86,76.3,0,4.48,2026-08-12 04:20:00+00:00,-1.6200000000000006,2026-08-12 04:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15679,2026-08-12 05:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.66,75.8,0,2.86,2026-08-12 04:50:00+00:00,0.8000000000000003,2026-08-12 04:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15680,2026-08-12 05:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.23,81.2,0,3.66,2026-08-12 05:20:00+00:00,-0.43000000000000016,2026-08-12 05:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15681,2026-08-12 06:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,2.91,65.1,0,3.23,2026-08-12 05:50:00+00:00,-0.31999999999999984,2026-08-12 05:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15682,2026-08-12 06:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.0,83.2,0,2.91,2026-08-12 06:20:00+00:00,1.0899999999999999,2026-08-12 06:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15683,2026-08-12 07:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,5.17,82.1,0,4.0,2026-08-12 06:50:00+00:00,1.17,2026-08-12 06:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15684,2026-08-12 07:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.15,79.2,0,5.17,2026-08-12 07:20:00+00:00,-1.0199999999999996,2026-08-12 07:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15685,2026-08-12 08:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.79,81.7,0,4.15,2026-08-12 07:50:00+00:00,0.6399999999999997,2026-08-12 07:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15686,2026-08-12 08:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.07,78.7,0,4.79,2026-08-12 08:20:00+00:00,-1.7200000000000002,2026-08-12 08:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15687,2026-08-12 09:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,5.53,77.5,0,3.07,2026-08-12 08:50:00+00:00,2.4600000000000004,2026-08-12 08:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15688,2026-08-12 09:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.39,70.1,0,5.53,2026-08-12 09:20:00+00:00,-2.14,2026-08-12 09:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15689,2026-08-12 10:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.31,76.8,0,3.39,2026-08-12 09:50:00+00:00,-0.08000000000000007,2026-08-12 09:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15690,2026-08-12 10:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.73,82.8,0,3.31,2026-08-12 10:20:00+00:00,1.4200000000000004,2026-08-12 10:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15691,2026-08-12 11:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,2.72,83.3,0,4.73,2026-08-12 10:50:00+00:00,-2.0100000000000002,2026-08-12 10:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15692,2026-08-12 11:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.65,65.0,0,2.72,2026-08-12 11:20:00+00:00,1.9300000000000002,2026-08-12 11:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15693,2026-08-12 12:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.05,89.6,0,4.65,2026-08-12 11:50:00+00:00,-1.6000000000000005,2026-08-12 11:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15694,2026-08-12 12:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.87,77.3,0,3.05,2026-08-12 12:20:00+00:00,1.8200000000000003,2026-08-12 12:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15695,2026-08-12 13:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,4.48,63.1,0,4.87,2026-08-12 12:50:00+00:00,-0.3899999999999997,2026-08-12 12:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15696,2026-08-12 13:50:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.31,69.3,0,4.48,2026-08-12 13:20:00+00:00,-1.1700000000000004,2026-08-12 13:20:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15697,2026-08-12 14:20:00+00:00,VIA-00654,ORD-2026-01394,CAM-19,PROD-056,3.93,83.1,0,3.31,2026-08-12 13:50:00+00:00,0.6200000000000001,2026-08-12 13:50:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15698,2026-08-18 04:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,19.88,44.2,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15699,2026-08-18 04:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,22.78,43.0,0,19.88,2026-08-18 04:09:00+00:00,2.900000000000002,2026-08-18 04:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15700,2026-08-18 05:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.71,53.4,0,22.78,2026-08-18 04:39:00+00:00,-2.0700000000000003,2026-08-18 04:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15701,2026-08-18 05:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.59,54.2,0,20.71,2026-08-18 05:09:00+00:00,-0.120000000000001,2026-08-18 05:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15702,2026-08-18 06:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.92,41.5,0,20.59,2026-08-18 05:39:00+00:00,0.33000000000000185,2026-08-18 05:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15703,2026-08-18 06:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,17.91,54.6,0,20.92,2026-08-18 06:09:00+00:00,-3.0100000000000016,2026-08-18 06:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15704,2026-08-18 07:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,22.36,37.2,0,17.91,2026-08-18 06:39:00+00:00,4.449999999999999,2026-08-18 06:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15705,2026-08-18 07:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,18.31,63.4,0,22.36,2026-08-18 07:09:00+00:00,-4.050000000000001,2026-08-18 07:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15706,2026-08-18 08:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.98,39.5,0,18.31,2026-08-18 07:39:00+00:00,2.6700000000000017,2026-08-18 07:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15707,2026-08-18 08:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,19.67,47.3,0,20.98,2026-08-18 08:09:00+00:00,-1.3099999999999987,2026-08-18 08:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15708,2026-08-18 09:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,22.3,51.8,0,19.67,2026-08-18 08:39:00+00:00,2.629999999999999,2026-08-18 08:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15709,2026-08-18 09:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.72,32.4,0,22.3,2026-08-18 09:09:00+00:00,-1.5800000000000018,2026-08-18 09:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15710,2026-08-18 10:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,17.96,45.7,0,20.72,2026-08-18 09:39:00+00:00,-2.759999999999998,2026-08-18 09:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15711,2026-08-18 10:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.26,50.7,0,17.96,2026-08-18 10:09:00+00:00,2.3000000000000007,2026-08-18 10:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15712,2026-08-18 11:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,21.22,49.6,0,20.26,2026-08-18 10:39:00+00:00,0.9599999999999973,2026-08-18 10:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15713,2026-08-18 11:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,20.39,49.8,0,21.22,2026-08-18 11:09:00+00:00,-0.8299999999999983,2026-08-18 11:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15714,2026-08-18 12:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,18.96,43.9,0,20.39,2026-08-18 11:39:00+00:00,-1.4299999999999997,2026-08-18 11:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15715,2026-08-18 12:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,21.36,51.7,0,18.96,2026-08-18 12:09:00+00:00,2.3999999999999986,2026-08-18 12:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15716,2026-08-18 13:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,19.25,44.3,0,21.36,2026-08-18 12:39:00+00:00,-2.1099999999999994,2026-08-18 12:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15717,2026-08-18 13:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,19.04,52.2,0,19.25,2026-08-18 13:09:00+00:00,-0.21000000000000085,2026-08-18 13:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15718,2026-08-18 14:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,22.84,41.8,0,19.04,2026-08-18 13:39:00+00:00,3.8000000000000007,2026-08-18 13:39:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15719,2026-08-18 14:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,22.61,49.5,0,22.84,2026-08-18 14:09:00+00:00,-0.23000000000000043,2026-08-18 14:09:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15720,2026-08-18 15:09:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,18.32,46.9,0,22.61,2026-08-18 14:39:00+00:00,-4.289999999999999,2026-08-18 14:39:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15721,2026-08-18 15:39:00+00:00,VIA-00655,ORD-2026-02086,CAM-29,PROD-032,21.43,46.3,0,18.32,2026-08-18 15:09:00+00:00,3.1099999999999994,2026-08-18 15:09:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
15722,2026-08-29 14:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.19,60.9,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15723,2026-08-29 15:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-19.44,61.2,0,-18.19,2026-08-29 14:41:00+00:00,-1.25,2026-08-29 14:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15724,2026-08-29 15:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.23,80.3,0,-19.44,2026-08-29 15:11:00+00:00,1.2100000000000009,2026-08-29 15:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15725,2026-08-29 16:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-19.1,76.7,0,-18.23,2026-08-29 15:41:00+00:00,-0.870000000000001,2026-08-29 15:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15726,2026-08-29 16:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.96,78.4,0,-19.1,2026-08-29 16:11:00+00:00,1.1400000000000006,2026-08-29 16:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15727,2026-08-29 17:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.12,65.5,0,-17.96,2026-08-29 16:41:00+00:00,0.8399999999999999,2026-08-29 16:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15728,2026-08-29 17:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.42,60.1,0,-17.12,2026-08-29 17:11:00+00:00,-0.3000000000000007,2026-08-29 17:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15729,2026-08-29 18:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.35,69.1,0,-17.42,2026-08-29 17:41:00+00:00,-0.9299999999999997,2026-08-29 17:41:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15730,2026-08-29 18:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-16.7,79.5,0,-18.35,2026-08-29 18:11:00+00:00,1.6500000000000021,2026-08-29 18:11:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15731,2026-08-29 19:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-15.58,76.1,1,-16.7,2026-08-29 18:41:00+00:00,1.1199999999999992,2026-08-29 18:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15732,2026-08-29 19:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.7,62.2,0,-15.58,2026-08-29 19:11:00+00:00,-2.119999999999999,2026-08-29 19:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15733,2026-08-29 20:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.19,72.8,0,-17.7,2026-08-29 19:41:00+00:00,-0.490000000000002,2026-08-29 19:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15734,2026-08-29 20:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.89,67.2,0,-18.19,2026-08-29 20:11:00+00:00,0.3000000000000007,2026-08-29 20:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15735,2026-08-29 21:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.6,73.7,0,-17.89,2026-08-29 20:41:00+00:00,-0.7100000000000009,2026-08-29 20:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15736,2026-08-29 21:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.05,66.9,0,-18.6,2026-08-29 21:11:00+00:00,1.5500000000000007,2026-08-29 21:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15737,2026-08-29 22:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.31,70.1,0,-17.05,2026-08-29 21:41:00+00:00,-1.259999999999998,2026-08-29 21:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15738,2026-08-29 22:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.4,70.7,0,-18.31,2026-08-29 22:11:00+00:00,0.9100000000000001,2026-08-29 22:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15739,2026-08-29 23:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-16.39,66.9,0,-17.4,2026-08-29 22:41:00+00:00,1.009999999999998,2026-08-29 22:41:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15740,2026-08-29 23:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-17.43,74.2,0,-16.39,2026-08-29 23:11:00+00:00,-1.0399999999999991,2026-08-29 23:11:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15741,2026-08-30 00:11:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-15.97,70.7,1,-17.43,2026-08-29 23:41:00+00:00,1.459999999999999,2026-08-29 23:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
15742,2026-08-30 00:41:00+00:00,VIA-00656,ORD-2026-01180,CAM-19,PROD-041,-18.14,68.6,0,-15.97,2026-08-30 00:11:00+00:00,-2.17,2026-08-30 00:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
