fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
17330,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17331,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17332,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17333,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17334,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17335,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17336,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17337,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17338,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17339,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17340,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17341,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17342,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17343,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17344,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17345,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17346,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17347,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17348,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17349,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17350,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17351,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17352,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17370,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-08 ,Formato esperado CAM-00,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17370,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE, cam-08 ,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17374,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17377,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17378,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17379,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17380,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17381,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17382,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17383,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17384,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17385,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17386,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17387,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17388,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17389,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17390,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17391,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17392,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17393,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17394,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17395,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17396,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17397,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17398,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17399,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17400,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17401,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17401,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17402,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17402,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17403,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17403,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17404,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17404,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17405,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17405,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17406,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17406,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17407,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17407,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17408,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17408,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17409,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17409,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17410,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17410,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17411,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17411,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17412,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17412,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17413,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17413,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17414,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17414,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17415,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17415,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17416,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17416,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17417,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17417,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17418,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17418,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17419,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17419,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17420,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17420,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17421,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17421,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17422,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17422,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17423,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17423,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17424,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17424,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17497,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17498,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17499,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
17500,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
