evento_tec_id,camion_id,posicion_evento,sistema,fecha_exportacion,evento_id,timestamp,tipo,severidad,valor_lectura,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,camion_id_original,evento_id_original,timestamp_original,tipo_original,severidad_original,valor_lectura_original,reconocido_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,valor_lectura_no_aplica,valor_lectura_conversion_invalida,valor_lectura_centinela_detectado,reconocido_normalizado,reconocido_ausente,timestamp_utc,timestamp_tratado,timestamp_formato_detectado,timestamp_transformado,timestamp_conversion_invalida,tipo_valido,severidad_valida,camion_corresponde_flota_silver,duplicado_evento_id,duplicado_exacto,conflicto_evento,copia_duplicada,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
113,CAM-18,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00104,2026-08-14T14:07:00,ALERTA_TEMP_CADENA_FRIO,Baja,35.12,False,8.7,57.8,2026-08-25,CAM-18,EVT-ALOG-00104,2026-08-14T14:07:00,ALERTA_TEMP_CADENA_FRIO,Baja,35.12,False,,,,False,False,False,False,False,False,False,2026-08-14 18:07:00+00:00,2026-08-14T18:07:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
114,CAM-19,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00108,2026-08-07T21:14:00,EXCESO_VELOCIDAD,Media,32.46,True,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00108,2026-08-07T21:14:00,EXCESO_VELOCIDAD,Media,32.46,True,,,,False,False,False,False,False,True,False,2026-08-08 01:14:00+00:00,2026-08-08T01:14:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
115,CAM-19,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00109,2026-08-08T02:10:00,GEOCERCA_SALIDA,Baja,65.73,,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00109,2026-08-08T02:10:00,GEOCERCA_SALIDA,Baja,65.73,,,,,False,False,False,False,False,,True,2026-08-08 06:10:00+00:00,2026-08-08T06:10:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
116,CAM-19,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00110,2026-08-24T17:07:00,GEOCERCA_SALIDA,Baja,72.29,True,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00110,2026-08-24T17:07:00,GEOCERCA_SALIDA,Baja,72.29,True,,,,False,False,False,False,False,True,False,2026-08-24 21:07:00+00:00,2026-08-24T21:07:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
117,CAM-19,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00111,2026-08-16T20:22:00,MANTENIMIENTO_PROGRAMADO,Alta,65.43,True,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00111,2026-08-16T20:22:00,MANTENIMIENTO_PROGRAMADO,Alta,65.43,True,,,,False,False,False,False,False,True,False,2026-08-17 00:22:00+00:00,2026-08-17T00:22:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
118,CAM-19,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00112,2026-08-24T05:43:00,MANTENIMIENTO_PROGRAMADO,Media,88.96,True,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00112,2026-08-24T05:43:00,MANTENIMIENTO_PROGRAMADO,Media,88.96,True,,,,False,False,False,False,False,True,False,2026-08-24 09:43:00+00:00,2026-08-24T09:43:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
119,CAM-19,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00113,05/08/2026 11:17,MANTENIMIENTO_PROGRAMADO,Baja,82.14,False,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00113,05/08/2026 11:17,MANTENIMIENTO_PROGRAMADO,Baja,82.14,False,,,,True,False,False,False,False,False,False,2026-08-05 15:17:00+00:00,2026-08-05T15:17:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
120,CAM-19,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00114,2026-08-16T20:57:00,FALLA_MOTOR,Alta,43.36,False,8.9,42.0,2026-08-28,CAM-19,EVT-ALOG-00114,2026-08-16T20:57:00,FALLA_MOTOR,Alta,43.36,False,,,,False,False,False,False,False,False,False,2026-08-17 00:57:00+00:00,2026-08-17T00:57:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
121,CAM-20,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00115,03/08/2026 07:08,EXCESO_VELOCIDAD,Media,60.86,True,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00115,03/08/2026 07:08,EXCESO_VELOCIDAD,Media,60.86,True,,,,True,False,False,False,False,True,False,2026-08-03 11:08:00+00:00,2026-08-03T11:08:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
122,CAM-20,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00116,2026-08-07T07:36:00,MANTENIMIENTO_PROGRAMADO,Media,60.54,False,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00116,2026-08-07T07:36:00,MANTENIMIENTO_PROGRAMADO,Media,60.54,False,,,,False,False,False,False,False,False,False,2026-08-07 11:36:00+00:00,2026-08-07T11:36:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
123,CAM-20,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00117,2026-08-17T20:48:00,FALLA_MOTOR,Baja,45.21,True,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00117,2026-08-17T20:48:00,FALLA_MOTOR,Baja,45.21,True,,,,False,False,False,False,False,True,False,2026-08-18 00:48:00+00:00,2026-08-18T00:48:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
124,CAM-20,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00118,2026-08-10T15:28:00,GEOCERCA_SALIDA,Baja,94.37,True,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00118,2026-08-10T15:28:00,GEOCERCA_SALIDA,Baja,94.37,True,,,,False,False,False,False,False,True,False,2026-08-10 19:28:00+00:00,2026-08-10T19:28:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
125,CAM-20,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00119,2026-08-09T16:20:00,FALLA_MOTOR,Media,34.89,True,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00119,2026-08-09T16:20:00,FALLA_MOTOR,Media,34.89,True,,,,False,False,False,False,False,True,False,2026-08-09 20:20:00+00:00,2026-08-09T20:20:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
126,CAM-20,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00120,2026-08-01T14:02:00,MANTENIMIENTO_PROGRAMADO,Baja,72.51,False,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00120,2026-08-01T14:02:00,MANTENIMIENTO_PROGRAMADO,Baja,72.51,False,,,,False,False,False,False,False,False,False,2026-08-01 18:02:00+00:00,2026-08-01T18:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
127,CAM-20,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00121,2026-08-21T16:07:00,EXCESO_VELOCIDAD,Alta,52.53,True,7.6,24.8,2026-07-22,CAM-20,EVT-ALOG-00121,2026-08-21T16:07:00,EXCESO_VELOCIDAD,Alta,52.53,True,,,,False,False,False,False,False,True,False,2026-08-21 20:07:00+00:00,2026-08-21T20:07:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
128,CAM-21,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00122,2026-08-18T10:24:00,GEOCERCA_SALIDA,Baja,,False,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00122,2026-08-18T10:24:00,GEOCERCA_SALIDA,Baja,N/D,False,,,,,False,True,False,False,False,False,2026-08-18 14:24:00+00:00,2026-08-18T14:24:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
129,CAM-21,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00123,2026-08-06T18:10:00,GEOCERCA_SALIDA,Alta,57.63,False,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00123,2026-08-06T18:10:00,GEOCERCA_SALIDA,Alta,57.63,False,,,,False,False,False,False,False,False,False,2026-08-06 22:10:00+00:00,2026-08-06T22:10:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
130,CAM-21,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00124,2026-08-02T14:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,88.08,False,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00124,2026-08-02T14:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,88.08,False,,,,False,False,False,False,False,False,False,2026-08-02 18:56:00+00:00,2026-08-02T18:56:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
131,CAM-21,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00125,2026-08-21T06:02:00,FALLA_MOTOR,Media,64.83,False,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00125,2026-08-21T06:02:00,FALLA_MOTOR,Media,64.83,False,,,,False,False,False,False,False,False,False,2026-08-21 10:02:00+00:00,2026-08-21T10:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
132,CAM-21,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00126,2026-08-07T06:54:00,EXCESO_VELOCIDAD,Baja,,False,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00126,2026-08-07T06:54:00,EXCESO_VELOCIDAD,Baja,N/D,False,,,,,False,True,False,False,False,False,2026-08-07 10:54:00+00:00,2026-08-07T10:54:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
133,CAM-21,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00127,2026-08-23T05:29:00,MANTENIMIENTO_PROGRAMADO,Media,88.89,True,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00127,2026-08-23T05:29:00,MANTENIMIENTO_PROGRAMADO,Media,88.89,True,,,,False,False,False,False,False,True,False,2026-08-23 09:29:00+00:00,2026-08-23T09:29:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
134,CAM-21,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00128,2026-08-16T18:19:00,FALLA_MOTOR,Baja,65.01,True,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00128,2026-08-16T18:19:00,FALLA_MOTOR,Baja,65.01,True,,,,False,False,False,False,False,True,False,2026-08-16 22:19:00+00:00,2026-08-16T22:19:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
135,CAM-21,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00129,2026-08-18T19:18:00,GEOCERCA_SALIDA,Alta,38.19,True,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00129,2026-08-18T19:18:00,GEOCERCA_SALIDA,Alta,38.19,True,,,,False,False,False,False,False,True,False,2026-08-18 23:18:00+00:00,2026-08-18T23:18:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
136,CAM-21,9,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00130,2026-08-11T17:24:00,FALLA_MOTOR,Baja,44.51,,7.1,28.0,2026-06-11,CAM-21,EVT-ALOG-00130,2026-08-11T17:24:00,FALLA_MOTOR,Baja,44.51,,,,,False,False,False,False,False,,True,2026-08-11 21:24:00+00:00,2026-08-11T21:24:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
137,CAM-22,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00131,2026-08-23T07:45:00,FALLA_MOTOR,Media,58.82,True,8.8,36.2,2026-07-19,CAM-22,EVT-ALOG-00131,2026-08-23T07:45:00,FALLA_MOTOR,Media,58.82,True,,,,False,False,False,False,False,True,False,2026-08-23 11:45:00+00:00,2026-08-23T11:45:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
138,CAM-22,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00132,26/08/2026 03:16,GEOCERCA_SALIDA,Media,50.48,True,8.8,36.2,2026-07-19,CAM-22,EVT-ALOG-00132,26/08/2026 03:16,GEOCERCA_SALIDA,Media,50.48,True,,,,True,False,False,False,False,True,False,2026-08-26 07:16:00+00:00,2026-08-26T07:16:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
139,CAM-22,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00133,2026-08-23T22:05:00,GEOCERCA_SALIDA,Baja,60.79,False,8.8,36.2,2026-07-19,CAM-22,EVT-ALOG-00133,2026-08-23T22:05:00,GEOCERCA_SALIDA,Baja,60.79,False,,,,False,False,False,False,False,False,False,2026-08-24 02:05:00+00:00,2026-08-24T02:05:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
140,CAM-22,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00134,2026-08-27T11:03:00,FALLA_MOTOR,Media,43.92,True,8.8,36.2,2026-07-19,CAM-22,EVT-ALOG-00134,2026-08-27T11:03:00,FALLA_MOTOR,Media,43.92,True,,,,False,False,False,False,False,True,False,2026-08-27 15:03:00+00:00,2026-08-27T15:03:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
141,CAM-23,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00135,2026-08-12T14:17:00,GEOCERCA_SALIDA,Media,73.92,True,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00135,2026-08-12T14:17:00,GEOCERCA_SALIDA,Media,73.92,True,,,,False,False,False,False,False,True,False,2026-08-12 18:17:00+00:00,2026-08-12T18:17:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
142,CAM-23,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00136,2026-08-22T10:18:00,GEOCERCA_SALIDA,Baja,67.95,True,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00136,2026-08-22T10:18:00,GEOCERCA_SALIDA,Baja,67.95,True,,,,False,False,False,False,False,True,False,2026-08-22 14:18:00+00:00,2026-08-22T14:18:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
143,CAM-23,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00137,2026-08-05T19:46:00,EXCESO_VELOCIDAD,Baja,60.29,False,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00137,2026-08-05T19:46:00,EXCESO_VELOCIDAD,Baja,60.29,False,,,,False,False,False,False,False,False,False,2026-08-05 23:46:00+00:00,2026-08-05T23:46:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
144,CAM-23,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00138,2026-08-24T12:34:00,FALLA_MOTOR,Alta,64.0,False,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00138,2026-08-24T12:34:00,FALLA_MOTOR,Alta,64.0,False,,,,False,False,False,False,False,False,False,2026-08-24 16:34:00+00:00,2026-08-24T16:34:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
145,CAM-23,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00139,2026-08-19T14:34:00,EXCESO_VELOCIDAD,Baja,54.75,True,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00139,2026-08-19T14:34:00,EXCESO_VELOCIDAD,Baja,54.75,True,,,,False,False,False,False,False,True,False,2026-08-19 18:34:00+00:00,2026-08-19T18:34:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
146,CAM-23,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00140,2026-08-17T04:18:00,EXCESO_VELOCIDAD,Alta,59.05,False,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00140,2026-08-17T04:18:00,EXCESO_VELOCIDAD,Alta,59.05,False,,,,False,False,False,False,False,False,False,2026-08-17 08:18:00+00:00,2026-08-17T08:18:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
147,CAM-23,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00141,06/08/2026 16:47,GEOCERCA_SALIDA,Baja,29.23,True,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00141,06/08/2026 16:47,GEOCERCA_SALIDA,Baja,29.23,True,,,,True,False,False,False,False,True,False,2026-08-06 20:47:00+00:00,2026-08-06T20:47:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
148,CAM-23,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00142,2026-08-23T19:31:00,EXCESO_VELOCIDAD,Media,53.68,False,7.1,32.6,2026-07-11,CAM-23,EVT-ALOG-00142,2026-08-23T19:31:00,EXCESO_VELOCIDAD,Media,53.68,False,,,,False,False,False,False,False,False,False,2026-08-23 23:31:00+00:00,2026-08-23T23:31:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
149,CAM-24,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00143,2026-08-28T20:26:00,GEOCERCA_SALIDA,Baja,70.32,True,7.9,53.1,2026-08-13,CAM-24,EVT-ALOG-00143,2026-08-28T20:26:00,GEOCERCA_SALIDA,Baja,70.32,True,,,,False,False,False,False,False,True,False,2026-08-29 00:26:00+00:00,2026-08-29T00:26:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
150,CAM-24,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00144,2026-08-18T04:29:00,FALLA_MOTOR,Alta,70.08,True,7.9,53.1,2026-08-13,CAM-24,EVT-ALOG-00144,2026-08-18T04:29:00,FALLA_MOTOR,Alta,70.08,True,,,,False,False,False,False,False,True,False,2026-08-18 08:29:00+00:00,2026-08-18T08:29:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
151,CAM-24,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00145,2026-08-24T10:26:00,MANTENIMIENTO_PROGRAMADO,Baja,68.46,True,7.9,53.1,2026-08-13,CAM-24,EVT-ALOG-00145,2026-08-24T10:26:00,MANTENIMIENTO_PROGRAMADO,Baja,68.46,True,,,,False,False,False,False,False,True,False,2026-08-24 14:26:00+00:00,2026-08-24T14:26:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
152,CAM-24,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00146,2026-08-19T05:56:00,ALERTA_TEMP_CADENA_FRIO,Media,48.06,True,7.9,53.1,2026-08-13,CAM-24,EVT-ALOG-00146,2026-08-19T05:56:00,ALERTA_TEMP_CADENA_FRIO,Media,48.06,True,,,,False,False,False,False,False,True,False,2026-08-19 09:56:00+00:00,2026-08-19T09:56:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
153,CAM-25,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00147,2026-08-22T20:16:00,EXCESO_VELOCIDAD,Baja,46.41,False,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00147,2026-08-22T20:16:00,EXCESO_VELOCIDAD,Baja,46.41,False,,,,False,False,False,False,False,False,False,2026-08-23 00:16:00+00:00,2026-08-23T00:16:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
154,CAM-25,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00148,2026-08-12T14:30:00,EXCESO_VELOCIDAD,Media,32.49,True,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00148,2026-08-12T14:30:00,EXCESO_VELOCIDAD,Media,32.49,True,,,,False,False,False,False,False,True,False,2026-08-12 18:30:00+00:00,2026-08-12T18:30:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
155,CAM-25,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00149,2026-08-08T06:55:00,EXCESO_VELOCIDAD,Baja,88.88,False,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00149,2026-08-08T06:55:00,EXCESO_VELOCIDAD,Baja,88.88,False,,,,False,False,False,False,False,False,False,2026-08-08 10:55:00+00:00,2026-08-08T10:55:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
156,CAM-25,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00150,2026-08-18T05:29:00,ALERTA_TEMP_CADENA_FRIO,Baja,60.45,True,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00150,2026-08-18T05:29:00,ALERTA_TEMP_CADENA_FRIO,Baja,60.45,True,,,,False,False,False,False,False,True,False,2026-08-18 09:29:00+00:00,2026-08-18T09:29:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
157,CAM-25,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00151,2026-08-09T18:13:00,ALERTA_TEMP_CADENA_FRIO,Media,55.28,False,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00151,2026-08-09T18:13:00,ALERTA_TEMP_CADENA_FRIO,Media,55.28,False,,,,False,False,False,False,False,False,False,2026-08-09 22:13:00+00:00,2026-08-09T22:13:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
158,CAM-25,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00152,2026-08-21T12:06:00,GEOCERCA_SALIDA,Baja,,True,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00152,2026-08-21T12:06:00,GEOCERCA_SALIDA,Baja,N/D,True,,,,,False,True,False,False,True,False,2026-08-21 16:06:00+00:00,2026-08-21T16:06:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
159,CAM-25,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00153,2026-08-18T02:40:00,EXCESO_VELOCIDAD,Baja,72.44,,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00153,2026-08-18T02:40:00,EXCESO_VELOCIDAD,Baja,72.44,,,,,False,False,False,False,False,,True,2026-08-18 06:40:00+00:00,2026-08-18T06:40:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
160,CAM-25,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00154,2026-08-23T09:45:00,FALLA_MOTOR,Baja,61.9,True,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00154,2026-08-23T09:45:00,FALLA_MOTOR,Baja,61.9,True,,,,False,False,False,False,False,True,False,2026-08-23 13:45:00+00:00,2026-08-23T13:45:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
161,CAM-25,9,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00155,2026-08-06T16:42:00,MANTENIMIENTO_PROGRAMADO,Media,59.94,True,6.7,47.6,2026-06-12,CAM-25,EVT-ALOG-00155,2026-08-06T16:42:00,MANTENIMIENTO_PROGRAMADO,Media,59.94,True,,,,False,False,False,False,False,True,False,2026-08-06 20:42:00+00:00,2026-08-06T20:42:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
163,CAM-26,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00157,2026-08-18T02:41:00,FALLA_MOTOR,Baja,64.29,True,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00157,2026-08-18T02:41:00,FALLA_MOTOR,Baja,64.29,True,,,,False,False,False,False,False,True,False,2026-08-18 06:41:00+00:00,2026-08-18T06:41:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
164,CAM-26,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00158,2026-08-16T06:38:00,ALERTA_TEMP_CADENA_FRIO,Baja,83.58,True,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00158,2026-08-16T06:38:00,ALERTA_TEMP_CADENA_FRIO,Baja,83.58,True,,,,False,False,False,False,False,True,False,2026-08-16 10:38:00+00:00,2026-08-16T10:38:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
165,CAM-26,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00159,2026-08-16T09:33:00,EXCESO_VELOCIDAD,Media,50.83,True,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00159,2026-08-16T09:33:00,EXCESO_VELOCIDAD,Media,50.83,True,,,,False,False,False,False,False,True,False,2026-08-16 13:33:00+00:00,2026-08-16T13:33:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
166,CAM-26,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00160,2026-08-16T11:52:00,ALERTA_TEMP_CADENA_FRIO,Media,13.87,,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00160,2026-08-16T11:52:00,ALERTA_TEMP_CADENA_FRIO,Media,13.87,,,,,False,False,False,False,False,,True,2026-08-16 15:52:00+00:00,2026-08-16T15:52:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
167,CAM-26,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00161,2026-08-18T20:31:00,FALLA_MOTOR,Baja,61.81,True,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00161,2026-08-18T20:31:00,FALLA_MOTOR,Baja,61.81,True,,,,False,False,False,False,False,True,False,2026-08-19 00:31:00+00:00,2026-08-19T00:31:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
