_fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_original,lote_id_original,producto_id_original,centro_distribucion_original,fecha_ingreso_original,fecha_salida_original,fecha_vencimiento_original,cantidad_ingreso_original,cantidad_salida_original,cantidad_merma_original,dias_en_almacen_original,costo_unitario_bob_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,cantidad_ingreso_conversion_invalida,cantidad_ingreso_centinela_detectado,cantidad_salida_conversion_invalida,cantidad_salida_centinela_detectado,cantidad_merma_conversion_invalida,cantidad_merma_centinela_detectado,dias_en_almacen_conversion_invalida,dias_en_almacen_centinela_detectado,costo_unitario_bob_conversion_invalida,costo_unitario_bob_centinela_detectado,fecha_ingreso_timestamp_detectado,fecha_ingreso_timestamp_utc,fecha_salida_timestamp_detectado,fecha_salida_timestamp_utc,fecha_vencimiento_timestamp_detectado,fecha_vencimiento_timestamp_utc,fecha_ingreso_conversion_determinista,fecha_ingreso_conversion_invalida,fecha_salida_conversion_determinista,fecha_salida_conversion_invalida,fecha_vencimiento_conversion_determinista,fecha_vencimiento_conversion_invalida,fecha_salida_vacia,centro_distribucion_valido,salida_incoherente,cantidad_restante_calculada,dias_vencimiento_calculado,vence_dentro_30_dias,duplicado_clave,duplicado_exacto,conflicto_clave,conservar_copia_duplicada,producto_id_corresponde_productos_silver,fecha_vencimiento_fuente,wms_lote_id_disponible,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
2828,MOV-002828,LOT-2026-02828,PROD-023,Tarija,2026-08-16,2026-09-24,2026-09-03,820.0,757.0,56.0,39.0,22.32,MOV-002828,LOT-2026-02828,PROD-023,Tarija,2026-08-16,2026-09-24,2026-09-03,820,757,56,39,22.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-3.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2829,MOV-002829,LOT-2026-02829,PROD-026,Oruro,2026-05-06,2026-05-12,2026-05-24,248.0,235.0,6.0,6.0,28.64,MOV-002829,LOT-2026-02829,PROD-026,Oruro,2026-05-06,2026-05-12,2026-05-24,248,235,6,6,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,99.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2830,MOV-002830,LOT-2026-02830,PROD-014,La Paz,2026-05-24,2026-06-20,2027-05-24,263.0,259.0,2.0,27.0,74.91,MOV-002830,LOT-2026-02830,PROD-014,La Paz,2026-05-24,2026-06-20,2027-05-24,263,259,2,27,74.91,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-266.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2831,MOV-002831,LOT-2026-02831,PROD-038,Oruro,2026-05-23,2026-06-03,2027-05-23,755.0,748.0,4.0,11.0,26.68,MOV-002831,LOT-2026-02831,PROD-038,Oruro,2026-05-23,2026-06-03,2027-05-23,755,748,4,11,26.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-265.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2832,MOV-002832,LOT-2026-02832,PROD-036,Cochabamba,2026-08-03,2026-08-15,2026-08-21,384.0,369.0,10.0,12.0,58.54,MOV-002832,LOT-2026-02832,PROD-036,Cochabamba,2026-08-03,2026-08-15,2026-08-21,384,369,10,12,58.54,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,10.0,True,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2833,MOV-002833,LOT-2026-02833,PROD-041,La Paz,2026-05-01,2026-05-14,2026-10-28,683.0,668.0,11.0,13.0,48.44,MOV-002833,LOT-2026-02833,PROD-041,La Paz,2026-05-01,2026-05-14,2026-10-28,683,668,11,13,48.44,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-58.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2834,MOV-002834,LOT-2026-02834,PROD-060,Tarija,2026-06-18,2026-06-23,2026-12-15,412.0,405.0,5.0,5.0,30.63,MOV-002834,LOT-2026-02834,PROD-060,Tarija,2026-06-18,2026-06-23,2026-12-15,412,405,5,5,30.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-106.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2835,MOV-002835,LOT-2026-02835,PROD-044,Cochabamba,2026-08-17,2026-09-03,2026-09-04,838.0,806.0,29.0,17.0,38.35,MOV-002835,LOT-2026-02835,PROD-044,Cochabamba,2026-08-17,2026-09-03,2026-09-04,838,806,29,17,38.35,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-4.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2836,MOV-002836,LOT-2026-02836,PROD-035,Tarija,2026-06-11,2026-07-01,2026-12-08,461.0,450.0,6.0,20.0,37.84,MOV-002836,LOT-2026-02836,PROD-035,Tarija,2026-06-11,2026-07-01,2026-12-08,461,450,6,20,37.84,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-99.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2837,MOV-002837,LOT-2026-02837,PROD-033,Santa Cruz,2026-05-21,2026-06-18,2027-05-21,996.0,987.0,6.0,28.0,30.56,MOV-002837,LOT-2026-02837,PROD-033,Santa Cruz,2026-05-21,2026-06-18,2027-05-21,996,987,6,28,30.56,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-263.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2838,MOV-002838,LOT-2026-02838,PROD-017,Cochabamba,2026-05-11,2026-06-03,2027-05-11,274.0,270.0,2.0,23.0,34.67,MOV-002838,LOT-2026-02838,PROD-017,Cochabamba,2026-05-11,2026-06-03,2027-05-11,274,270,2,23,34.67,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-253.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2839,MOV-002839,LOT-2026-02839,PROD-054,Santa Cruz,2026-08-09,2026-08-22,2027-02-05,175.0,167.0,3.0,13.0,79.92,MOV-002839,LOT-2026-02839,PROD-054,Santa Cruz,2026-08-09,2026-08-22,2027-02-05,175,167,3,13,79.92,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-158.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2840,MOV-002840,LOT-2026-02840,PROD-044,Santa Cruz,2026-05-23,2026-06-03,2026-06-10,190.0,185.0,5.0,11.0,38.35,MOV-002840,LOT-2026-02840,PROD-044,Santa Cruz,2026-05-23,2026-06-03,2026-06-10,190,185,5,11,38.35,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,82.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2841,MOV-002841,LOT-2026-02841,PROD-047,Santa Cruz,2026-07-28,2026-08-16,2026-08-15,864.0,825.0,34.0,19.0,68.27,MOV-002841,LOT-2026-02841,PROD-047,Santa Cruz,2026-07-28,2026-08-16,2026-08-15,864,825,34,19,68.27,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,16.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2842,MOV-002842,LOT-2026-02842,PROD-011,La Paz,2026-07-27,2026-07-29,2027-01-23,368.0,359.0,5.0,2.0,32.86,MOV-002842,LOT-2026-02842,PROD-011,La Paz,2026-07-27,2026-07-29,2027-01-23,368,359,5,2,32.86,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-145.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2843,MOV-002843,LOT-2026-02843,PROD-048,Tarija,2026-05-27,2026-06-06,2027-05-27,302.0,294.0,2.0,10.0,49.21,MOV-002843,LOT-2026-02843,PROD-048,Tarija,2026-05-27,2026-06-06,2027-05-27,302,294,2,10,49.21,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-269.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2844,MOV-002844,LOT-2026-02844,PROD-005,Oruro,2026-06-02,2026-06-19,2027-06-02,252.0,248.0,1.0,17.0,35.68,MOV-002844,LOT-2026-02844,PROD-005,Oruro,2026-06-02,2026-06-19,2027-06-02,252,248,1,17,35.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-275.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2845,MOV-002845,LOT-2026-02845,PROD-030,Tarija,2026-07-03,2026-08-04,2027-07-03,61.0,55.0,0.0,32.0,34.93,MOV-002845,LOT-2026-02845,PROD-030,Tarija,2026-07-03,2026-08-04,2027-07-03,61,55,0,32,34.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-306.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2846,MOV-002846,LOT-2026-02846,PROD-024,Tarija,2026-08-21,2026-09-12,2027-08-21,736.0,725.0,6.0,22.0,16.74,MOV-002846,LOT-2026-02846,PROD-024,Tarija,2026-08-21,2026-09-12,2027-08-21,736,725,6,22,16.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-355.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2847,MOV-002847,LOT-2026-02847,PROD-018,La Paz,2026-08-14,2026-09-08,2027-08-14,77.0,73.0,0.0,25.0,33.66,MOV-002847,LOT-2026-02847,PROD-018,La Paz,2026-08-14,2026-09-08,2027-08-14,77,73,0,25,33.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-348.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2848,MOV-002848,LOT-2026-02848,PROD-009,La Paz,2026-08-22,2026-09-13,2026-09-09,686.0,657.0,28.0,22.0,75.19,MOV-002848,LOT-2026-02848,PROD-009,La Paz,2026-08-22,2026-09-13,2026-09-09,686,657,28,22,75.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-9.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2849,MOV-002849,LOT-2026-02849,PROD-026,La Paz,2026-08-09,2026-08-23,2026-08-27,294.0,285.0,9.0,14.0,28.64,MOV-002849,LOT-2026-02849,PROD-026,La Paz,2026-08-09,2026-08-23,2026-08-27,294,285,9,14,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,4.0,True,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2850,MOV-002850,LOT-2026-02850,PROD-041,Oruro,2026-05-13,2026-06-04,2026-11-09,968.0,952.0,14.0,22.0,48.44,MOV-002850,LOT-2026-02850,PROD-041,Oruro,2026-05-13,2026-06-04,2026-11-09,968,952,14,22,48.44,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-70.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2851,MOV-002851,LOT-2026-02851,PROD-055,Tarija,2026-06-16,2026-07-14,2027-06-16,650.0,640.0,6.0,28.0,69.47,MOV-002851,LOT-2026-02851,PROD-055,Tarija,2026-06-16,2026-07-14,2027-06-16,650,640,6,28,69.47,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-289.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2852,MOV-002852,LOT-2026-02852,PROD-011,Tarija,2026-06-17,2026-07-10,2026-12-14,827.0,810.0,10.0,23.0,32.86,MOV-002852,LOT-2026-02852,PROD-011,Tarija,2026-06-17,2026-07-10,2026-12-14,827,810,10,23,32.86,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-105.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2853,MOV-002853,LOT-2026-02853,PROD-046,Cochabamba,2026-06-25,2026-07-15,2027-06-25,122.0,120.0,1.0,20.0,25.66,MOV-002853,LOT-2026-02853,PROD-046,Cochabamba,2026-06-25,2026-07-15,2027-06-25,122,120,1,20,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-298.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2854,MOV-002854,LOT-2026-02854,PROD-057,Santa Cruz,2026-06-22,2026-07-09,2027-06-22,235.0,232.0,1.0,17.0,16.73,MOV-002854,LOT-2026-02854,PROD-057,Santa Cruz,2026-06-22,2026-07-09,2027-06-22,235,232,1,17,16.73,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-295.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2855,MOV-002855,LOT-2026-02855,PROD-052,Tarija,2026-07-09,2026-07-11,2026-07-27,441.0,421.0,13.0,2.0,41.48,MOV-002855,LOT-2026-02855,PROD-052,Tarija,2026-07-09,2026-07-11,2026-07-27,441,421,13,2,41.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,35.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2856,MOV-002856,LOT-2026-02856,PROD-034,Oruro,2026-05-14,2026-05-19,2026-06-01,699.0,675.0,19.0,5.0,54.4,MOV-002856,LOT-2026-02856,PROD-034,Oruro,2026-05-14,2026-05-19,2026-06-01,699,675,19,5,54.4,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,91.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2857,MOV-002857,LOT-2026-02857,PROD-041,Cochabamba,2026-05-31,2026-06-07,2026-11-27,283.0,274.0,4.0,7.0,48.44,MOV-002857,LOT-2026-02857,PROD-041,Cochabamba,2026-05-31,2026-06-07,2026-11-27,283,274,4,7,48.44,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-88.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2858,MOV-002858,LOT-2026-02858,PROD-045,Santa Cruz,2026-06-24,2026-06-26,2026-07-12,161.0,154.0,4.0,2.0,27.1,MOV-002858,LOT-2026-02858,PROD-045,Santa Cruz,2026-06-24,2026-06-26,2026-07-12,161,154,4,2,27.1,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,50.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2859,MOV-002859,LOT-2026-02859,PROD-040,Oruro,2026-08-27,2026-09-08,2027-08-27,582.0,575.0,3.0,12.0,40.19,MOV-002859,LOT-2026-02859,PROD-040,Oruro,2026-08-27,2026-09-08,2027-08-27,582,575,3,12,40.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-361.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2860,MOV-002860,LOT-2026-02860,PROD-024,Cochabamba,2026-05-30,2026-06-14,2027-05-30,225.0,218.0,2.0,15.0,16.74,MOV-002860,LOT-2026-02860,PROD-024,Cochabamba,2026-05-30,2026-06-14,2027-05-30,225,218,2,15,16.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-272.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2861,MOV-002861,LOT-2026-02861,PROD-060,Cochabamba,2026-07-24,2026-08-16,2027-01-20,950.0,934.0,13.0,23.0,30.63,MOV-002861,LOT-2026-02861,PROD-060,Cochabamba,2026-07-24,2026-08-16,2027-01-20,950,934,13,23,30.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-142.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2862,MOV-002862,LOT-2026-02862,PROD-024,Santa Cruz,2026-05-24,2026-06-22,2027-05-24,639.0,628.0,7.0,29.0,16.74,MOV-002862,LOT-2026-02862,PROD-024,Santa Cruz,2026-05-24,2026-06-22,2027-05-24,639,628,7,29,16.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-266.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2863,MOV-002863,LOT-2026-02863,PROD-030,Santa Cruz,2026-06-18,2026-07-13,2027-06-18,986.0,972.0,8.0,25.0,34.93,MOV-002863,LOT-2026-02863,PROD-030,Santa Cruz,2026-06-18,2026-07-13,2027-06-18,986,972,8,25,34.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-291.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2864,MOV-002864,LOT-2026-02864,PROD-055,Tarija,2026-05-09,2026-06-08,2027-05-09,105.0,100.0,1.0,30.0,69.47,MOV-002864,LOT-2026-02864,PROD-055,Tarija,2026-05-09,2026-06-08,2027-05-09,105,100,1,30,69.47,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-251.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2865,MOV-002865,LOT-2026-02865,PROD-028,Tarija,2026-07-17,2026-08-19,2027-07-17,678.0,667.0,5.0,33.0,27.13,MOV-002865,LOT-2026-02865,PROD-028,Tarija,2026-07-17,2026-08-19,2027-07-17,678,667,5,33,27.13,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-320.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2866,MOV-002866,LOT-2026-02866,PROD-031,La Paz,2026-08-27,2026-09-12,2027-08-27,839.0,827.0,6.0,16.0,50.89,MOV-002866,LOT-2026-02866,PROD-031,La Paz,2026-08-27,2026-09-12,2027-08-27,839,827,6,16,50.89,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-361.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2867,MOV-002867,LOT-2026-02867,PROD-015,Oruro,2026-05-16,2026-05-29,2026-06-03,879.0,852.0,24.0,13.0,68.74,MOV-002867,LOT-2026-02867,PROD-015,Oruro,2026-05-16,2026-05-29,2026-06-03,879,852,24,13,68.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,89.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2868,MOV-002868,LOT-2026-02868,PROD-003,Oruro,2026-08-11,2026-08-22,2027-08-11,77.0,70.0,1.0,11.0,68.01,MOV-002868,LOT-2026-02868,PROD-003,Oruro,2026-08-11,2026-08-22,2027-08-11,77,70,1,11,68.01,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-345.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2869,MOV-002869,LOT-2026-02869,PROD-008,Cochabamba,2026-07-18,2026-08-08,2027-01-14,298.0,289.0,4.0,21.0,79.52,MOV-002869,LOT-2026-02869,PROD-008,Cochabamba,2026-07-18,2026-08-08,2027-01-14,298,289,4,21,79.52,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-136.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2870,MOV-002870,LOT-2026-02870,PROD-040,Tarija,2026-05-15,2026-06-08,2027-05-15,204.0,197.0,1.0,24.0,40.19,MOV-002870,LOT-2026-02870,PROD-040,Tarija,2026-05-15,2026-06-08,2027-05-15,204,197,1,24,40.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-257.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2871,MOV-002871,LOT-2026-02871,PROD-051,Tarija,2026-05-25,2026-06-22,2026-11-21,123.0,116.0,1.0,28.0,24.83,MOV-002871,LOT-2026-02871,PROD-051,Tarija,2026-05-25,2026-06-22,2026-11-21,123,116,1,28,24.83,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-82.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2872,MOV-002872,LOT-2026-02872,PROD-054,Oruro,2026-05-11,2026-05-15,2026-11-07,785.0,767.0,11.0,4.0,79.92,MOV-002872,LOT-2026-02872,PROD-054,Oruro,2026-05-11,2026-05-15,2026-11-07,785,767,11,4,79.92,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-68.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2873,MOV-002873,LOT-2026-02873,PROD-033,Oruro,2026-07-13,2026-07-28,2027-07-13,765.0,759.0,5.0,15.0,30.56,MOV-002873,LOT-2026-02873,PROD-033,Oruro,2026-07-13,2026-07-28,2027-07-13,765,759,5,15,30.56,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-316.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2874,MOV-002874,LOT-2026-02874,PROD-003,Santa Cruz,2026-05-16,2026-05-31,2027-05-16,471.0,465.0,3.0,15.0,68.01,MOV-002874,LOT-2026-02874,PROD-003,Santa Cruz,2026-05-16,2026-05-31,2027-05-16,471,465,3,15,68.01,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-258.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2875,MOV-002875,LOT-2026-02875,PROD-032,Cochabamba,2026-07-17,2026-08-05,2027-07-17,377.0,373.0,3.0,19.0,33.13,MOV-002875,LOT-2026-02875,PROD-032,Cochabamba,2026-07-17,2026-08-05,2027-07-17,377,373,3,19,33.13,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-320.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2876,MOV-002876,LOT-2026-02876,PROD-060,La Paz,2026-06-16,2026-06-29,2026-12-13,258.0,251.0,4.0,13.0,30.63,MOV-002876,LOT-2026-02876,PROD-060,La Paz,2026-06-16,2026-06-29,2026-12-13,258,251,4,13,30.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-104.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2877,MOV-002877,LOT-2026-02877,PROD-046,Tarija,2026-07-23,2026-08-17,2027-07-23,75.0,69.0,0.0,25.0,25.66,MOV-002877,LOT-2026-02877,PROD-046,Tarija,2026-07-23,2026-08-17,2027-07-23,75,69,0,25,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-326.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2878,MOV-002878,LOT-2026-02878,PROD-032,La Paz,2026-07-02,2026-07-21,2027-07-02,81.0,79.0,1.0,19.0,33.13,MOV-002878,LOT-2026-02878,PROD-032,La Paz,2026-07-02,2026-07-21,2027-07-02,81,79,1,19,33.13,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-305.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2879,MOV-002879,LOT-2026-02879,PROD-060,Oruro,2026-07-05,2026-08-01,2027-01-01,912.0,893.0,15.0,27.0,30.63,MOV-002879,LOT-2026-02879,PROD-060,Oruro,2026-07-05,2026-08-01,2027-01-01,912,893,15,27,30.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-123.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2880,MOV-002880,LOT-2026-02880,PROD-057,Tarija,2026-07-26,2026-08-25,2027-07-26,475.0,465.0,3.0,30.0,16.73,MOV-002880,LOT-2026-02880,PROD-057,Tarija,2026-07-26,2026-08-25,2027-07-26,475,465,3,30,16.73,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-329.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
2881,MOV-002881,LOT-2026-02881,PROD-026,Oruro,2026-06-19,2026-06-27,2026-07-07,617.0,601.0,16.0,8.0,28.64,MOV-002881,LOT-2026-02881,PROD-026,Oruro,2026-06-19,2026-06-27,2026-07-07,617,601,16,8,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,55.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
2882,MOV-002882,LOT-2026-02882,PROD-022,Tarija,2026-08-03,2026-08-23,2026-08-21,622.0,591.0,24.0,20.0,24.66,MOV-002882,LOT-2026-02882,PROD-022,Tarija,2026-08-03,2026-08-23,2026-08-21,622,591,24,20,24.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,10.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
