order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif
ORD-2026-03784,CLI-020,PROD-036,2026-08-26 18:52:00,Santa Cruz,CAM-20,CHO-004,170,170.0,48,32.2,1,1,1
ORD-2026-03785,CLI-029,PROD-037,2026-08-27 17:47:00,Tarija,CAM-03,CHO-061,406,406.0,24,15.1,1,1,1
ORD-2026-03786,CLI-035,PROD-028,2026-08-01 15:22:00,Oruro,CAM-16,CHO-119,180,180.0,48,50.4,0,1,0
ORD-2026-03787,CLI-071,PROD-010,2026-08-08 22:14:00,Santa Cruz,CAM-14,CHO-121,468,468.0,24,25.0,0,1,0
ORD-2026-03788,CLI-042,PROD-030,2026-08-24 13:33:00,Santa Cruz,CAM-18,CHO-062,190,184.0,24,28.8,0,0,0
ORD-2026-03789,CLI-050,PROD-045,2026-08-05 18:05:00,La Paz,CAM-27,CHO-002,312,301.0,48,42.8,1,0,0
ORD-2026-03790,CLI-086,PROD-052,2026-08-27 00:40:00,Cochabamba,CAM-22,CHO-041,194,186.0,48,39.0,1,0,0
 ord-2026-03791 ,CLI-025,PROD-007,2026-08-18 15:15:00,Cochabamba,CAM-19,CHO-019,354,354.0,24,23.4,1,1,1
ORD-2026-03792,CLI-066,PROD-045,2026-08-07 02:57:00,Santa Cruz,CAM-04,CHO-025,130,130.0,48,35.0,1,1,1
ORD-2026-03793,CLI-047,PROD-017,2026-08-08 19:30:00,La Paz,CAM-30,CHO-071,488,488.0,72,88.6,0,1,0
ORD-2026-03794,CLI-008,PROD-036,2026-08-25 14:25:00,Tarija,CAM-03,CHO-009,278,278.0,72,49.3,1,1,1
ORD-2026-03795,CLI-016,PROD-016,2026-08-26 08:57:00,Cochabamba,CAM-17,CHO-094,68,68.0,48,36.1,1,1,1
ORD-2026-03796,CLI-058,PROD-032,2026-08-12 23:33:00,Santa Cruz,CAM-13,CHO-004,33,33.0,24,19.5,1,1,1
ORD-2026-03797,CLI-067,PROD-052,2026-08-30 14:36:00,Tarija,CAM-12,CHO-050,342,333.0,48,53.6,0,0,0
ORD-2026-03798,CLI-093,PROD-016,2026-08-03 12:04:00,Tarija,CAM-12,CHO-026,367,367.0,24,15.6,1,1,1
ORD-2026-03799,CLI-062,PROD-050,2026-08-23 03:45:00,Tarija,CAM-03,CHO-088,93,93.0,48,47.8,1,1,1
ORD-2026-03800,CLI-069,PROD-016,2026-08-11 13:04:00,Cochabamba,CAM-23,CHO-143,218,218.0,72,58.8,1,1,1
ORD-2026-03801,CLI-006,PROD-023,2026-08-22 10:47:00,Tarija,CAM-12,CHO-036,442,442.0,48,52.8,0,1,0
ORD-2026-03802,CLI-020,PROD-013,2026-08-23 07:26:00,Oruro,CAM-05,CHO-110,145,145.0,24,21.1,1,1,1
ORD-2026-03803,CLI-063,PROD-012,2026-08-02 10:08:00,Cochabamba,CAM-01,CHO-019,409,409.0,72,57.6,1,1,1
ORD-2026-03804,CLI-015,PROD-001,2026-08-13 12:48:00,Santa Cruz,CAM-14,CHO-121,285,285.0,48,46.0,1,1,1
ORD-2026-03805,CLI-045,PROD-059,2026-08-27 19:18:00,Santa Cruz,CAM-13,CHO-046,401,401.0,48,36.4,1,1,1
ORD-2026-03806,CLI-021,PROD-015,2026-08-16 23:33:00,Oruro,CAM-24,CHO-144,99,99.0,24,12.0,1,1,1
ORD-2026-03807,CLI-051,PROD-041,2026-08-09 04:17:00,La Paz,CAM-30,CHO-052,12,12.0,72,64.2,1,1,1
ORD-2026-03808,CLI-036,PROD-034,2026-08-20 18:10:00,Oruro,CAM-02,CHO-136,276,276.0,24,13.4,1,1,1
ORD-2026-03809,CLI-009,PROD-052,2026-08-16 15:00:00,La Paz,CAM-28,CHO-027,488,,24,27.1,0,1,0
ORD-2026-03810,CLI-025,PROD-045,2026-08-10 01:18:00,Oruro,CAM-02,CHO-136,204,197.0,48,46.8,1,0,0
ORD-2026-03811,CLI-018,PROD-010,2026-08-18 00:15:00,Cochabamba,CAM-08,CHO-125,243,243.0,24,18.4,1,1,1
ORD-2026-03812,CLI-032,PROD-043,2026-08-21 16:54:00,Oruro,CAM-05,CHO-098,160,160.0,48,40.7,1,1,1
ORD-2026-03813,CLI-011,PROD-023,2026-08-29 15:57:00,Oruro,CAM-05,CHO-119,130,130.0,48,35.3,1,1,1
ORD-2026-03814,CLI-085,PROD-052,2026-08-30 06:15:00,Cochabamba,CAM-08,CHO-143,185,185.0,48,36.8,1,1,1
ORD-2026-03815,CLI-099,PROD-059,2026-08-25 18:50:00,Tarija,CAM-12,CHO-048,376,376.0,24,20.7,1,1,1
ORD-2026-03816,CLI-083,PROD-013,2026-08-24 21:02:00,Tarija,CAM-03,CHO-105,398,398.0,24,30.1,0,1,0
ORD-2026-03817,CLI-070,PROD-050,2026-08-26 10:21:00,Santa Cruz,CAM-14,CHO-096,271,271.0,72,67.7,1,1,1
ORD-2026-03818,CLI-091,PROD-058,2026-08-14 19:31:00,Oruro,CAM-07,CHO-117,266,266.0,48,43.2,1,1,1
ORD-2026-03819,CLI-053,PROD-010,2026-08-21 10:31:00,Oruro,CAM-02,CHO-136,310,310.0,48,40.2,1,1,1
ORD-2026-03820,CLI-081,PROD-026,2026-08-28 03:55:00,La Paz,CAM-27,CHO-139,234,234.0,72,76.3,0,1,0
ORD-2026-03821,CLI-051,PROD-002,2026-08-23 11:03:00,Cochabamba,CAM-22,CHO-094,102,102.0,72,67.3,1,1,1
ORD-2026-03822,CLI-080,PROD-036,2026-08-17 03:45:00,Tarija,CAM-03,CHO-048,98,98.0,48,51.3,0,1,0
ORD-2026-03823,CLI-066,PROD-020,2026-08-09 10:38:00,Cochabamba,CAM-22,CHO-140,108,108.0,72,62.1,1,1,1
ORD-2026-03824,CLI-016,PROD-003,2026-08-25 04:13:00,La Paz,CAM-27,CHO-021,225,225.0,72,68.4,1,1,1
ORD-2026-03825,CLI-058,PROD-057,2026-08-03 07:09:00,La Paz,CAM-28,CHO-023,286,286.0,48,36.5,1,1,1
ORD-2026-03826,CLI-013,PROD-017,2026-08-13 19:45:00,Oruro,CAM-05,CHO-038,90,86.0,48,45.6,1,0,0
ORD-2026-03827,CLI-085,PROD-023,2026-08-12 09:02:00,Cochabamba,CAM-08,CHO-055,154,154.0,72,52.7,1,1,1
ORD-2026-03828,CLI-060,PROD-029,2026-08-04 18:48:00,Santa Cruz,CAM-11,CHO-149,286,286.0,24,19.3,1,1,1
ORD-2026-03829,CLI-004,PROD-039,2026-08-16 05:38:00,La Paz,CAM-30,CHO-017,55,55.0,48,44.5,1,1,1
ORD-2026-03830,CLI-086,PROD-026,2026-08-18 01:54:00,La Paz,CAM-27,CHO-049,163,163.0,24,19.1,1,1,1
ORD-2026-03831,CLI-044,PROD-043,2026-08-10 11:47:00,Oruro,CAM-05,CHO-117,119,119.0,48,43.4,1,1,1
ORD-2026-03832,CLI-031,PROD-045,2026-08-08 02:45:00,Cochabamba,CAM-01,CHO-016,120,120.0,48,43.0,1,1,1
ORD-2026-03833,CLI-047,PROD-040,2026-08-06 03:51:00,Oruro,CAM-05,CHO-117,111,111.0,24,20.4,1,1,1
ORD-2026-03834,CLI-084,PROD-003,2026-08-09 10:59:00,Oruro,CAM-05,CHO-110,30,30.0,48,38.4,1,1,1
ORD-2026-03835,CLI-094,PROD-025,2026-08-14 04:56:00,Cochabamba,CAM-01,CHO-047,405,405.0,48,29.8,1,1,1
ORD-2026-03836,CLI-080,PROD-039,2026-08-30 02:21:00,Santa Cruz,CAM-20,CHO-103,70,70.0,24,22.5,1,1,1
ORD-2026-03837,CLI-030,PROD-035,2026-08-13 04:50:00,Cochabamba,CAM-01,CHO-047,16,16.0,48,50.4,0,1,0
ORD-2026-03838,CLI-058,PROD-003,2026-08-21 18:19:00,La Paz,CAM-28,CHO-139,116,116.0,72,61.5,1,1,1
ORD-2026-03839,CLI-048,PROD-017,2026-08-08 21:35:00,La Paz,CAM-09,CHO-107,409,409.0,48,37.5,1,1,1
ORD-2026-03840,CLI-046,PROD-038,2026-08-12 18:55:00,Tarija,CAM-03,CHO-015,432,432.0,24,26.5,0,1,0
ORD-2026-03841,CLI-013,PROD-021,2026-08-11 21:13:00,Tarija,CAM-26,CHO-045,256,256.0,48,49.4,0,1,0
ORD-2026-03842,CLI-009,PROD-057,2026-08-07 05:00:00,Cochabamba,CAM-17,CHO-055,248,248.0,48,34.9,1,1,1
ORD-2026-03843,CLI-035,PROD-023,2026-08-14 21:13:00,Tarija,CAM-03,CHO-050,411,411.0,48,49.3,0,1,0
ORD-2026-03844,CLI-067,PROD-031,2026-08-21 12:50:00,Cochabamba,CAM-22,CHO-138,137,,24,17.1,1,1,1
ORD-2026-03845,CLI-061,PROD-028,2026-08-08 23:55:00,La Paz,CAM-28,CHO-139,345,345.0,72,67.5,1,1,1
ORD-2026-03846,CLI-029,PROD-013,2026-08-06 10:36:00,La Paz,CAM-28,CHO-057,422,422.0,72,71.0,1,1,1
ORD-2026-03847,CLI-068,PROD-036,2026-08-05 05:01:00,Cochabamba,CAM-23,CHO-014,301,301.0,72,73.5,0,1,0
ORD-2026-03848,CLI-061,PROD-022,2026-08-15 18:19:00,Tarija,CAM-12,CHO-031,253,253.0,24,26.0,0,1,0
ORD-2026-03849,CLI-056,PROD-006,2026-08-20 02:02:00,La Paz,CAM-27,CHO-107,418,418.0,24,23.5,1,1,1
ORD-2026-03850,CLI-062,PROD-010,2026-08-02 14:46:00,Oruro,CAM-02,CHO-144,260,260.0,48,29.7,1,1,1
ORD-2026-03851,CLI-068,PROD-044,2026-08-16 17:44:00,Tarija,CAM-12,CHO-105,495,495.0,24,17.5,1,1,1
ORD-2026-03852,CLI-012,PROD-001,2026-08-30 20:34:00,Tarija,CAM-03,CHO-036,35,35.0,48,41.4,1,1,1
ORD-2026-03853,CLI-092,PROD-046,2026-08-28 18:08:00,Cochabamba,CAM-22,CHO-087,327,327.0,24,25.8,0,1,0
ORD-2026-03854,CLI-035,PROD-013,2026-08-21 08:46:00,Oruro,CAM-05,CHO-032,341,341.0,48,45.3,1,1,1
ORD-2026-03855,CLI-048,PROD-026,2026-08-10 06:15:00,La Paz,CAM-30,CHO-002,471,471.0,48,45.6,1,1,1
ORD-2026-03856,CLI-064,PROD-018,2026-08-30 16:45:00,Tarija,CAM-03,CHO-105,400,400.0,24,20.5,1,1,1
ORD-2026-03857,CLI-009,PROD-021,2026-08-08 16:07:00,La Paz,CAM-09,CHO-064,173,173.0,72,60.6,1,1,1
ORD-2026-03858,CLI-002,PROD-021,2026-08-12 08:53:00,Cochabamba,CAM-01,CHO-077,476,476.0,48,38.9,1,1,1
ORD-2026-03859,CLI-094,PROD-023,2026-08-28 16:40:00,Santa Cruz,CAM-13,CHO-092,453,453.0,24,22.8,1,1,1
ORD-2026-03860,CLI-087,PROD-057,2026-08-17 12:23:00,Oruro,CAM-16,CHO-067,121,121.0,24,21.4,1,1,1
ORD-2026-03861,CLI-065,PROD-036,2026-08-11 09:30:00,La Paz,CAM-09,CHO-066,37,26.0,48,38.5,1,0,0
ORD-2026-03862,CLI-078,PROD-022,2026-08-13 17:17:00,Oruro,CAM-05,CHO-022,299,299.0,48,39.5,1,1,1
ORD-2026-03863,CLI-094,PROD-010,2026-08-30 11:36:00,Santa Cruz,CAM-14,CHO-113,324,324.0,24,20.4,1,1,1
ORD-2026-03864,CLI-028,PROD-056,2026-08-14 07:09:00,Oruro,CAM-05,CHO-144,146,146.0,72,53.3,1,1,1
ORD-2026-03865,CLI-091,PROD-001,2026-08-12 21:30:00,La Paz,CAM-09,CHO-091,319,319.0,24,13.3,1,1,1
ORD-2026-03866,CLI-089,PROD-035,2026-08-28 11:22:00,Cochabamba,CAM-23,CHO-068,157,157.0,48,35.0,1,1,1
ORD-2026-03867,CLI-043,PROD-041,2026-08-19 12:42:00,Cochabamba,CAM-08,CHO-124,241,241.0,24,24.5,0,1,0
ORD-2026-03868,CLI-093,PROD-060,2026-08-09 16:11:00,Santa Cruz,CAM-13,CHO-120,146,146.0,48,48.2,0,1,0
ORD-2026-03869,CLI-058,PROD-040,2026-08-30 22:07:00,Oruro,CAM-05,CHO-150,451,451.0,48,41.6,1,1,1
ORD-2026-03870,CLI-086,PROD-007,2026-08-24 01:04:00,Tarija,CAM-26,CHO-105,186,170.0,48,34.0,1,0,0
ORD-2026-03871,CLI-038,PROD-010,2026-08-23 16:02:00,Cochabamba,CAM-22,CHO-068,71,71.0,48,35.6,1,1,1
ORD-2026-03872, cli-068 ,PROD-035,2026-08-09 20:12:00,Tarija,CAM-03,CHO-026,258,258.0,24,10.9,1,1,1
ORD-2026-03873,CLI-080,PROD-046,2026-08-10 18:40:00,Tarija,CAM-03,CHO-132,28,28.0,72,40.1,1,1,1
ORD-2026-03874,CLI-007,PROD-045,2026-08-26 11:01:00,Cochabamba,CAM-08,CHO-131,345,345.0,72,71.1,1,1,1
ORD-2026-03875,CLI-092,PROD-023,2026-08-05 05:20:00,Tarija,CAM-12,CHO-044,367,367.0,24,18.1,1,1,1
ORD-2026-03876,CLI-006,PROD-031,2026-08-08 23:20:00,La Paz,CAM-28,CHO-091,414,414.0,24,25.4,0,1,0
ORD-2026-03877,CLI-040,PROD-003,2026-08-27 08:21:00,La Paz,CAM-28,CHO-040,36,36.0,72,63.5,1,1,1
ORD-2026-03878,CLI-055, prod-053 ,2026-08-22 19:52:00,Cochabamba,CAM-08,CHO-130,296,296.0,24,20.7,1,1,1
ORD-2026-03879,CLI-080,PROD-009,2026-08-25 15:51:00,La Paz,CAM-09,CHO-107,67,67.0,24,13.7,1,1,1
ORD-2026-03880,CLI-098,PROD-020,2026-08-23 14:36:00,La Paz,CAM-09,CHO-139,366,366.0,48,43.4,1,1,1
ORD-2026-03881,CLI-087,PROD-008,2026-08-12 18:50:00,Oruro,CAM-05,CHO-003,49,49.0,48,47.8,1,1,1
ORD-2026-03882,CLI-100,PROD-035,2026-08-23 18:09:00,Santa Cruz,CAM-20,CHO-100,57,57.0,24,23.5,1,1,1
ORD-2026-03883,CLI-086,PROD-018,2026-08-28 07:05:00,La Paz,CAM-28,CHO-002,138,138.0,48,21.9,1,1,1
ORD-2026-03884,CLI-060,PROD-005,2026-08-26 23:00:00,Tarija,CAM-26,CHO-132,241,241.0,48,37.5,1,1,1
 ord-2026-03885 ,CLI-020,PROD-054,2026-08-05 14:42:00,Tarija,CAM-26,CHO-122,381,381.0,24,23.0,1,1,1
ORD-2026-03886,CLI-044,PROD-035,2026-08-12 16:55:00,La Paz,CAM-09,CHO-134,65,65.0,24,22.0,1,1,1
ORD-2026-03887,CLI-079,PROD-058,2026-08-28 11:53:00,Santa Cruz,CAM-20,CHO-149,68,68.0,48,22.4,1,1,1
ORD-2026-03888,CLI-045,PROD-035,2026-08-04 11:45:00,Oruro,CAM-05,CHO-022,286,286.0,48,16.8,1,1,1
ORD-2026-03889,CLI-062,PROD-055,2026-08-18 08:23:00,Santa Cruz,CAM-06,CHO-106,326,326.0,48,30.1,1,1,1
ORD-2026-03890,CLI-008,PROD-024,2026-08-14 16:15:00,Santa Cruz,CAM-04,CHO-149,209,209.0,24,18.7,1,1,1
ORD-2026-03891,CLI-036,PROD-021,2026-08-23 10:27:00,La Paz,CAM-15,CHO-071,228,228.0,48,49.2,0,1,0
ORD-2026-03892,CLI-052,PROD-050,2026-08-18 06:39:00,Oruro,CAM-05,CHO-119,51,51.0,24,21.1,1,1,1
ORD-2026-03893,CLI-073,PROD-010,2026-08-19 22:42:00,Santa Cruz,CAM-20,CHO-121,275,275.0,72,46.4,1,1,1
ORD-2026-03894,CLI-092,PROD-058,2026-08-28 15:13:00,La Paz,CAM-09,CHO-042,158,158.0,24,21.0,1,1,1
ORD-2026-03895,CLI-041, prod-029 ,2026-08-15 20:50:00,Oruro,CAM-24,CHO-136,231,231.0,72,48.9,1,1,1
ORD-2026-03896,CLI-084,PROD-001,2026-08-10 08:07:00,Cochabamba,CAM-01,CHO-090,231,231.0,72,72.0,1,1,1
ORD-2026-03897,CLI-034,PROD-030,2026-08-11 11:40:00,Oruro,CAM-02,CHO-144,258,258.0,72,49.5,1,1,1
ORD-2026-03898,CLI-055,PROD-032,2026-08-19 23:39:00,La Paz,CAM-15,CHO-072,70,70.0,24,20.1,1,1,1
ORD-2026-03899,CLI-014,PROD-004,2026-08-12 23:16:00,Cochabamba,CAM-23,CHO-065,412,412.0,48,36.2,1,1,1
ORD-2026-03900,CLI-078,PROD-013,2026-08-21 14:03:00,Oruro,CAM-05,CHO-117,102,102.0,24,15.4,1,1,1
ORD-2026-03901,CLI-093,PROD-060,2026-08-06 03:20:00,La Paz,CAM-09,CHO-005,464,464.0,24,25.8,0,1,0
ORD-2026-03902,CLI-096,PROD-024,2026-08-28 11:06:00,La Paz,CAM-30,CHO-134,279,279.0,48,37.7,1,1,1
ORD-2026-03903,CLI-079,PROD-054,2026-08-22 12:28:00,Cochabamba,CAM-17,CHO-147,392,392.0,24,16.5,1,1,1
ORD-2026-03904,CLI-067,PROD-038,2026-08-26 11:01:00,Cochabamba,CAM-08,CHO-006,304,304.0,48,43.9,1,1,1
ORD-2026-03905, cli-088 ,PROD-024,2026-08-28 03:28:00,La Paz,CAM-27,CHO-148,179,179.0,48,38.3,1,1,1
ORD-2026-03906,CLI-059,PROD-043,2026-08-29 20:09:00,Santa Cruz,CAM-14,CHO-060,81,81.0,24,19.1,1,1,1
ORD-2026-03907,CLI-026,PROD-020,2026-08-03 18:22:00,Oruro,CAM-05,CHO-144,330,330.0,48,37.8,1,1,1
ORD-2026-03908,CLI-086,PROD-043,2026-08-10 05:19:00,Cochabamba,CAM-23,CHO-111,374,374.0,48,26.8,1,1,1
ORD-2026-03909,CLI-083,PROD-034,2026-08-01 20:32:00,Santa Cruz,CAM-18,CHO-096,323,323.0,72,70.6,1,1,1
ORD-2026-03910,CLI-074,PROD-029,2026-08-06 13:19:00,La Paz,CAM-30,CHO-042,85,85.0,72,43.2,1,1,1
ORD-2026-03911,CLI-034,PROD-044,2026-08-23 04:05:00,Santa Cruz,CAM-21,CHO-035,346,346.0,48,37.9,1,1,1
ORD-2026-03912,CLI-066,PROD-005,2026-08-20 10:25:00,Cochabamba,CAM-19,CHO-089,288,288.0,24,14.9,1,1,1
ORD-2026-03913,CLI-087,PROD-036,2026-08-03 09:25:00,Cochabamba,CAM-08,CHO-014,402,402.0,72,41.8,1,1,1
ORD-2026-03914,CLI-007,PROD-055,2026-08-02 13:42:00,Tarija,CAM-03,CHO-009,458,458.0,48,46.7,1,1,1
ORD-2026-03915,CLI-063,PROD-049,2026-08-22 03:17:00,Santa Cruz,CAM-13,CHO-025,274,274.0,48,47.0,1,1,1
ORD-2026-03916,CLI-042,PROD-059,2026-08-18 18:31:00,Oruro,CAM-05,CHO-144,169,169.0,24,20.5,1,1,1
ORD-2026-03917,CLI-025,PROD-047,2026-08-11 03:34:00,Tarija,CAM-12,CHO-026,238,238.0,72,71.7,1,1,1
ORD-2026-03918,CLI-015,PROD-035,2026-08-23 11:51:00,Cochabamba,CAM-01,CHO-055,49,49.0,24,25.5,0,1,0
ORD-2026-03919,CLI-097,PROD-007,2026-08-10 19:28:00,Oruro,CAM-07,CHO-150,329,312.0,48,36.7,1,0,0
ORD-2026-03920,CLI-005,PROD-033,2026-08-21 02:52:00,Tarija,CAM-03,CHO-132,90,90.0,48,53.9,0,1,0
ORD-2026-03921,CLI-020,PROD-027,2026-08-02 22:48:00,Cochabamba,CAM-17,CHO-130,276,276.0,24,19.4,1,1,1
ORD-2026-03922,CLI-004,PROD-015,2026-08-11 02:25:00,Oruro,CAM-05,CHO-098,331,331.0,48,48.5,0,1,0
ORD-2026-03923,CLI-038,PROD-044,2026-08-19 11:06:00,Cochabamba,CAM-17,CHO-058,35,35.0,48,33.0,1,1,1
ORD-2026-03924,CLI-065,PROD-012,2026-08-06 17:37:00,La Paz,CAM-28,CHO-002,108,108.0,24,14.5,1,1,1
ORD-2026-03925,CLI-009,PROD-015,2026-08-29 12:49:00,Oruro,CAM-05,CHO-144,323,323.0,24,20.2,1,1,1
ORD-2026-03926,CLI-016,PROD-039,2026-08-28 23:35:00,Oruro,CAM-16,CHO-003,352,352.0,48,32.2,1,1,1
ORD-2026-03927,CLI-075,PROD-005,2026-08-26 12:48:00,La Paz,CAM-15,CHO-127,420,420.0,24,24.1,0,1,0
ORD-2026-03928,CLI-003,PROD-032,2026-08-14 17:26:00,Cochabamba,CAM-22,CHO-006,381,381.0,72,59.5,1,1,1
ORD-2026-03929,CLI-036,PROD-014,2026-08-08 20:15:00,Santa Cruz,CAM-06,CHO-059,347,347.0,48,40.0,1,1,1
ORD-2026-03930,CLI-048,PROD-018,2026-08-25 16:58:00,Cochabamba,CAM-01,CHO-090,44,44.0,24,21.8,1,1,1
ORD-2026-03931,CLI-017,PROD-030,2026-08-24 10:04:00,Santa Cruz,CAM-14,CHO-034,297,297.0,72,54.7,1,1,1
ORD-2026-03932,CLI-009,PROD-001,2026-08-19 01:10:00,Tarija,CAM-12,CHO-105,276,276.0,48,43.9,1,1,1
ORD-2026-03933,CLI-061,PROD-038,2026-08-23 06:42:00,Cochabamba,CAM-17,CHO-086,314,314.0,24,9.3,1,1,1
ORD-2026-03934,CLI-066,PROD-038,2026-08-09 03:03:00,Oruro,CAM-05,CHO-098,357,357.0,48,34.4,1,1,1
ORD-2026-03935,CLI-070,PROD-034,2026-08-12 01:38:00,Cochabamba,CAM-01,CHO-135,480,480.0,24,17.1,1,1,1
ORD-2026-03936,CLI-037,PROD-033,2026-08-21 01:06:00,Oruro,CAM-07,CHO-022,137,137.0,72,50.9,1,1,1
ORD-2026-03937,CLI-053,PROD-043,2026-08-01 12:52:00,Cochabamba,CAM-01,CHO-138,51,32.0,24,24.0,1,0,0
ORD-2026-03938,CLI-068,PROD-055,2026-08-13 15:15:00,Oruro,CAM-07,CHO-150,18,18.0,48,32.6,1,1,1
ORD-2026-03939,CLI-041,PROD-049,2026-08-29 12:50:00,Oruro,CAM-05,CHO-117,424,424.0,48,48.1,0,1,0
ORD-2026-03940,CLI-023,PROD-047,2026-08-28 07:56:00,Santa Cruz,CAM-04,CHO-011,228,209.0,24,24.1,0,0,0
ORD-2026-03941,CLI-048,PROD-021,2026-08-10 23:18:00,Santa Cruz,CAM-14,CHO-129,20,20.0,24,14.6,1,1,1
ORD-2026-03942,CLI-012,PROD-017,2026-08-08 17:51:00,Tarija,CAM-03,CHO-082,94,94.0,72,66.6,1,1,1
ORD-2026-03943,CLI-069,PROD-050,2026-08-03 04:15:00,La Paz,CAM-28,CHO-083,403,403.0,48,31.5,1,1,1
ORD-2026-03944,CLI-061,PROD-058,2026-08-30 02:37:00,Cochabamba,CAM-08,CHO-055,369,369.0,48,49.0,0,1,0
ORD-2026-03945,CLI-092,PROD-020,2026-08-09 00:35:00,Oruro,CAM-05,CHO-110,371,371.0,24,24.4,0,1,0
ORD-2026-03946,CLI-067,PROD-021,2026-08-12 10:22:00,La Paz,CAM-15,CHO-102,296,296.0,24,18.2,1,1,1
ORD-2026-03947,CLI-066,PROD-009,2026-08-20 13:13:00,Tarija,CAM-03,CHO-010,163,163.0,24,17.6,1,1,1
ORD-2026-03948,CLI-009,PROD-003,2026-08-03 15:39:00,Santa Cruz,CAM-14,CHO-075,17,17.0,24,20.9,1,1,1
ORD-2026-03949,CLI-086,PROD-046,2026-08-30 14:04:00,La Paz,CAM-30,CHO-005,147,147.0,48,42.9,1,1,1
ORD-2026-03950,CLI-035,PROD-047,2026-08-16 09:52:00,Tarija,CAM-12,CHO-044,161,161.0,48,32.9,1,1,1
ORD-2026-03951,CLI-040,PROD-042,2026-08-08 22:58:00,La Paz,CAM-28,CHO-072,390,390.0,72,63.4,1,1,1
ORD-2026-03952,CLI-021,PROD-010,2026-08-17 18:07:00,La Paz,CAM-27,CHO-072,496,496.0,48,43.6,1,1,1
ORD-2026-03953,CLI-079,PROD-060,2026-08-27 16:28:00,Cochabamba,CAM-22,CHO-111,209,209.0,72,57.7,1,1,1
ORD-2026-03954,CLI-035,PROD-018,2026-08-05 09:39:00,Tarija,CAM-26,CHO-105,423,423.0,24,28.3,0,1,0
ORD-2026-03955,CLI-064,PROD-030,2026-08-18 11:59:00,Oruro,CAM-05,CHO-150,431,429.0,72,69.2,1,0,0
ORD-2026-03956,CLI-024,PROD-052,2026-08-20 06:29:00,Tarija,CAM-03,CHO-036,265,265.0,48,42.2,1,1,1
ORD-2026-03957,CLI-023,PROD-006,2026-08-16 10:05:00,Cochabamba,CAM-23,CHO-145,229,229.0,24,18.5,1,1,1
ORD-2026-03958,CLI-070,PROD-051,2026-08-07 02:58:00,Oruro,CAM-05,CHO-110,202,202.0,72,51.7,1,1,1
ORD-2026-03959,CLI-051,PROD-042,2026-08-13 09:25:00,Oruro,CAM-05,CHO-003,233,233.0,24,13.5,1,1,1
ORD-2026-03960,CLI-085,PROD-056,2026-08-30 15:13:00,Tarija,CAM-03,CHO-061,408,408.0,48,36.2,1,1,1
ORD-2026-03961,CLI-070,PROD-013,2026-08-27 06:34:00,Cochabamba,CAM-23,CHO-033,303,303.0,48,23.8,1,1,1
ORD-2026-03962,CLI-016,PROD-042,2026-08-10 20:30:00,La Paz,CAM-30,CHO-071,402,402.0,48,29.2,1,1,1
ORD-2026-03963,CLI-026,PROD-041,2026-08-04 22:46:00,Oruro,CAM-02,CHO-136,323,323.0,48,34.6,1,1,1
ORD-2026-03964,CLI-077,PROD-020,2026-08-07 05:17:00,Cochabamba,CAM-23,CHO-033,387,387.0,72,70.1,1,1,1
ORD-2026-03965,CLI-072,PROD-029,2026-08-29 04:09:00,Santa Cruz,CAM-04,CHO-106,152,152.0,48,42.8,1,1,1
ORD-2026-03966,CLI-089,PROD-030,2026-08-21 23:22:00,La Paz,CAM-09,CHO-005,425,425.0,48,43.9,1,1,1
ORD-2026-03967,CLI-056,PROD-049,2026-08-09 20:05:00,La Paz,CAM-09,CHO-057,391,391.0,48,45.3,1,1,1
ORD-2026-03968,CLI-010,PROD-039,2026-08-08 00:57:00,Tarija,CAM-12,CHO-082,411,411.0,24,22.2,1,1,1
ORD-2026-03969,CLI-013,PROD-027,2026-08-30 15:57:00,Oruro,CAM-02,CHO-022,285,273.0,24,15.5,1,0,0
ORD-2026-03970,CLI-027,PROD-046,2026-08-23 04:19:00,Oruro,CAM-24,CHO-038,404,404.0,24,11.6,1,1,1
ORD-2026-03971,CLI-076,PROD-013,2026-08-22 05:41:00,Santa Cruz,CAM-13,CHO-092,97,97.0,24,20.2,1,1,1
ORD-2026-03972,CLI-021,PROD-008,2026-08-18 18:12:00,Cochabamba,CAM-22,CHO-131,478,478.0,24,22.5,1,1,1
ORD-2026-03973,CLI-009,PROD-048,2026-08-02 01:47:00,Cochabamba,CAM-01,CHO-014,421,421.0,24,17.9,1,1,1
ORD-2026-03974,CLI-056,PROD-039,2026-08-10 05:10:00,Oruro,CAM-24,CHO-022,66,66.0,24,19.0,1,1,1
ORD-2026-03975,CLI-099,PROD-048,2026-08-09 18:52:00,Santa Cruz,CAM-18,CHO-101,240,240.0,24,18.8,1,1,1
ORD-2026-03976,CLI-031,PROD-002,2026-08-01 12:34:00,La Paz,CAM-09,CHO-063,234,234.0,24,21.5,1,1,1
ORD-2026-03977,CLI-060,PROD-060,2026-08-11 12:30:00,Oruro,CAM-05,CHO-003,125,125.0,24,16.5,1,1,1
ORD-2026-03978,CLI-093,PROD-057,2026-08-09 14:12:00,Santa Cruz,CAM-21,CHO-075,48,48.0,72,81.1,0,1,0
