fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,columnas_con_problemas,en_cuarentena
4708,ORD-2026-04708,CLI-028,PROD-044,2026-08-22 21:06:00,Santa Cruz,CAM-14,CHO-103,302,302.0,72,63.2,1,1,1,,False
4709,ORD-2026-04709,CLI-057,PROD-013,2026-08-24 10:04:00,La Paz,CAM-09,CHO-001,215,215.0,48,39.9,1,1,1,,False
4710,ORD-2026-04710,CLI-031,PROD-030,2026-08-08 16:22:00,Cochabamba,CAM-17,CHO-140,371,371.0,48,44.9,1,1,1,,False
4711,ORD-2026-04711,CLI-050,PROD-019,2026-08-04 13:28:00,Oruro,CAM-05,CHO-098,436,436.0,24,18.1,1,1,1,,False
4712,ORD-2026-04712,CLI-025,PROD-054,2026-08-14 13:16:00,Tarija,CAM-12,CHO-132,306,306.0,24,16.6,1,1,1,,False
4713,ORD-2026-04713,CLI-028,PROD-040,2026-08-04 03:52:00,Cochabamba,CAM-08,CHO-131,314,314.0,24,19.7,1,1,1,,False
4714,ORD-2026-04714,CLI-077,PROD-049,2026-08-25 16:14:00,Tarija,CAM-03,CHO-122,445,445.0,24,16.1,1,1,1,,False
4715,ORD-2026-04715,CLI-024,PROD-025,2026-08-28 03:39:00,Santa Cruz,CAM-14,CHO-104,444,444.0,48,45.6,1,1,1,,False
4716,ORD-2026-04716,CLI-014,PROD-052,2026-08-19 16:35:00,La Paz,CAM-09,CHO-039,19,19.0,72,54.5,1,1,1,,False
4717,ORD-2026-04717,CLI-015,PROD-027,2026-08-20 12:43:00,La Paz,CAM-28,CHO-093,113,113.0,72,50.3,1,1,1,,False
4718,ORD-2026-04718,CLI-056,PROD-035,2026-08-23 14:53:00,Tarija,CAM-03,CHO-012,85,85.0,48,34.3,1,1,1,,False
4719,ORD-2026-04719,CLI-004,PROD-052,2026-08-15 16:05:00,Oruro,CAM-07,CHO-119,109,109.0,24,18.6,1,1,1,,False
4720,ORD-2026-04720,CLI-029,PROD-026,2026-08-23 00:14:00,La Paz,CAM-15,CHO-107,387,387.0,48,50.1,0,1,0,,False
4721,ORD-2026-04721,CLI-014,PROD-004,2026-08-11 09:29:00,La Paz,CAM-15,CHO-083,225,,48,42.7,1,1,1,cantidad_entregada,True
4722,ORD-2026-04722,CLI-061,PROD-042,2026-08-24 04:41:00,Santa Cruz,CAM-04,CHO-114,370,370.0,48,38.0,1,1,1,,False
4723,ORD-2026-04723,CLI-062,PROD-019,2026-08-05 00:42:00,Cochabamba,CAM-01,CHO-115,137,137.0,48,31.1,1,1,1,,False
4724,ORD-2026-04724,CLI-052,PROD-053,2026-08-22 19:49:00,Santa Cruz,CAM-14,CHO-096,434,424.0,48,41.2,1,0,0,,False
4725,ORD-2026-04725,CLI-004,PROD-020,2026-08-26 03:31:00,Oruro,CAM-05,CHO-022,415,415.0,48,37.6,1,1,1,,False
4726,ORD-2026-04726,CLI-032,PROD-039,2026-08-08 15:17:00,Cochabamba,CAM-17,CHO-130,346,346.0,48,30.8,1,1,1,,False
4727,ORD-2026-04727,CLI-047,PROD-005,2026-08-11 12:16:00,Cochabamba,CAM-19,CHO-055,154,154.0,72,61.8,1,1,1,,False
4728,ORD-2026-04728,CLI-100,PROD-051,2026-08-12 11:27:00,Tarija,CAM-03,CHO-010,320,320.0,72,57.5,1,1,1,,False
4729,ORD-2026-04729,CLI-083,PROD-037,2026-08-22 12:51:00,Cochabamba,CAM-19,CHO-006,119,119.0,48,44.5,1,1,1,,False
4730,ORD-2026-04730,CLI-059,PROD-014,2026-08-24 16:18:00,Santa Cruz,CAM-04,CHO-120,146,146.0,72,45.2,1,1,1,,False
4731,ORD-2026-04731,CLI-050,PROD-014,2026-08-16 18:13:00,Cochabamba,CAM-19,CHO-058,336,336.0,24,13.6,1,1,1,,False
4732,ORD-2026-04732,CLI-085,PROD-015,2026-08-21 17:01:00,Tarija,CAM-03,CHO-026,193,193.0,24,22.9,1,1,1,,False
4733,ORD-2026-04733,CLI-097,PROD-021,2026-08-02 14:37:00,Santa Cruz,CAM-20,CHO-106,111,111.0,48,35.6,1,1,1,,False
4734,ORD-2026-04734,CLI-070,PROD-035,2026-08-16 08:01:00,Cochabamba,CAM-22,CHO-140,137,137.0,24,24.9,0,1,0,,False
4735,ORD-2026-04735,CLI-041,PROD-015,2026-08-22 08:16:00,Oruro,CAM-05,CHO-110,340,340.0,72,57.1,1,1,1,,False
4736,ORD-2026-04736,CLI-048,PROD-039,2026-08-02 00:23:00,Tarija,CAM-03,CHO-056,441,441.0,48,28.2,1,1,1,,False
4737,ORD-2026-04737,CLI-093,PROD-001,2026-08-12 22:59:00,La Paz,CAM-28,CHO-072,400,400.0,24,17.7,1,1,1,,False
4738,ORD-2026-04738,CLI-036,PROD-059,2026-08-04 22:25:00,Tarija,CAM-03,CHO-043,127,109.0,24,18.8,1,0,0,,False
4739,ORD-2026-04739,CLI-067,PROD-024,2026-08-03 10:38:00,Oruro,CAM-24,CHO-117,470,470.0,48,45.8,1,1,1,,False
4740,ORD-2026-04740,CLI-038,PROD-025,2026-08-08 22:12:00,La Paz,CAM-28,CHO-057,20,6.0,72,60.0,1,0,0,,False
4741,ORD-2026-04741,CLI-015,PROD-031,2026-08-05 13:11:00,Tarija,CAM-12,CHO-122,170,170.0,24,25.1,0,1,0,,False
4742,ORD-2026-04742,CLI-099,PROD-054,2026-08-20 12:59:00,Tarija,CAM-03,CHO-026,407,407.0,48,41.2,1,1,1,,False
4743,ORD-2026-04743,CLI-068,PROD-027,2026-08-26 13:31:00,Cochabamba,CAM-19,CHO-068,240,240.0,24,21.3,1,1,1,,False
4744,ORD-2026-04744,CLI-013,PROD-013,2026-08-10 14:30:00,La Paz,CAM-28,CHO-107,77,77.0,48,46.3,1,1,1,,False
4745,ORD-2026-04745,CLI-004,PROD-053,2026-08-18 15:57:00,Oruro,CAM-16,CHO-150,181,172.0,72,70.9,1,0,0,,False
4746,ORD-2026-04746,CLI-014,PROD-041,2026-08-30 07:41:00,Oruro,CAM-05,CHO-098,196,196.0,48,51.9,0,1,0,,False
4747,ORD-2026-04747,CLI-006,PROD-057,2026-08-28 00:52:00,La Paz,CAM-28,CHO-052,14,14.0,24,12.1,1,1,1,,False
4748,ORD-2026-04748,CLI-095,PROD-058,2026-08-14 14:46:00,Cochabamba,CAM-01,CHO-111,227,227.0,48,43.7,1,1,1,,False
4749,ORD-2026-04749,CLI-010,PROD-042,2026-08-20 22:30:00,Oruro,CAM-07,CHO-117,296,289.0,48,51.3,0,0,0,,False
4750,ORD-2026-04750,CLI-056,PROD-024,2026-08-26 13:57:00,Santa Cruz,CAM-25,CHO-100,316,316.0,48,30.9,1,1,1,,False
4751,ORD-2026-04751,CLI-046,PROD-026,2026-08-18 01:26:00,Santa Cruz,CAM-13,CHO-013,426,426.0,48,37.9,1,1,1,,False
4752,ORD-2026-04752, cli-058 ,PROD-057,2026-08-03 16:44:00,Santa Cruz,CAM-18,CHO-070,132,132.0,72,50.7,1,1,1,cliente_id,True
4753,ORD-2026-04753,CLI-096,PROD-005,2026-08-10 23:18:00,Santa Cruz,CAM-14,CHO-113,395,395.0,72,65.0,1,1,1,,False
4754,ORD-2026-04754,CLI-093,PROD-023,2026-08-10 03:45:00,Cochabamba,CAM-23,CHO-086,182,182.0,48,40.0,1,1,1,,False
4755,ORD-2026-04755,CLI-052,PROD-037,2026-08-12 11:27:00,Tarija,CAM-26,CHO-146,396,396.0,24,15.3,1,1,1,,False
4756,ORD-2026-04756,CLI-069,PROD-023,2026-08-29 15:37:00,Tarija,CAM-12,CHO-012,242,242.0,24,18.0,1,1,1,,False
4757,ORD-2026-04757,CLI-084,PROD-005,2026-08-22 12:38:00,La Paz,CAM-28,CHO-091,189,189.0,48,35.1,1,1,1,,False
4758,ORD-2026-04758,CLI-017,PROD-022,2026-08-08 13:25:00,Oruro,CAM-05,CHO-136,42,42.0,48,38.7,1,1,1,,False
4759,ORD-2026-04759,CLI-012,PROD-019,2026-08-28 07:10:00,Cochabamba,CAM-22,CHO-019,408,408.0,24,15.5,1,1,1,,False
4760,ORD-2026-04760,CLI-058,PROD-040,2026-08-20 02:39:00,La Paz,CAM-28,CHO-139,135,135.0,48,45.7,1,1,1,,False
4761,ORD-2026-04761,CLI-016,PROD-053,2026-08-15 12:20:00,Tarija,CAM-26,CHO-036,437,418.0,72,70.7,1,0,0,,False
4762,ORD-2026-04762,CLI-023,PROD-047,2026-08-04 17:53:00,Tarija,CAM-12,CHO-008,410,,48,50.6,0,1,0,cantidad_entregada,True
4763,ORD-2026-04763,CLI-033,PROD-046,2026-08-28 05:42:00,La Paz,CAM-27,CHO-049,186,186.0,48,49.2,0,1,0,,False
4764,ORD-2026-04764,CLI-069,PROD-005,2026-08-02 00:41:00,Oruro,CAM-05,CHO-022,27,27.0,72,70.9,1,1,1,,False
4765,ORD-2026-04765,CLI-031,PROD-019,2026-08-19 02:48:00,Oruro,CAM-05,CHO-118,114,114.0,72,56.1,1,1,1,,False
4766,ORD-2026-04766,CLI-003,PROD-014,2026-08-28 02:21:00,La Paz,CAM-09,CHO-107,380,380.0,48,47.6,1,1,1,,False
4767,ORD-2026-04767,CLI-072,PROD-055,2026-08-12 04:56:00,Santa Cruz,CAM-04,CHO-099,357,357.0,48,47.2,1,1,1,,False
4768,ORD-2026-04768,CLI-009,PROD-023,2026-08-18 17:53:00,Tarija,CAM-03,CHO-045,282,282.0,72,48.9,1,1,1,,False
4769,ORD-2026-04769,CLI-014,PROD-025,2026-08-19 10:15:00,Oruro,CAM-05,CHO-118,226,226.0,48,39.3,1,1,1,,False
4770,ORD-2026-04770,CLI-005,PROD-015,2026-08-30 21:01:00,Tarija,CAM-12,CHO-082,354,354.0,24,15.4,1,1,1,,False
4771,ORD-2026-04771,CLI-059,PROD-021,2026-08-03 22:16:00,Santa Cruz,CAM-21,CHO-120,121,121.0,72,61.0,1,1,1,,False
4772,ORD-2026-04772,CLI-010,PROD-057,2026-08-12 00:04:00,Cochabamba,CAM-01,CHO-111,57,57.0,24,19.2,1,1,1,,False
4773,ORD-2026-04773,CLI-008,PROD-043,2026-08-07 07:03:00,Oruro,CAM-05,CHO-067,146,146.0,48,42.6,1,1,1,,False
4774,ORD-2026-04774,CLI-066,PROD-043,2026-08-24 22:25:00,Oruro,CAM-05,CHO-150,39,39.0,24,15.9,1,1,1,,False
4775,ORD-2026-04775,CLI-014,PROD-053,2026-08-01 12:58:00,La Paz,CAM-30,CHO-071,124,124.0,24,18.1,1,1,1,,False
4776,ORD-2026-04776,CLI-018,PROD-051,2026-08-24 16:14:00,Tarija,CAM-12,CHO-009,160,160.0,72,67.0,1,1,1,,False
4777,ORD-2026-04777,CLI-001,PROD-041,2026-08-19 12:13:00,Tarija,CAM-03,CHO-056,443,443.0,72,82.4,0,1,0,,False
4778,ORD-2026-04778,CLI-095,PROD-046,2026-08-16 09:37:00,Cochabamba,CAM-17,CHO-111,458,458.0,48,42.1,1,1,1,,False
4779,ORD-2026-04779,CLI-010,PROD-052,2026-08-01 22:12:00,La Paz,CAM-09,CHO-127,18,18.0,24,21.7,1,1,1,,False
4780,ORD-2026-04780,CLI-054,PROD-024,2026-08-06 13:55:00,Tarija,CAM-26,CHO-105,448,448.0,24,23.6,1,1,1,,False
4781,ORD-2026-04781,CLI-005,PROD-028,2026-08-28 07:44:00,La Paz,CAM-27,CHO-071,204,204.0,48,30.6,1,1,1,,False
4782,ORD-2026-04782,CLI-093,PROD-037,2026-08-09 09:08:00,Cochabamba,CAM-22,CHO-016,117,104.0,24,19.9,1,0,0,,False
4783,ORD-2026-04783,CLI-011,PROD-011,2026-08-13 19:22:00,Cochabamba,CAM-01,CHO-068,12,12.0,48,28.3,1,1,1,,False
4784,ORD-2026-04784,CLI-017,PROD-028,2026-08-15 07:56:00,Santa Cruz,CAM-25,CHO-062,87,87.0,24,-24.3,0,1,0,tiempo_entrega_real_hrs,True
4785,ORD-2026-04785,CLI-029,PROD-020,2026-08-22 10:05:00,Tarija,CAM-12,CHO-056,57,57.0,72,58.7,1,1,1,,False
4786,ORD-2026-04786,CLI-069,PROD-020,2026-08-13 18:28:00,Cochabamba,CAM-08,CHO-147,89,89.0,72,36.9,1,1,1,,False
4787,ORD-2026-04787,CLI-021,PROD-021,2026-08-14 05:11:00,Cochabamba,CAM-01,CHO-033,483,483.0,24,24.3,0,1,0,,False
4788,ORD-2026-04788,CLI-072,PROD-013,2026-08-19 23:35:00,La Paz,CAM-28,CHO-066,185,185.0,72,57.0,1,1,1,,False
4789,ORD-2026-04789,CLI-062,PROD-031,2026-08-16 04:52:00,Tarija,CAM-12,CHO-010,113,113.0,24,19.3,1,1,1,,False
4790,ORD-2026-04790,CLI-039,PROD-017,2026-08-01 15:53:00,Oruro,CAM-05,CHO-098,158,158.0,24,16.7,1,1,1,,False
4791,ORD-2026-04791,CLI-023,PROD-039,2026-08-09 14:44:00,Tarija,CAM-12,CHO-031,351,351.0,48,39.8,1,1,1,,False
4792,ORD-2026-04792,CLI-056,PROD-017,2026-08-14 00:53:00,Cochabamba,CAM-23,CHO-016,236,236.0,72,58.9,1,1,1,,False
4793,ORD-2026-04793,CLI-007,PROD-055,2026-08-12 10:41:00,Santa Cruz,CAM-11,CHO-133,125,125.0,24,18.2,1,1,1,,False
4794,ORD-2026-04794,CLI-094,PROD-007,2026-08-21 11:56:00,Cochabamba,CAM-19,CHO-073,30,30.0,48,35.0,1,1,1,,False
4795,ORD-2026-04795,CLI-029,PROD-046,2026-08-23 15:03:00,Oruro,CAM-07,CHO-119,277,277.0,48,25.5,1,1,1,,False
4796,ORD-2026-04796,CLI-025,PROD-017,2026-08-26 01:37:00,Tarija,CAM-03,CHO-031,171,171.0,24,26.9,0,1,0,,False
4797,ORD-2026-04797,CLI-067,PROD-041,2026-08-28 22:02:00,Santa Cruz,CAM-25,CHO-035,232,232.0,72,65.1,1,1,1,,False
4798,ORD-2026-04798,CLI-044,PROD-042,2026-08-06 08:28:00,Cochabamba,CAM-22,CHO-145,412,412.0,24,14.9,1,1,1,,False
4799,ORD-2026-04799,CLI-016,PROD-049,2026-08-28 04:03:00,Santa Cruz,CAM-13,CHO-133,420,420.0,72,63.5,1,1,1,,False
4800,ORD-2026-04800,CLI-037,PROD-022,2026-08-14 10:34:00,La Paz,CAM-09,CHO-040,56,56.0,48,41.1,1,1,1,,False
4801,ORD-2026-04801,CLI-058,PROD-019,2026-08-20 03:04:00,Oruro,CAM-05,CHO-117,167,167.0,48,44.6,1,1,1,,False
4802,ORD-2026-04802,CLI-085,PROD-019,2026-08-25 18:12:00,Cochabamba,CAM-01,CHO-089,300,300.0,72,53.2,1,1,1,,False
4803,ORD-2026-04803,CLI-062,PROD-015,2026-08-22 05:13:00,Santa Cruz,CAM-13,CHO-103,185,185.0,48,31.2,1,1,1,,False
4804,ORD-2026-04804,CLI-047,PROD-017,2026-08-22 19:03:00,La Paz,CAM-28,CHO-137,436,436.0,72,83.5,0,1,0,,False
4805,ORD-2026-04805,CLI-006,PROD-037,2026-08-19 02:39:00,Oruro,CAM-05,CHO-110,307,307.0,72,67.0,1,1,1,,False
4806,ORD-2026-04806,CLI-098,PROD-019,2026-08-18 17:18:00,Tarija,CAM-12,CHO-044,224,224.0,48,41.3,1,1,1,,False
4807,ORD-2026-04807,CLI-048,PROD-038,2026-08-15 09:30:00,Oruro,CAM-16,CHO-032,304,304.0,48,35.0,1,1,1,,False
4808,ORD-2026-04808,CLI-017,PROD-053,2026-08-14 20:54:00,La Paz,CAM-09,CHO-042,273,273.0,48,39.1,1,1,1,,False
4809,ORD-2026-04809,CLI-022,PROD-051,2026-08-20 13:01:00,Tarija,CAM-03,CHO-082,312,312.0,48,42.9,1,1,1,,False
4810,ORD-2026-04810,CLI-018,PROD-030,2026-08-24 02:26:00,Cochabamba,CAM-23,CHO-143,380,374.0,72,57.4,1,0,0,,False
4811,ORD-2026-04811,CLI-001,PROD-031,2026-08-29 20:26:00,Cochabamba,CAM-08,CHO-143,367,367.0,24,23.9,1,1,1,,False
4812,ORD-2026-04812,CLI-084,PROD-006,2026-08-08 16:09:00,Oruro,CAM-07,CHO-119,39,33.0,24,19.2,1,0,0,,False
4813,ORD-2026-04813,CLI-056,PROD-029,2026-08-23 08:10:00,Tarija,CAM-26,CHO-008,134,134.0,24,14.8,1,1,1,,False
4814,ORD-2026-04814,CLI-046,PROD-053,2026-08-09 06:52:00,Oruro,CAM-02,CHO-051,119,119.0,24,17.7,1,1,1,,False
4815,ORD-2026-04815,CLI-085,PROD-031,2026-08-10 17:17:00,Cochabamba,CAM-23,CHO-125,140,140.0,24,12.2,1,1,1,,False
4816,ORD-2026-04816,CLI-050,PROD-007,2026-08-28 20:57:00,Tarija,CAM-03,CHO-048,452,452.0,24,20.4,1,1,1,,False
4817,ORD-2026-04817,CLI-034,PROD-022,2026-08-29 04:47:00,Oruro,CAM-05,CHO-144,306,306.0,24,14.0,1,1,1,,False
4818,ORD-2026-04818,CLI-078,PROD-043,2026-08-11 20:31:00,Tarija,CAM-03,CHO-008,470,470.0,24,18.8,1,1,1,,False
4819,ORD-2026-04819,CLI-001,PROD-029,2026-08-08 06:09:00,Oruro,CAM-07,CHO-032,44,44.0,24,23.4,1,1,1,,False
4820,ORD-2026-04820,CLI-022,PROD-005,2026-08-02 12:57:00,La Paz,CAM-27,CHO-137,463,454.0,72,34.7,1,0,0,,False
4821,ORD-2026-04821,CLI-097,PROD-017,2026-08-10 00:09:00,Tarija,CAM-12,CHO-044,384,384.0,48,47.0,1,1,1,,False
4822,ORD-2026-04822,CLI-053,PROD-051,2026-08-29 20:19:00,Tarija,CAM-12,CHO-050,434,434.0,72,59.5,1,1,1,,False
4823,ORD-2026-04823,CLI-033,PROD-057,2026-08-15 05:51:00,La Paz,CAM-09,CHO-139,312,312.0,24,21.5,1,1,1,,False
4824,ORD-2026-04824,CLI-055,PROD-016,2026-08-02 08:30:00,Tarija,CAM-26,CHO-008,224,224.0,48,49.3,0,1,0,,False
4825,ORD-2026-04825,CLI-073,PROD-052,2026-08-22 10:34:00,Cochabamba,CAM-23,CHO-077,294,294.0,24,20.9,1,1,1,,False
4826,ORD-2026-04826,CLI-081,PROD-020,2026-08-23 05:37:00,Tarija,CAM-12,CHO-122,450,450.0,72,69.6,1,1,1,,False
4827,ORD-2026-04827,CLI-065,PROD-022,2026-08-06 10:14:00,La Paz,CAM-09,CHO-017,67,67.0,24,16.8,1,1,1,,False
4828,ORD-2026-04828,CLI-006,PROD-038,2026-08-23 05:41:00,Oruro,CAM-02,CHO-067,67,67.0,24,21.7,1,1,1,,False
4829,ORD-2026-04829,CLI-025,PROD-053,2026-08-15 07:16:00,Oruro,CAM-16,CHO-117,347,347.0,48,38.1,1,1,1,,False
4830,ORD-2026-04830,CLI-089,PROD-057,2026-08-07 07:36:00,Oruro,CAM-16,CHO-150,225,225.0,48,42.1,1,1,1,,False
4831,ORD-2026-04831,CLI-028,PROD-045,2026-08-28 21:37:00,Santa Cruz,CAM-13,CHO-046,20,20.0,48,38.6,1,1,1,,False
4832,ORD-2026-04832,CLI-089,PROD-041,2026-08-08 12:34:00,La Paz,CAM-27,CHO-005,11,11.0,48,36.3,1,1,1,,False
4833,ORD-2026-04833,CLI-062,PROD-054,2026-08-01 12:29:00,La Paz,CAM-15,CHO-137,254,254.0,48,39.8,1,1,1,,False
4834,ORD-2026-04834,CLI-048,PROD-005,2026-08-23 04:42:00,Cochabamba,CAM-19,CHO-111,496,496.0,48,35.9,1,1,1,,False
4835,ORD-2026-04835,CLI-021,PROD-017,2026-08-02 22:16:00,Cochabamba,CAM-22,CHO-094,298,298.0,48,43.0,1,1,1,,False
4836,ORD-2026-04836,CLI-025,PROD-029,2026-08-09 00:30:00,Cochabamba,CAM-17,CHO-014,69,69.0,24,18.5,1,1,1,,False
4837,ORD-2026-04837,CLI-076,PROD-005,2026-08-05 17:14:00,Santa Cruz,CAM-11,CHO-109,389,389.0,48,29.5,1,1,1,,False
4838,ORD-2026-04838,CLI-035,PROD-019,2026-08-28 16:00:00,Santa Cruz,CAM-14,CHO-080,120,120.0,24,16.1,1,1,1,,False
4839,ORD-2026-04839,CLI-074,PROD-019,2026-08-10 08:46:00,Cochabamba,CAM-22,CHO-065,194,194.0,24,16.4,1,1,1,,False
4840,ORD-2026-04840,CLI-017,PROD-003,2026-08-24 17:12:00,Tarija,CAM-03,CHO-045,405,405.0,72,59.7,1,1,1,,False
4841,ORD-2026-04841,CLI-097,PROD-034,2026-08-08 15:45:00,La Paz,CAM-30,CHO-107,179,179.0,48,40.8,1,1,1,,False
4842,ORD-2026-04842,CLI-068,PROD-021,2026-08-14 18:24:00,Santa Cruz,CAM-10,CHO-080,385,385.0,24,17.3,1,1,1,,False
4843,ORD-2026-04843,CLI-037,PROD-044,2026-08-17 23:11:00,Cochabamba,CAM-22,CHO-006,38,38.0,48,33.4,1,1,1,,False
4844,ORD-2026-04844,CLI-019,PROD-005,2026-08-22 00:49:00,Tarija,CAM-26,CHO-082,438,438.0,24,17.7,1,1,1,,False
4845,ORD-2026-04845,CLI-013,PROD-014,2026-08-06 20:51:00,La Paz,CAM-30,CHO-071,376,376.0,72,39.5,1,1,1,,False
4846,ORD-2026-04846,CLI-009,PROD-032,2026-08-11 19:39:00,Tarija,CAM-26,CHO-012,197,197.0,48,44.3,1,1,1,,False
4847,ORD-2026-04847,CLI-006,PROD-002,2026-08-23 15:20:00,Oruro,CAM-05,CHO-136,51,51.0,24,23.0,1,1,1,,False
4848,ORD-2026-04848,CLI-051,PROD-035,2026-08-02 00:56:00,La Paz,CAM-28,CHO-052,171,171.0,24,12.9,1,1,1,,False
4849,ORD-2026-04849,CLI-080,PROD-055,2026-08-11 22:47:00,Santa Cruz,CAM-18,CHO-128,343,,72,78.2,0,1,0,cantidad_entregada,True
4850,ORD-2026-04850,CLI-028,PROD-019,2026-08-25 02:53:00,Santa Cruz,CAM-13,CHO-018,493,493.0,72,81.8,0,1,0,,False
4851,ORD-2026-04851,CLI-053,PROD-025,2026-08-12 12:43:00,La Paz,CAM-09,CHO-052,348,334.0,24,12.7,1,0,0,,False
4852,ORD-2026-04852,CLI-065,PROD-023,2026-08-24 07:45:00,Santa Cruz,CAM-14,CHO-024,23,23.0,48,26.8,1,1,1,,False
4853,ORD-2026-04853,CLI-097,PROD-038,2026-08-11 15:07:00,Tarija,CAM-26,CHO-088,496,496.0,24,14.4,1,1,1,,False
4854,ORD-2026-04854,CLI-087,PROD-021,2026-08-21 16:49:00,Tarija,CAM-26,CHO-050,65,65.0,48,32.5,1,1,1,,False
4855,ORD-2026-04855,CLI-029,PROD-016,2026-08-09 12:28:00,La Paz,CAM-28,CHO-126,435,419.0,48,39.4,1,0,0,,False
4856,ORD-2026-04856,CLI-096,PROD-049,2026-08-13 03:16:00,Oruro,CAM-05,CHO-110,369,369.0,48,45.8,1,1,1,,False
4857,ORD-2026-04857,CLI-061,PROD-043,2026-08-26 05:33:00,Oruro,CAM-05,CHO-003,162,162.0,72,51.8,1,1,1,,False
4858,ORD-2026-04858,CLI-073,PROD-019,2026-08-04 11:05:00,La Paz,CAM-09,CHO-084,196,196.0,48,41.8,1,1,1,,False
4859,ORD-2026-04859,CLI-025,PROD-043,2026-08-11 15:29:00,Santa Cruz,CAM-04,CHO-121,348,348.0,48,41.3,1,1,1,,False
4860,ORD-2026-04860,CLI-006,PROD-004,2026-08-10 10:02:00,La Paz,CAM-28,CHO-102,28,28.0,72,47.5,1,1,1,,False
4861,ORD-2026-04861,CLI-003,PROD-006,2026-08-30 10:44:00,Oruro,CAM-07,CHO-118,393,393.0,72,69.5,1,1,1,,False
4862,ORD-2026-04862,CLI-048,PROD-054,2026-08-18 15:01:00,Oruro,CAM-07,CHO-032,296,296.0,72,53.3,1,1,1,,False
4863,ORD-2026-04863,CLI-033,PROD-049,2026-08-07 01:04:00,Santa Cruz,CAM-13,CHO-120,397,397.0,72,34.9,1,1,1,,False
4864,ORD-2026-04864,CLI-084,PROD-015,2026-08-14 09:26:00,Santa Cruz,CAM-13,CHO-024,183,183.0,24,17.2,1,1,1,,False
4865,ORD-2026-04865,CLI-054,PROD-008,2026-08-10 20:49:00,Oruro,CAM-05,CHO-022,168,168.0,48,43.3,1,1,1,,False
4866,ORD-2026-04866,CLI-007,PROD-023,2026-08-02 16:00:00,Tarija,CAM-03,CHO-056,45,45.0,24,16.9,1,1,1,,False
4867,ORD-2026-04867,CLI-037,PROD-013,2026-08-07 06:23:00,La Paz,CAM-09,CHO-091,19,19.0,72,69.9,1,1,1,,False
4868,ORD-2026-04868,CLI-029,PROD-034,2026-08-28 11:28:00,Cochabamba,CAM-23,CHO-068,304,304.0,48,45.0,1,1,1,,False
4869,ORD-2026-04869,CLI-009,PROD-039,2026-08-17 05:51:00,La Paz,CAM-27,CHO-084,61,61.0,48,33.6,1,1,1,,False
4870,ORD-2026-04870,CLI-055,PROD-012,2026-08-12 00:43:00,Tarija,CAM-03,CHO-132,301,301.0,24,14.9,1,1,1,,False
4871,ORD-2026-04871,CLI-049,PROD-027,2026-08-15 03:02:00,La Paz,CAM-09,CHO-021,297,297.0,48,32.1,1,1,1,,False
4872,ORD-2026-04872,CLI-069,PROD-020,2026-08-16 16:24:00,Oruro,CAM-05,CHO-136,307,307.0,48,41.8,1,1,1,,False
4873,ORD-2026-04873,CLI-094,PROD-017,2026-08-21 21:17:00,Santa Cruz,CAM-14,CHO-128,312,297.0,72,68.5,1,0,0,,False
4874,ORD-2026-04874,CLI-052,PROD-004,2026-08-11 09:47:00,Cochabamba,CAM-19,CHO-073,467,467.0,48,38.3,1,1,1,,False
4875,ORD-2026-04875,CLI-012,PROD-040,2026-08-11 11:18:00,La Paz,CAM-28,CHO-042,355,355.0,24,18.2,1,1,1,,False
4876,ORD-2026-04876,CLI-032,PROD-012,2026-08-14 15:28:00,Santa Cruz,CAM-13,CHO-029,332,332.0,48,20.9,1,1,1,,False
4877,ORD-2026-04877,CLI-049,PROD-010,2026-08-29 11:27:00,Cochabamba,CAM-08,CHO-041,312,,24,19.3,1,1,1,cantidad_entregada,True
4878,ORD-2026-04878,CLI-078,PROD-015,2026-08-10 16:00:00,Cochabamba,CAM-23,CHO-112,255,255.0,48,30.9,1,1,1,,False
4879,ORD-2026-04879,CLI-082,PROD-007,2026-08-14 14:49:00,Oruro,CAM-16,CHO-136,327,327.0,72,36.3,1,1,1,,False
4880,ORD-2026-04880,CLI-080,PROD-003,2026-08-17 20:21:00,Oruro,CAM-05,CHO-117,165,,24,18.7,1,1,1,cantidad_entregada,True
4881,ORD-2026-04881,CLI-069,PROD-054,2026-08-12 08:52:00,Cochabamba,CAM-01,CHO-019,190,190.0,24,12.3,1,1,1,,False
4882,ORD-2026-04882,CLI-085,PROD-006,2026-08-13 21:47:00,Santa Cruz,CAM-13,CHO-100,205,205.0,24,19.9,1,1,1,,False
4883,ORD-2026-04883,CLI-037,PROD-006,2026-08-27 22:33:00,Cochabamba,CAM-23,CHO-151,268,268.0,24,21.6,1,1,1,,False
4884,ORD-2026-04884,CLI-095,PROD-048,2026-08-15 15:10:00,Oruro,CAM-02,CHO-003,129,129.0,48,38.0,1,1,1,,False
4885,ORD-2026-04885,CLI-023,PROD-050,2026-08-05 20:32:00,Tarija,CAM-03,CHO-026,cincuenta,320.0,48,32.8,1,1,1,cantidad_solicitada,True
4886,ORD-2026-04886,CLI-093,PROD-054,2026-08-08 08:17:00,Santa Cruz,CAM-21,CHO-123,80,,48,33.3,1,1,1,cantidad_entregada,True
