fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,apta_objetivo_60min
13769,2026-08-19 02:40:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,18.38,C,41.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.38,41.4,2026-08-19T06:40:00Z,False,False,,False,TRATADO,True,True,True,True
13770,2026-08-19 03:10:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,19.15,C,56.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,19.15,56.1,2026-08-19T07:10:00Z,False,False,,False,TRATADO,True,True,True,True
13771,2026-08-19 03:40:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,22.48,C,52.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,22.48,52.1,2026-08-19T07:40:00Z,False,False,,False,TRATADO,True,True,True,True
13772,2026-08-19 04:10:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,19.49,C,52.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,19.49,52.0,2026-08-19T08:10:00Z,False,False,,False,TRATADO,True,True,True,True
13773,2026-08-19 04:40:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,18.5,C,54.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.5,54.5,2026-08-19T08:40:00Z,False,False,,False,TRATADO,True,True,True,True
13774,2026-08-19 05:10:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,22.26,C,43.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,22.26,43.2,2026-08-19T09:10:00Z,False,False,,False,TRATADO,True,True,True,True
13775,2026-08-19 05:40:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,18.76,C,49.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.76,49.0,2026-08-19T09:40:00Z,False,False,,False,TRATADO,True,True,True,True
13776,2026-08-19 06:10:00,VIA-00574,ORD-2026-01802,CAM-16,PROD-024,21.75,C,45.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,21.75,45.6,2026-08-19T10:10:00Z,False,False,,False,TRATADO,True,True,True,True
13777,2026-08-26 15:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.95,C,71.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.95,71.2,2026-08-26T19:27:00Z,False,False,,False,TRATADO,True,True,True,True
13778,2026-08-26 15:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.88,C,75.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.88,75.7,2026-08-26T19:57:00Z,False,False,,False,TRATADO,True,True,True,True
13779,2026-08-26 16:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.63,C,64.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.63,64.6,2026-08-26T20:27:00Z,False,False,,False,TRATADO,True,True,True,True
13780,2026-08-26 16:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.48,C,78.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.48,78.7,2026-08-26T20:57:00Z,False,False,,False,TRATADO,True,True,True,True
13781,2026-08-26 17:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.19,C,82.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.19,82.0,2026-08-26T21:27:00Z,False,False,,False,TRATADO,True,True,True,True
13782,2026-08-26 17:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.87,C,66.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.87,66.6,2026-08-26T21:57:00Z,False,False,,False,TRATADO,True,True,True,True
13783,2026-08-26 18:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.86,C,62.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.86,62.1,2026-08-26T22:27:00Z,False,False,,False,TRATADO,True,True,True,True
13784,2026-08-26 18:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-19.57,C,79.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-19.57,79.5,2026-08-26T22:57:00Z,False,False,,False,TRATADO,True,True,True,True
13785,2026-08-26 19:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.53,C,64.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.53,64.6,2026-08-26T23:27:00Z,False,False,,False,TRATADO,True,True,True,True
13786,2026-08-26 19:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.24,C,64.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.24,64.7,2026-08-26T23:57:00Z,False,False,,False,TRATADO,True,True,True,True
13787,2026-08-26 20:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.89,C,66.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.89,66.2,2026-08-27T00:27:00Z,False,False,,False,TRATADO,True,True,True,True
13788,2026-08-26 20:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.88,C,65.8,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.88,65.8,2026-08-27T00:57:00Z,False,False,,False,TRATADO,True,True,True,True
13789,2026-08-26 21:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-16.69,C,74.2,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-16.69,74.2,2026-08-27T01:27:00Z,False,False,,False,TRATADO,True,True,True,True
13790,2026-08-26 21:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.12,C,63.9,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.12,63.9,2026-08-27T01:57:00Z,False,False,,False,TRATADO,True,True,True,True
13791,2026-08-26 22:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-20.76,C,63.1,1,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-20.76,63.1,2026-08-27T02:27:00Z,False,False,,False,TRATADO,True,True,True,True
13792,2026-08-26 22:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.51,C,66.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.51,66.2,2026-08-27T02:57:00Z,False,False,,False,TRATADO,True,True,True,True
13793,2026-08-26 23:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-16.66,C,64.4,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-16.66,64.4,2026-08-27T03:27:00Z,False,False,,False,TRATADO,True,True,True,True
13794,2026-08-26 23:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.07,C,93.0,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.07,93.0,2026-08-27T03:57:00Z,False,False,,False,TRATADO,True,True,True,True
13795,2026-08-27 00:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-15.04,C,67.9,1,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-15.04,67.9,2026-08-27T04:27:00Z,False,False,,False,TRATADO,True,True,True,True
13796,2026-08-27 00:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-16.77,C,84.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-16.77,84.0,2026-08-27T04:57:00Z,False,False,,False,TRATADO,True,True,True,True
13797,2026-08-27 01:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-16.99,C,71.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-16.99,71.1,2026-08-27T05:27:00Z,False,False,,False,TRATADO,True,True,True,True
13798,2026-08-27 01:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-17.14,C,71.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-17.14,71.4,2026-08-27T05:57:00Z,False,False,,False,TRATADO,True,True,True,True
13799,2026-08-27 02:27:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-18.71,C,61.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-18.71,61.7,2026-08-27T06:27:00Z,False,False,,False,TRATADO,True,True,True,True
13800,2026-08-27 02:57:00,VIA-00575,ORD-2026-02278,CAM-22,PROD-054,-19.19,C,81.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-22,C,-19.19,81.1,2026-08-27T06:57:00Z,False,False,,False,TRATADO,True,True,True,True
13801,2026-08-23 04:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,21.29,C,48.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,21.29,48.2,2026-08-23T08:49:00Z,False,False,,False,TRATADO,True,True,True,True
13802,2026-08-23 05:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,18.12,C,45.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.12,45.4,2026-08-23T09:19:00Z,False,False,,False,TRATADO,True,True,True,True
13803,2026-08-23 05:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,19.23,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | IMPUTAR_HUMEDAD,Timestamp local de Bolivia convertido a UTC | Interpolación entre dos lecturas observadas cercanas y coherentes,CAM-16,C,19.23,50.15,2026-08-23T09:49:00Z,False,True,,False,TRATADO,True,True,True,True
13804,2026-08-23 06:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,22.03,C,54.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,22.03,54.9,2026-08-23T10:19:00Z,False,False,,False,TRATADO,True,True,True,True
13805,2026-08-23 06:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,20.24,C,53.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,20.24,53.0,2026-08-23T10:49:00Z,False,False,,False,TRATADO,True,True,True,True
13806,2026-08-23 07:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,20.86,C,52.8,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,20.86,52.8,2026-08-23T11:19:00Z,False,False,,False,TRATADO,True,True,True,True
13807,2026-08-23 07:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,19.94,C,47.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,19.94,47.2,2026-08-23T11:49:00Z,False,False,,False,TRATADO,True,True,True,True
13808,2026-08-23 08:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,24.36,C,55.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,24.36,55.1,2026-08-23T12:19:00Z,False,False,,False,TRATADO,True,True,True,True
13809,2026-08-23 08:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,22.45,C,45.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,22.45,45.5,2026-08-23T12:49:00Z,False,False,,False,TRATADO,True,True,True,True
13810,2026-08-23 09:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,18.91,C,49.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.91,49.2,2026-08-23T13:19:00Z,False,False,,False,TRATADO,True,True,True,True
13811,2026-08-23 09:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,22.47,C,45.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,22.47,45.4,2026-08-23T13:49:00Z,False,False,,False,TRATADO,True,True,True,True
13812,2026-08-23 10:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,20.94,C,41.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,20.94,41.7,2026-08-23T14:19:00Z,False,False,,False,TRATADO,True,True,True,True
13813,2026-08-23 10:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,18.94,C,48.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,18.94,48.6,2026-08-23T14:49:00Z,False,False,,False,TRATADO,True,True,True,True
13814,2026-08-23 11:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,19.0,C,45.3,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,19.0,45.3,2026-08-23T15:19:00Z,False,False,,False,TRATADO,True,True,True,True
13815,2026-08-23 11:49:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,20.47,C,49.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,20.47,49.2,2026-08-23T15:49:00Z,False,False,,False,TRATADO,True,True,True,True
13816,2026-08-23 12:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,20.04,C,49.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-16,C,20.04,49.9,2026-08-23T16:19:00Z,False,False,,False,TRATADO,True,True,True,True
