fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
28815,2026-08-19 21:30:00,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,15.39,C,44.7,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,15.39,44.7,2026-08-20T01:30:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
28816,2026-08-28 18:01:00,VIA-00670,ORD-2026-03021,CAM-08,PROD-041,-19.21,C,78.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,-19.21,78.3,2026-08-28T22:01:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28817,2026-08-16 04:20:00,VIA-00781,ORD-2026-05431,CAM-08,PROD-001,3.95,C,69.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,3.95,69.3,2026-08-16T08:20:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28818,2026-08-09 23:54:00,VIA-00053,ORD-2026-03071,CAM-19,PROD-011,-19.27,C,73.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,-19.27,73.8,2026-08-10T03:54:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28819,2026-08-29 06:13:00,VIA-00047,ORD-2026-03263,CAM-20,PROD-028,21.22,C,50.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,4,True,CRITICO,timestamp|viaje_id|camion_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | camion_id: Sin correspondencia en Flota Silver de cobertura parcial | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-20,C,21.22,50.4,2026-08-29T10:13:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Seco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28820,2026-08-23 15:01:00,VIA-00305,ORD-2026-02961,CAM-09,PROD-007,20.73,C,39.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-09,C,20.73,39.4,2026-08-23T19:01:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28821,2026-08-23 15:16:00,VIA-00122,ORD-2026-04337,CAM-04,PROD-039,19.96,C,45.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-04,C,19.96,45.8,2026-08-23T19:16:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28822,2026-08-03 03:34:00,VIA-00823,ORD-2026-03527,CAM-19,PROD-044,8.85,C,82.2,1,1,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,8.85,82.2,2026-08-03T07:34:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28823,2026-08-04 00:41:00,VIA-00896,ORD-2026-06348,CAM-09,PROD-014,19.26,C,41.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-09,C,19.26,41.6,2026-08-04T04:41:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28824,2026-08-01 15:38:00,VIA-00380,ORD-2026-02526,CAM-08,PROD-004,3.39,C,74.5,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,3.39,74.5,2026-08-01T19:38:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28825,2026-08-06 13:54:00,VIA-00679,ORD-2026-05063,CAM-08,PROD-004,3.08,C,81.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,3.08,81.6,2026-08-06T17:54:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28826,2026-08-12 12:57:00,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,3.57,C,75.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-28,C,3.57,75.6,2026-08-12T16:57:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28827,2026-08-30 10:57:00,VIA-00027,ORD-2026-05466,CAM-20,PROD-026,3.31,C,78.1,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,4,True,CRITICO,timestamp|viaje_id|camion_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | camion_id: Sin correspondencia en Flota Silver de cobertura parcial | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-20,C,3.31,78.1,2026-08-30T14:57:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28828,2026-08-06 14:54:00,VIA-00051,ORD-2026-04075,CAM-28,PROD-025,-18.07,C,55.7,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-28,C,-18.07,55.7,2026-08-06T18:54:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28829,2026-08-03 05:18:00,VIA-00864,ORD-2026-00645,CAM-24,PROD-043,-17.96,C,71.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-24,C,-17.96,71.4,2026-08-03T09:18:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28830,2026-08-20 18:11:00,VIA-01070,ORD-2026-03508,CAM-02,PROD-052,2.89,C,78.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-02,C,2.89,78.8,2026-08-20T22:11:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28831,2026-08-20 15:36:00,VIA-00856,ORD-2026-05146,CAM-28,PROD-024,19.68,C,43.1,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-28,C,19.68,43.1,2026-08-20T19:36:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
28832,2026-08-14 06:56:00,VIA-00379,ORD-2026-04281,CAM-08,PROD-008,-16.48,C,67.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,-16.48,67.8,2026-08-14T10:56:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28833,2026-08-13 04:00:00,VIA-00002,ORD-2026-04815,CAM-12,PROD-029,19.63,C,59.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-12,C,19.63,59.6,2026-08-13T08:00:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28834,2026-08-21 12:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.73,C,67.5,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-02,C,3.73,67.5,2026-08-21T16:20:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28835,2026-08-08 14:52:00,VIA-01146,ORD-2026-06006,CAM-08,PROD-036,5.09,C,72.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,5.09,72.2,2026-08-08T18:52:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28836,2026-08-05 09:12:00,VIA-00306,ORD-2026-06512,CAM-24,PROD-045,4.37,C,82.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-24,C,4.37,82.2,2026-08-05T13:12:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28837,2026-08-30 19:32:00,VIA-00673,ORD-2026-04325,CAM-20,PROD-027,4.29,C,80.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|camion_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | camion_id: Sin correspondencia en Flota Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-20,C,4.29,80.9,2026-08-30T23:32:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28838,2026-08-04 17:56:00,VIA-00135,ORD-2026-02724,CAM-12,PROD-010,19.46,C,54.0,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-12,C,19.46,54.0,2026-08-04T21:56:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28839,2026-08-01 23:23:00,VIA-00821,ORD-2026-06765,CAM-19,PROD-036,2.96,C,79.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,2.96,79.3,2026-08-02T03:23:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28840,2026-08-20 09:55:00,VIA-00755,ORD-2026-06845,CAM-14,PROD-032,18.59,C,51.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-14,C,18.59,51.2,2026-08-20T13:55:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28841,2026-08-06 23:25:00,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,-17.73,C,68.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,-17.73,68.4,2026-08-07T03:25:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
