fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,order_id_en_cuarentena,order_id_motivo,cliente_id_en_cuarentena,cliente_id_motivo,producto_id_en_cuarentena,producto_id_motivo,fecha_despacho_en_cuarentena,fecha_despacho_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,camion_id_en_cuarentena,camion_id_motivo,chofer_id_en_cuarentena,chofer_id_motivo,cantidad_solicitada_en_cuarentena,cantidad_solicitada_motivo,cantidad_entregada_en_cuarentena,cantidad_entregada_motivo,tiempo_entrega_prometido_hrs_en_cuarentena,tiempo_entrega_prometido_hrs_motivo,tiempo_entrega_real_hrs_en_cuarentena,tiempo_entrega_real_hrs_motivo,otif_on_time_en_cuarentena,otif_on_time_motivo,otif_in_full_en_cuarentena,otif_in_full_motivo,otif_en_cuarentena,otif_motivo,en_cuarentena
3412,ORD-2026-03412,CLI-081,PROD-024,2026-08-07 02:14:00,Cochabamba,CAM-17,CHO-070,421,421.0,48,33.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3413,ORD-2026-03413,CLI-021,PROD-013,2026-08-16 00:53:00,Santa Cruz,CAM-23,CHO-145,275,275.0,48,30.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3414,ORD-2026-03414,CLI-079,PROD-025,2026-08-05 04:35:00,Santa Cruz,CAM-08,CHO-075,383,383.0,72,44.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3415,ORD-2026-03415,CLI-037,PROD-024,2026-08-28 19:54:00,Santa Cruz,CAM-09,CHO-129,341,341.0,48,29.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3416,ORD-2026-03416,CLI-017,PROD-015,2026-08-17 15:55:00,Oruro,CAM-20,CHO-038,247,247.0,48,24.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3417,ORD-2026-03417,CLI-015,PROD-029,2026-08-17 06:00:00,La Paz,CAM-07,CHO-001,327,327.0,24,20.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3418,ORD-2026-03418,CLI-099,PROD-026,2026-08-26 01:44:00,Cochabamba,CAM-25,CHO-033,39,39.0,24,15.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3419,ORD-2026-03419,CLI-088,PROD-006,2026-08-16 05:37:00,La Paz,CAM-28,CHO-035,197,183.0,72,61.0,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3420,ORD-2026-03420,CLI-010,PROD-003,2026-08-02 15:47:00,Oruro,CAM-16,CHO-095,325,325.0,48,41.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3421,ORD-2026-03421,CLI-035,PROD-029,2026-08-19 05:53:00,Oruro,CAM-03,CHO-095,396,396.0,24,19.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3422,ORD-2026-03422,CLI-091,PROD-021,2026-08-10 02:55:00,Oruro,CAM-24,CHO-066,382,382.0,48,41.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3423,ORD-2026-03423,CLI-076,PROD-003,2026-08-05 06:16:00,Tarija,CAM-21,CHO-099,471,471.0,72,56.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3424,ORD-2026-03424,CLI-043,PROD-006,2026-08-16 17:53:00,Tarija,CAM-19,CHO-067,372,372.0,48,51.0,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3425,ORD-2026-03425,CLI-064,PROD-024,2026-08-23 10:08:00,Tarija,CAM-26,CHO-099,118,118.0,72,56.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3426,ORD-2026-03426,CLI-099,PROD-002,2026-08-26 01:00:00,Tarija,CAM-26,CHO-119,428,428.0,24,24.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3427,ORD-2026-03427,CLI-059,PROD-055,2026-08-29 17:10:00,Cochabamba,CAM-27,CHO-047,130,130.0,72,66.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3428,ORD-2026-03428,CLI-091,PROD-045,2026-08-22 10:39:00,Cochabamba,CAM-06,CHO-143,121,121.0,48,48.7,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3429,ORD-2026-03429,CLI-076,PROD-014,2026-08-17 03:39:00,Tarija,CAM-26,CHO-099,333,333.0,24,25.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3430,ORD-2026-03430,CLI-063,PROD-055,2026-08-10 01:25:00,La Paz,CAM-15,CHO-013,128,128.0,72,45.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3431,ORD-2026-03431,CLI-019,PROD-039,2026-08-30 21:58:00,Santa Cruz,CAM-09,CHO-100,193,193.0,72,52.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3432,ORD-2026-03432,CLI-046,PROD-019,2026-08-05 06:45:00,Oruro,CAM-03,CHO-027,222,222.0,24,18.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3433,ORD-2026-03433,CLI-033,PROD-022,2026-08-06 01:15:00,Santa Cruz,CAM-08,CHO-150,81,81.0,24,18.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3434,ORD-2026-03434,CLI-073,PROD-033,2026-08-02 20:11:00,Tarija,CAM-19,CHO-068,135,128.0,72,76.3,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3435,ORD-2026-03435,CLI-061,PROD-025,2026-08-14 11:39:00,Oruro,CAM-24,CHO-046,241,241.0,48,37.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3436,ORD-2026-03436,CLI-048,PROD-027,2026-08-30 23:23:00,Cochabamba,CAM-01,CHO-142,304,304.0,48,37.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3437,ORD-2026-03437,CLI-093,PROD-057,2026-08-12 18:43:00,Santa Cruz,CAM-23,CHO-071,293,293.0,48,43.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3438,ORD-2026-03438,CLI-058,PROD-007,2026-08-14 03:52:00,Tarija,CAM-19,CHO-099,403,403.0,24,18.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3439,ORD-2026-03439,CLI-073,PROD-001,2026-08-17 12:33:00,Oruro,CAM-20,CHO-038,407,407.0,72,58.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3440,ORD-2026-03440,CLI-057,PROD-058,2026-08-26 18:17:00,Oruro,CAM-20,CHO-046,238,238.0,48,40.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3441,ORD-2026-03441,CLI-026,PROD-039,2026-08-16 21:57:00,Tarija,CAM-19,CHO-078,78,78.0,24,19.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3442,ORD-2026-03442,CLI-058,PROD-037,2026-08-04 23:29:00,Oruro,CAM-24,CHO-066,149,149.0,48,33.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3443,ORD-2026-03443,CLI-022,PROD-050,2026-08-06 04:59:00,Cochabamba,CAM-22,CHO-082,191,191.0,24,20.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3444,ORD-2026-03444,CLI-046,PROD-055,2026-08-28 21:30:00,Santa Cruz,CAM-23,CHO-036,273,273.0,72,58.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3445,ORD-2026-03445,CLI-084,PROD-045,2026-08-29 17:14:00,Santa Cruz,CAM-08,CHO-026,97,97.0,48,37.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3446,ORD-2026-03446,CLI-014,PROD-060,2026-08-07 03:18:00,La Paz,CAM-10,CHO-117,143,143.0,48,36.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3447,ORD-2026-03447,CLI-021,PROD-040,2026-08-01 05:44:00,Santa Cruz,CAM-29,CHO-132,69,69.0,48,45.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3448,ORD-2026-03448,CLI-100,PROD-020,2026-08-08 14:20:00,Tarija,CAM-19,CHO-097,189,189.0,72,47.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3449,ORD-2026-03449,CLI-026,PROD-050,2026-08-21 11:50:00,Cochabamba,CAM-14,CHO-077,452,452.0,72,57.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3450,ORD-2026-03450,CLI-085,PROD-055,2026-08-10 23:58:00,Tarija,CAM-26,CHO-032,83,83.0,24,18.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3451,ORD-2026-03451,CLI-073,PROD-029,2026-08-29 14:26:00,Santa Cruz,CAM-09,CHO-139,227,227.0,48,54.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3452,ORD-2026-03452,CLI-047,PROD-003,2026-08-02 19:33:00,Tarija,CAM-21,CHO-043,148,148.0,48,46.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3453,ORD-2026-03453,CLI-010,PROD-011,2026-08-27 07:12:00,Tarija,CAM-19,CHO-068,249,246.0,72,75.0,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3454,ORD-2026-03454,CLI-054,PROD-002,2026-08-24 16:55:00,La Paz,CAM-04,CHO-110,490,490.0,48,35.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3455,ORD-2026-03455,CLI-009,PROD-040,2026-08-27 05:49:00,La Paz,CAM-10,CHO-101,355,349.0,48,30.8,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3456,ORD-2026-03456,CLI-011,PROD-011,2026-08-01 23:35:00,La Paz,CAM-04,CHO-103,432,432.0,48,41.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3457,ORD-2026-03457,CLI-070,PROD-001,2026-08-04 13:36:00,Santa Cruz,CAM-08,CHO-045,182,182.0,24,24.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3458,ORD-2026-03458,CLI-042,PROD-013,2026-08-27 02:21:00,Tarija,CAM-19,CHO-099,473,473.0,48,50.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3459,ORD-2026-03459,CLI-095,PROD-033,2026-08-23 22:29:00,Tarija,CAM-26,CHO-005,440,440.0,24,14.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3460,ORD-2026-03460,CLI-044,PROD-023,2026-08-23 13:39:00,Santa Cruz,CAM-18,CHO-069,150,150.0,48,34.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3461,ORD-2026-03461,CLI-091,PROD-006,2026-08-24 09:53:00,Tarija,CAM-19,CHO-063,19,19.0,72,58.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3462,ORD-2026-03462,CLI-046,PROD-001,2026-08-16 07:21:00,Santa Cruz,CAM-08,CHO-026,359,359.0,48,56.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3463,ORD-2026-03463,CLI-083,PROD-038,2026-08-24 16:58:00,Santa Cruz,CAM-23,CHO-030,163,163.0,48,52.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3464,ORD-2026-03464,CLI-008,PROD-037,2026-08-15 20:56:00,Santa Cruz,CAM-18,CHO-008,498,498.0,48,20.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3465,ORD-2026-03465,CLI-075,PROD-025,2026-08-14 08:10:00,Tarija,CAM-19,CHO-078,425,425.0,24,20.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3466,ORD-2026-03466,CLI-042,PROD-035,2026-08-20 21:46:00,Oruro,CAM-20,CHO-046,139,128.0,72,63.8,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3467,ORD-2026-03467,CLI-077,PROD-017,2026-08-13 18:01:00,La Paz,CAM-04,CHO-140,445,445.0,24,27.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3468,ORD-2026-03468,CLI-004,PROD-036,2026-08-12 18:42:00,Cochabamba,CAM-25,CHO-042,339,339.0,24,22.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3469,ORD-2026-03469,CLI-059,PROD-043,2026-08-05 22:28:00,Oruro,CAM-20,CHO-038,226,226.0,72,46.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3470,ORD-2026-03470,CLI-085,PROD-035,2026-08-03 06:58:00,Santa Cruz,CAM-08,CHO-139,455,455.0,48,45.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3471,ORD-2026-03471,CLI-003,PROD-031,2026-08-24 21:28:00,Tarija,CAM-26,CHO-068,108,108.0,72,72.9,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3472,ORD-2026-03472,CLI-005,PROD-002,2026-08-28 11:04:00,Tarija,CAM-21,CHO-025,97,97.0,48,40.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3473,ORD-2026-03473,CLI-098,PROD-024,2026-08-13 15:40:00,Tarija,CAM-21,CHO-055,60,60.0,48,41.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3474,ORD-2026-03474,CLI-025,PROD-047,2026-08-08 18:39:00,Santa Cruz,CAM-08,CHO-105,178,178.0,48,36.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3475,ORD-2026-03475,CLI-012,PROD-054,2026-08-30 22:08:00,Cochabamba,CAM-01,CHO-079,270,270.0,48,48.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3476,ORD-2026-03476,CLI-040,PROD-027,2026-08-17 09:36:00,Cochabamba,CAM-02,CHO-083,353,353.0,72,38.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3477,ORD-2026-03477,CLI-016,PROD-036,2026-08-16 16:08:00,La Paz,CAM-28,CHO-103,258,258.0,24,20.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3478,ORD-2026-03478,CLI-047,PROD-044,2026-08-11 18:38:00,Oruro,CAM-20,CHO-095,298,298.0,72,74.8,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3479,ORD-2026-03479,CLI-033,PROD-054,2026-08-18 15:53:00,Tarija,CAM-26,CHO-097,487,487.0,24,23.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3480,ORD-2026-03480,CLI-083,PROD-014,2026-08-24 09:18:00,Santa Cruz,CAM-09,CHO-112,392,392.0,48,33.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3481,ORD-2026-03481,CLI-020,PROD-048,2026-08-13 22:58:00,Cochabamba,CAM-05,CHO-121,25,25.0,72,50.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3482,ORD-2026-03482,CLI-033,PROD-015,2026-08-09 13:03:00,La Paz,CAM-15,CHO-101,187,187.0,48,42.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3483,ORD-2026-03483,CLI-033,PROD-017,2026-08-03 18:26:00,Cochabamba,CAM-06,CHO-003,279,271.0,24,27.1,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3484,ORD-2026-03484,CLI-052,PROD-056,2026-08-24 16:58:00,La Paz,CAM-15,CHO-101,328,328.0,24,15.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3485,ORD-2026-03485,CLI-094,PROD-056,2026-08-10 21:20:00,Oruro,CAM-20,CHO-095,21,21.0,48,51.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3486,ORD-2026-03486,CLI-068,PROD-012,2026-08-12 05:25:00,Santa Cruz,CAM-18,CHO-048,410,410.0,48,42.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3487,ORD-2026-03487,CLI-019,PROD-007,2026-08-30 12:23:00,Santa Cruz,CAM-09,CHO-053,22,22.0,72,55.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3488,ORD-2026-03488,CLI-082,PROD-043,2026-08-29 00:31:00,Santa Cruz,CAM-08,CHO-116,485,485.0,24,22.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3489,ORD-2026-03489,CLI-028,PROD-031,2026-08-30 11:19:00,Cochabamba,CAM-02,CHO-012,435,435.0,72,52.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3490,ORD-2026-03490,CLI-023,PROD-010,2026-08-05 21:59:00,Oruro,CAM-24,CHO-066,236,236.0,48,47.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3491,ORD-2026-03491,CLI-066,PROD-003,2026-08-29 18:38:00,Cochabamba,CAM-01,CHO-087,455,451.0,24,27.5,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3492,ORD-2026-03492,CLI-063,PROD-051,2026-08-02 00:39:00,La Paz,CAM-10,CHO-110,424,424.0,48,38.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3493,ORD-2026-03493,CLI-083,PROD-018,2026-08-25 15:13:00,Cochabamba,CAM-01,CHO-016,37,37.0,24,16.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3494,ORD-2026-03494,CLI-064,PROD-019,2026-08-18 05:55:00,Santa Cruz,CAM-23,CHO-052,267,267.0,24,22.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3495,ORD-2026-03495,CLI-097,PROD-027,2026-08-29 03:46:00,Cochabamba,CAM-11,CHO-136,323,313.0,24,27.8,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3496,ORD-2026-03496,CLI-078,PROD-018,2026-08-30 02:39:00,La Paz,CAM-07,CHO-006,309,309.0,48,33.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3497,ORD-2026-03497,CLI-005,PROD-011,2026-08-02 19:27:00,Oruro,CAM-20,CHO-095,66,66.0,48,28.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3498,ORD-2026-03498,CLI-099,PROD-006,2026-08-10 05:29:00,La Paz,CAM-04,CHO-023,cincuenta,138.0,72,74.0,0,1,0,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
3499,ORD-2026-03499,CLI-098,PROD-046,2026-08-01 02:56:00,Tarija,CAM-21,CHO-097,494,494.0,48,43.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3500,ORD-2026-03500,CLI-085,PROD-006,2026-08-07 03:28:00,Cochabamba,CAM-11,CHO-088,40,40.0,24,27.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3501,ORD-2026-03501,CLI-053,PROD-005,2026-08-18 17:02:00,La Paz,CAM-12,CHO-130,428,428.0,72,57.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3502,ORD-2026-03502,CLI-051,PROD-001,2026-08-18 23:24:00,Oruro,CAM-20,CHO-066,405,405.0,24,24.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3503,ORD-2026-03503,CLI-061,PROD-056,2026-08-06 01:42:00,Santa Cruz,CAM-08,CHO-053,305,305.0,48,38.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3504,ORD-2026-03504,CLI-009,PROD-051,2026-08-07 06:40:00,Cochabamba,CAM-11,CHO-033,497,497.0,72,66.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3505,ORD-2026-03505,CLI-095,PROD-031,2026-08-12 02:16:00,Cochabamba,CAM-05,CHO-109,93,93.0,48,38.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3506,ORD-2026-03506,CLI-053,PROD-028,2026-08-12 14:25:00,Santa Cruz,CAM-29,CHO-034,46,46.0,24,25.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3507,ORD-2026-03507,CLI-043,PROD-012,2026-08-09 21:32:00,Tarija,CAM-21,CHO-074,324,324.0,24,22.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3508,ORD-2026-03508,CLI-070,PROD-052,2026-08-20 16:11:00,Cochabamba,CAM-02,CHO-047,276,276.0,48,49.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3509,ORD-2026-03509,CLI-037,PROD-013,2026-08-25 17:13:00,Santa Cruz,CAM-08,CHO-114,275,275.0,48,48.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3510,ORD-2026-03510,CLI-098,PROD-046,2026-08-26 03:48:00,Cochabamba,CAM-17,CHO-131,52,52.0,72,79.8,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3511,ORD-2026-03511,CLI-033,PROD-004,2026-08-08 15:29:00,Cochabamba,CAM-11,CHO-121,213,213.0,24,13.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3512,ORD-2026-03512,CLI-034,PROD-023,2026-08-05 08:07:00,Oruro,CAM-20,CHO-027,218,218.0,48,45.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3513,ORD-2026-03513,CLI-069,PROD-003,2026-08-15 15:11:00,Tarija,CAM-26,CHO-068,426,426.0,72,70.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3514,ORD-2026-03514,CLI-044,PROD-058,2026-08-30 03:34:00,La Paz,CAM-28,CHO-130,357,357.0,48,42.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3515,ORD-2026-03515,CLI-093,PROD-053,2026-08-05 03:53:00,Santa Cruz,CAM-08,CHO-127,421,421.0,24,18.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3516,ORD-2026-03516,CLI-038,PROD-041,2026-08-23 16:57:00,Oruro,CAM-20,CHO-027,406,406.0,48,36.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3517,ORD-2026-03517,CLI-054,PROD-031,2026-08-04 16:27:00,Cochabamba,CAM-11,CHO-151,330,330.0,24,20.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3518,ORD-2026-03518,CLI-042,PROD-032,2026-08-01 17:46:00,Oruro,CAM-03,CHO-046,84,84.0,48,41.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3519,ORD-2026-03519,CLI-044,PROD-046,2026-08-07 12:34:00,Oruro,CAM-20,CHO-066,345,345.0,48,54.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3520,ORD-2026-03520,CLI-036,PROD-051,2026-08-06 11:41:00,Santa Cruz,CAM-08,CHO-149,160,160.0,48,41.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3521,ORD-2026-03521,CLI-086,PROD-043,2026-08-18 13:28:00,Santa Cruz,CAM-08,CHO-039,354,354.0,24,22.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3522,ORD-2026-03522,CLI-077,PROD-052,2026-08-14 15:26:00,Tarija,CAM-26,CHO-032,339,339.0,48,36.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3523,ORD-2026-03523,CLI-024,PROD-056,2026-08-25 20:49:00,Oruro,CAM-24,CHO-066,66,66.0,48,35.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3524,ORD-2026-03524,CLI-037,PROD-052,2026-08-15 16:45:00,Cochabamba,CAM-05,CHO-051,229,229.0,24,22.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
3525,ORD-2026-03525,CLI-018,PROD-018,2026-08-01 21:18:00,Tarija,CAM-21,CHO-032,255,255.0,48,35.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
